,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
2834,0.0,0.0,0.0,10,1,1,What is an example of a song by Bob marley?,[['dbo:writer']],['dbo:artist'],factoid
2859,0.0,0.0,0.0,13,1,0,"Was Francisco Pizarro of the monarch of Charles 5, of the roman empire?",[['dbo:monarch']],[],boolean
2881,0.0,0.0,0.0,11,1,3,Which tv series have a score composed by judy hard angelo?,[['dbo:composer']],"['dbo:musicComposer', 'dbp:music', 'dbp:themeMusicComposer']",factoid
2882,0.0,0.0,0.0,13,1,5,What is the political party to which Purnima Banerjee is a member of?,[['dbo:knownFor']],"['dbo:affiliation', 'dbo:leaderName', 'dbo:otherParty', 'dbo:party', 'dbp:party']",factoid
2903,0.0,0.0,0.0,5,1,3,what is henry février nationality?,[['dbo:country']],"['dbo:birthPlace', 'dbo:hometown', 'dbo:nationality']",factoid
2909,0.0,0.0,0.0,7,1,3,How did Letitia MacTavish Hargrave died ?,[['dbo:deathCause']],"['dbo:deathPlace', 'dbp:deathPlace', 'dbp:placeOfDeath']",factoid
2926,0.0,0.0,0.0,16,2,2,What is the base currency of the Benelux which can be used in Republic of Montenegro?,"[['dbp:currency'], ['dbp:currency']]","['dbo:capital', 'dbo:currency']",factoid
2934,0.0,0.0,0.0,9,1,2,which california theme park is mickey's toontown located in?,[['dbp:park']],"['dbo:city', 'dbo:location']",factoid
2949,0.0,0.0,0.0,16,2,4,"How many major shrine are there, of the saints whose beatified by Pope Pius XI ?","[['dbp:beatifiedBy'], ['dbo:majorShrine']]","['dbo:veneratedIn', 'dbp:canonizedBy', 'dbp:religion', 'dbp:veneratedIn']",count
2967,0.0,0.0,0.0,19,1,4,"What is a town known for the discovery of a T-Rex named Scotty located in division no. 4, saskatchewan?",[['dbo:isPartOf']],"['dbo:city', 'dbo:largestCity', 'dbo:location', 'dbo:region']",factoid
2972,0.0,0.0,0.0,10,1,3,Is the Vadodara railway junction onwed by Indian Railway Ministry?,[['dbo:owningOrganisation']],"['dbo:routeEnd', 'dbo:routeStart', 'dbo:servingRailwayLine']",boolean
2997,0.0,0.0,0.0,7,1,1,what was Chynna Phillips' debut solo album,[['dbo:type']],['dbo:artist'],factoid
3002,0.0,0.0,0.0,9,1,0,List the current members of Metro Station (band) ?,[['dbp:currentMembers']],[],list
3004,0.0,0.0,0.0,6,1,1,what religion does charles devlin practice,[['dbp:religion']],['dbo:religion'],factoid
3009,0.0,0.0,0.0,9,1,3,who produced the adventures of tom thumb and thumbelina,[['dbp:studio']],"['dbo:executiveProducer', 'dbo:producer', 'dbp:producer']",factoid
3016,0.0,0.0,0.0,8,1,6,what location is part of the cascade range,"[['dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:mountainRange', 'dbo:region', 'dbo:state']",factoid
3048,0.0,0.0,0.0,11,1,4,Which military people served their allegiance to Union (American Civil War)?,[['dbp:allegiance']],"['dbo:battle', 'dbo:militaryBranch', 'dbp:battles', 'dbp:combatant']",factoid
3053,0.0,0.0,0.0,17,2,2,What woman acted in the mating habits of earthbound humans and is often associated with Mams taylor?,"[['dbo:associatedMusicalArtist'], ['dbp:starring']]","['dbo:associatedBand', 'dbp:artist']",factoid
3055,0.0,0.0,0.0,7,1,2,Which state is mount washburn located in,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
3068,0.0,0.0,0.0,7,1,1,What is an album by Neville Staple?,[['dbo:type']],['dbo:artist'],factoid
3070,0.0,0.0,0.0,22,2,3,What is the city of the Maine School of Science and Mathematics is also the resting place of Charles A. Boutelle ?,"[['dbp:restingplace'], ['dbo:authority']]","['dbo:location', 'dbo:restingPlace', 'dbp:restingPlace']",factoid
3083,0.0,0.0,0.0,6,1,0,List the seven kings of Rome.,[['dbp:title']],[],list
3087,0.0,0.0,0.0,9,1,2,Where in the united states is jones motor company,[['dbo:location']],"['dbo:foundationPlace', 'dbo:locationCity']",factoid
3092,0.0,0.0,0.0,18,2,7,"Which location of  INKAS is also the location of  T.I. Ahmadiyya Senior High School, Kumasi ?","[['dbp:locations'], ['dbo:denomination']]","['dbo:city', 'dbo:country', 'dbo:region', 'dbo:state', 'dbp:birthPlace', 'dbp:placeOfBirth', 'dbp:state']",factoid
3134,0.0,0.0,0.0,10,2,6,Who appointed Joseph Clay and William Cushing to their office?,"[['dbo:appointer'], ['dbo:appointer']]","['dbo:governor', 'dbo:vicePresident', 'dbp:appointer', 'dbp:deputy', 'dbp:predecessor', 'dbp:successor']",factoid
3151,0.0,0.0,0.0,6,1,2,Which county is raynham located in,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
3158,0.0,0.0,0.0,7,1,1,what is an album by fleetwood mac,[['dbo:type']],['dbo:artist'],factoid
3160,0.0,0.0,0.0,6,1,1,What's an album that features dalida,[['dbo:type']],['dbo:artist'],factoid
3162,0.0,0.0,0.0,13,2,7,Name the subsidary of Tandem Computers which was founded by Jim Harris ?,"[['dbo:foundedBy'], ['dbo:subsidiary']]","['dbo:board', 'dbo:developer', 'dbo:foundationPlace', 'dbp:foundation', 'dbp:founder', 'dbp:products', 'dbp:services']",list
3168,0.0,0.0,0.0,8,1,2,what is the nationality of thad h. brown,[['dbo:country']],"['dbo:birthPlace', 'dbo:nationality']",factoid
3171,0.0,0.0,0.0,14,1,5,does the US navy have the structure of command of us department of defence?,[['dbp:commandStructure']],"['dbo:commandStructure', 'dbo:militaryBranch', 'dbo:type', 'dbp:garrison', 'dbp:type']",boolean
3172,0.0,0.0,0.0,6,1,2,which country is silkville located in?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
3180,0.0,0.0,0.0,6,1,1,where was ritchie pickett given birth,[['dbo:hometown']],['dbo:birthPlace'],factoid
3185,0.0,0.0,0.0,6,1,1,What position does Lee Robinson play?,[['dbp:currentpositionplain']],['dbo:position'],factoid
3218,0.0,0.0,0.0,15,2,0,Which athlete was the flag bearer for Switzerland in 2004 and 2008 summer Olympics ?,"[['dbp:flagbearer'], ['dbp:flagbearer']]",[],factoid
3222,0.0,0.0,0.0,7,2,2,Who directed the albums recorded in Anaheim?,"[['dbo:recordedIn'], ['dbp:director']]","['dbo:director', 'dbo:musicComposer']",factoid
3249,0.0,0.0,0.0,7,1,5,where is crossing of the andes located,[['dbo:place']],"['dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
3252,0.0,0.0,0.0,12,1,8,What are the artists that have been in the band Framptons camel?,[['dbp:associatedActs']],"['dbo:artist', 'dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:bandMember', 'dbo:formerBandMember', 'dbp:artist', 'dbp:currentMembers', 'dbp:pastMembers']",factoid
3255,0.0,0.0,0.0,5,1,1,where was kasey kiker born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
3268,0.0,0.0,0.0,13,1,1,the samuel wadsworth russell house is an example of what kind of architecture,[['dbo:architect']],['dbo:architecturalStyle'],factoid
3269,0.0,0.0,0.0,5,1,1,what is cesare canevari's nationality,[['dbo:nationality']],['dbo:birthPlace'],factoid
3275,0.0,0.0,0.0,5,1,2,What area does kutp serve,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",factoid
3277,0.0,0.0,0.0,11,1,1,what is a song by Madonna from her 2000 studio album,[['dbo:writer']],['dbo:artist'],factoid
3285,0.0,0.0,0.0,9,2,2,Who trained the wrestlers who are billed in Wisconsin?,"[['dbo:billed'], ['dbo:trainer']]","['dbo:occupation', 'dbp:training']",factoid
3295,0.0,0.0,0.0,13,2,1,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge?,"[['dbo:municipality'], ['dbo:municipality']]",['dbo:locatedInArea'],factoid
3298,0.0,0.0,0.0,17,2,6,"What is the country which lies on the European route E8, and where Ragnhild Jolson was born?","[['dbo:county'], ['dbp:birthplace']]","['dbo:birthPlace', 'dbo:capital', 'dbo:country', 'dbo:nationality', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid
3302,0.0,0.0,0.0,15,2,2,What is the settlement whose neighboring municipalities is Lancy and mayor name is Esther Alder?,"[['dbo:mayor'], ['dbp:neighboringMunicipalities']]","['dbo:capital', 'dbo:largestCity']",factoid
3306,0.0,0.0,0.0,8,1,1,What type of software is find my iphone?,[['dbo:license']],['dbo:genre'],factoid
3307,0.0,0.0,0.0,7,1,5,What are some neighboring cities of cologny?,[['dbp:neighboringMunicipalities']],"['dbo:largestCity', 'dbo:nearestCity', 'dbp:archipelago', 'dbp:cities', 'dbp:nearestCity']",factoid
3308,0.0,0.0,0.0,9,1,1,which category is the romulan way often put under,[['dbo:literaryGenre']],['dbo:genre'],factoid
3334,0.0,0.0,0.0,7,1,1,What's a track written by kelly clarkson,[['dbo:writer']],['dbo:artist'],factoid
3359,0.0,0.0,0.0,7,1,1,Who are in the liang chow club?,[['dbp:club']],['dbo:team'],factoid
3376,0.0,0.0,0.0,11,2,4,Who was once married to both Kelly Brook and Rosie Huntington-Whiteley?,"[['dbo:partner'], ['dbo:partner']]","['dbo:child', 'dbo:spouse', 'dbp:children', 'dbp:spouse']",factoid
3400,0.0,0.0,0.0,8,1,1,What is Bob Adams (American football) known for?,[['dbp:knownFor']],['dbo:occupation'],factoid
3422,0.0,0.0,0.0,6,1,1,Was Liliya Lobanova born in Ukraine?,[['dbp:birthplace']],['dbo:birthPlace'],boolean
3450,0.0,0.0,0.0,6,2,1,What was the first Queen album?,"[['dbo:artist'], ['dbo:releaseDate']]",['dbo:type'],factoid
3451,0.0,0.0,0.0,4,1,1,who wrote the line,[['dbp:writer']],['dbo:writer'],factoid
3487,0.0,0.0,0.0,15,2,8,What was founded by pina Records which has name of Geography of Puerto Rico ?,"[['dbp:name'], ['dbp:founded']]","['dbo:foundationPlace', 'dbo:founder', 'dbo:locationCity', 'dbo:parentOrganisation', 'dbo:recordLabel', 'dbp:foundation', 'dbp:founder', 'dbp:label']",factoid
3492,0.0,0.0,0.0,6,1,0,List the goverener of Winston Bryant?,[['dbp:governor']],[],list
3501,0.0,0.0,0.0,9,1,6,Does Walt Disney Studio have a subsidiary called PixarCascadia_,[['dbo:subsidiary']],"['dbp:foundation', 'dbp:keyPeople', 'dbp:owner', 'dbp:parent', 'dbp:products', 'dbp:services']",boolean
3505,0.0,0.0,0.0,9,1,4,What is the homeport of INS Viraat (R22) ?,[['dbo:homeport']],"['dbo:destination', 'dbo:hometown', 'dbp:headquarters', 'dbp:location']",factoid
3524,0.0,0.0,0.0,8,1,1,which album is recorded by big daddy kane,[['dbo:recordLabel']],['dbo:artist'],factoid
3579,0.0,0.0,0.0,7,1,1,What is an album by various production?,[['dbo:artist']],['dbo:type'],factoid
3593,0.0,0.0,0.0,9,1,3,Is greasy pop recording the distributor of festival records?,[['dbo:distributingLabel']],"['dbo:recordLabel', 'dbp:distributor', 'dbp:label']",boolean
3610,0.0,0.0,0.0,6,1,3,what city is torre latinoamericana in?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf', 'dbo:region']",factoid
3611,0.0,0.0,0.0,5,1,2,which city was ralphs founded,[['dbo:foundationPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid
3669,0.0,0.0,0.0,7,1,1,What's a song written by bing crosby,[['dbo:artist']],['dbo:writer'],factoid
3677,0.0,0.0,0.0,7,1,1,Where did Rheinmetall MG 60 originated ?,[['dbo:origin']],['dbo:hometown'],factoid
3702,0.0,0.0,0.0,5,1,1,When was Olof Palme shot?,[['dbo:deathDate']],['dbo:artist'],factoid
3707,0.0,0.0,0.0,7,1,1,Where is the origin of Carolina reaper?,[['dbo:origin']],['dbo:hometown'],factoid
3729,0.0,0.0,0.0,6,1,4,How many employees does Google have?,[['dbo:numberOfEmployees']],"['dbo:employer', 'dbo:occupation', 'dbp:employer', 'dbp:keyPeople']",count
3740,0.0,0.0,0.0,6,1,2,who is an author from denmark?,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
3757,0.0,0.0,0.0,14,2,1,Which branch of american military have both George Siebels jr and Leroy Collins served?,"[['dbp:branch'], ['dbp:branch']]",['dbo:militaryBranch'],factoid
3794,0.0,0.0,0.0,8,1,1,which genre is the punch and judy murders,[['dbo:literaryGenre']],['dbo:genre'],factoid
3800,0.0,0.0,0.0,8,1,1,where in europe was robin griffith-jones born in?,[['dbo:nationality']],['dbo:birthPlace'],factoid
3803,0.0,0.0,0.0,8,1,1,What is an album put out by Freeez?,[['dbo:type']],['dbo:artist'],factoid
3828,0.0,0.0,0.0,6,1,4,what is a newspaper in china,[['dbp:publishingCountry']],"['dbo:city', 'dbo:country', 'dbo:headquarter', 'dbo:location']",factoid
3840,0.0,0.0,0.0,8,1,1,what kind of album is payment of existence,[['dbo:genre']],['dbo:type'],factoid
3844,0.0,0.0,0.0,10,1,5,What is the location of Sam Sen Railway Station ?,[['dbp:other']],"['dbo:city', 'dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:state']",factoid
3845,0.0,0.0,0.0,5,1,2,what language is indochine in,[['dbo:language']],"['dbo:languageFamily', 'dbo:spokenIn']",factoid
3853,0.0,0.0,0.0,5,1,2,what country is kumenan in?,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid
3864,0.0,0.0,0.0,9,1,1,what is the aircraft model of grumman f8f bearcat,[['dbo:manufacturer']],['dbo:class'],factoid
3869,0.0,0.0,0.0,10,1,5,Do the White Plains Road lie in the Bronx county?,[['dbp:counties']],"['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:state']",boolean
3874,0.0,0.0,0.0,5,1,2,which group released nuclear blast,[['dbo:recordLabel']],"['dbo:genre', 'dbo:hometown']",factoid
3875,0.0,0.0,0.0,10,1,1,Which medium does the album up the downstair belong to?,[['dbo:genre']],['dbo:type'],factoid
3899,0.0,0.0,0.0,9,1,2,How many people currently play for Stoke City F.C.?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team']",count
3917,0.0,0.0,0.0,13,2,6,From how many different places have people gone to the Harward Medical School?,"[['dbo:institution'], ['dbo:birthPlace']]","['dbo:almaMater', 'dbo:college', 'dbo:education', 'dbo:residence', 'dbp:almaMater', 'dbp:education']",count
3939,0.0,0.0,0.0,11,1,1,What type of album is in the eye of the storm?,[['dbo:genre']],['dbo:type'],factoid
3946,0.0,0.0,0.0,9,1,1,what type of country is b. j. thomas from,[['dbo:genre']],['dbo:nationality'],factoid
3963,0.0,0.0,0.0,5,1,3,Who operates Liverpool Playhouse ?,[['dbo:operatedBy']],"['dbo:operator', 'dbp:headquarters', 'dbp:owner']",factoid
3989,0.0,0.0,0.0,9,1,1,How many items belong to the Science Fiction genre?,[['dbp:genre']],['dbo:literaryGenre'],count
3999,0.0,0.0,0.0,9,1,1,Was andy warhol a part of Pop Art movement?,[['dbp:movement']],['dbo:movement'],boolean
4022,0.0,0.0,0.0,6,1,1,What would you call modern currencies,[['dbo:genre']],['dbo:currency'],factoid
4040,0.0,0.0,0.0,13,1,8,Is Another Lonely Night in New York by the musical band Robin Gibb?,[['dbo:musicalBand']],"['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:bandMember', 'dbo:formerBandMember', 'dbp:artist', 'dbp:associatedActs', 'dbp:currentMembers', 'dbp:pastMembers']",boolean
4072,0.0,0.0,0.0,17,2,2,Which is the common past team of the Charlie Justice (American football player) and Bobby Hoppe ?,"[['dbp:pastteams'], ['dbp:pastteams']]","['dbo:formerTeam', 'dbo:team']",factoid
4110,0.0,0.0,0.0,12,2,4,Name the common current team of the Shaun Thong and Kaannder ?,"[['dbp:currentTeam'], ['dbp:currentTeam']]","['dbo:formerTeam', 'dbo:team', 'dbp:playedFor', 'dbp:team']",list
4117,0.0,0.0,0.0,6,1,2,What county is lake wingra in,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
4130,0.0,0.0,0.0,10,1,1,which genre is getting rid of bradley a part of,[['dbo:literaryGenre']],['dbo:genre'],factoid
4136,0.0,0.0,0.0,16,2,1,Daniel L D Granger and Job Durfee have based their political career in which US state?,"[['dbp:state'], ['dbp:state']]",['dbo:occupation'],list
4185,0.0,0.0,0.0,6,1,2,what city was louis-gabriel-charles vicaire born,[['dbo:deathPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
4211,0.0,0.0,0.0,5,1,2,which agency protects ishi wilderness,[['dbp:governingBody']],"['dbo:locatedInArea', 'dbo:location']",factoid
4213,0.0,0.0,0.0,7,1,1,What album was produced by big business,[['dbo:artist']],['dbo:type'],factoid
4216,0.0,0.0,0.0,7,1,2,What form of government does Russia have?,[['dbo:governmentType']],"['dbo:industry', 'dbo:type']",factoid
4219,0.0,0.0,0.0,6,1,2,Where was Special 26 recorded ?,[['dbp:recorded']],"['dbo:country', 'dbo:type']",factoid
4235,0.0,0.0,0.0,6,1,1,which disease caused willem rooseboom's death,[['dbo:deathPlace']],['dbo:deathCause'],factoid
4275,0.0,0.0,0.0,8,1,1,which ivy league university did ezra cornell create,[['dbo:foundedBy']],['dbo:architect'],factoid
4283,0.0,0.0,0.0,6,1,6,How many Thesaban towns are there?,[['dbp:settlementType']],"['dbo:largestCity', 'dbo:location', 'dbo:nearestCity', 'dbp:archipelago', 'dbp:cities', 'dbp:location']",count
4284,0.0,0.0,0.0,5,1,2,where is john epps from,[['dbo:citizenship']],"['dbo:birthPlace', 'dbo:hometown']",factoid
4294,0.0,0.0,0.0,9,2,2,"Which river originates from Cape Vincent and Kingston, Ontario?","[['dbp:sourceLocation'], ['dbp:sourceLocation']]","['dbo:hometown', 'dbo:riverMouth']",factoid
4320,0.0,0.0,0.0,7,1,1,Who was the author of the punisher?,[['dbo:writer']],['dbo:author'],factoid
4322,0.0,0.0,0.0,9,1,1,Who is the director of the short film boat?,[['dbo:editing']],['dbo:director'],factoid
4330,0.0,0.0,0.0,6,1,1,what album is by Twilight singer,[['dbo:type']],['dbo:artist'],factoid
4339,0.0,0.0,0.0,6,1,3,what country is garbally college in?,[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid
4348,0.0,0.0,0.0,6,1,2,what is a hella album titled,[['dbo:artist']],"['dbo:genre', 'dbo:type']",factoid
4350,0.0,0.0,0.0,7,1,1,What is the ethicity of Ted Falon?,[['dbo:ethnicity']],['dbo:type'],factoid
4387,0.0,0.0,0.0,6,1,2,Where was David Scherman trained ?,[['dbo:training']],"['dbo:field', 'dbp:training']",factoid
4401,0.0,0.0,0.0,13,2,4,"What is the american football league whose champion is from Kansas City, Missouri?","[['dbp:champion'], ['dbp:city']]","['dbo:ground', 'dbo:hometown', 'dbo:locationCity', 'dbp:debutteam']",factoid
4431,0.0,0.0,0.0,6,1,0,Which school did Robbie Diack attend?,[['dbp:school']],[],factoid
4454,0.0,0.0,0.0,7,1,1,What is an album by george winston?,[['dbo:artist']],['dbo:type'],factoid
4472,0.0,0.0,0.0,14,2,2,What is the county seat of the county which has an Evergreen High School?,"[['dbo:county'], ['dbo:countySeat']]","['dbo:location', 'dbo:region']",factoid
4476,0.0,0.0,0.0,11,1,1,what kind of comdey is not the end of the world,[['dbo:literaryGenre']],['dbo:genre'],factoid
4521,0.0,0.0,0.0,5,1,2,what are works about existentialism,[['dbo:type']],"['dbo:author', 'dbo:literaryGenre']",factoid
4524,0.0,0.0,0.0,8,1,2,What is the hometown of John Speraw ?,[['dbp:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid
4554,0.0,0.0,0.0,10,1,1,Who all are known to play the Gibson Guitar Corporation?,[['dbp:notableInstruments']],['dbo:instrument'],factoid
4560,0.0,0.0,0.0,5,1,1,Where was gordon lowe born,[['dbo:deathPlace']],['dbo:birthPlace'],factoid
4570,0.0,0.0,0.0,10,1,3,Which universities are also known as the Tulane Green wave?,[['dbp:nickname']],"['dbo:campus', 'dbo:sport', 'dbp:athletics']",factoid
4587,0.0,0.0,0.0,13,2,2,Who won the silver medal when the bronze was won by Yang Yilin?,"[['dbo:bronzeMedalist'], ['dbo:silverMedalist']]","['dbo:award', 'dbp:awards']",factoid
4588,0.0,0.0,0.0,5,1,4,Where is charles leclerc from,[['dbp:birthPlace']],"['dbo:birthPlace', 'dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
4619,0.0,0.0,0.0,10,1,2,Who is the writer of the adventures of tom sawyer,[['dbo:author']],"['dbo:writer', 'dbp:writer']",factoid
4637,0.0,0.0,0.0,9,2,5,How many artists have collaborated with famous guitar players?,"[['dbo:associatedMusicalArtist'], ['dbp:notableInstruments']]","['dbo:associatedBand', 'dbo:bandMember', 'dbo:formerBandMember', 'dbo:instrument', 'dbp:currentMembers']",count
4650,0.0,0.0,0.0,9,1,3,What people are known to work for Johnny Cash?,[['dbp:associatedActs']],"['dbo:knownFor', 'dbo:occupation', 'dbp:knownFor']",factoid
4681,0.0,0.0,0.0,10,2,0,Martin Ferguson and Mike Kelly served under which aussie PM?,"[['dbp:primeminister'], ['dbp:primeminister']]",[],list
4693,0.0,0.0,0.0,7,1,1,plastic tree has an album titled what?,[['dbo:artist']],['dbo:type'],factoid
4714,0.0,0.0,0.0,12,1,1,When will start the final match of the football world cup 2018?,[['dbp:date']],['dbo:league'],factoid
4717,0.0,0.0,0.0,8,1,1,Who wrote 30 days of night: immortal remains,[['dbo:author']],['dbo:writer'],factoid
4775,0.0,0.0,0.0,10,2,5,Who founded the league which was won by Joe McKeehen?,"[['dbp:champion'], ['dbp:founded']]","['dbo:board', 'dbo:foundedBy', 'dbo:founder', 'dbp:foundation', 'dbp:founder']",factoid
4797,0.0,0.0,0.0,9,1,1,what is the place of birth of tomasz markowski?,[['dbo:nationality']],['dbo:birthPlace'],factoid
4803,0.0,0.0,0.0,5,1,1,where is aleksandr ivanchenkov from,[['dbo:nationality']],['dbo:birthPlace'],factoid
4806,0.0,0.0,0.0,8,1,2,what is an work created by jack mcduff,[['dbo:artist']],"['dbo:creator', 'dbo:writer']",factoid
4815,0.0,0.0,0.0,7,1,2,who adapted the the storm riders film,[['dbo:editing']],"['dbo:director', 'dbo:writer']",factoid
4827,0.0,0.0,0.0,9,1,5,What is the largest state in the United States?,[['dbo:areaTotal']],"['dbo:capital', 'dbo:largestCity', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
4834,0.0,0.0,0.0,15,2,6,For a position in which institution were both Jack Ryan and Robert sarvis both appointed?,"[['dbo:nominee'], ['dbo:nominee']]","['dbo:almaMater', 'dbo:campus', 'dbo:president', 'dbo:vicePresident', 'dbp:appointer', 'dbp:president']",list
4838,0.0,0.0,0.0,7,1,3,what is maria mccool's country if nationality?,[['dbo:birthPlace']],"['dbo:country', 'dbo:hometown', 'dbo:nationality']",factoid
4840,0.0,0.0,0.0,13,1,5,Did Hank Williams Jr. make Early in the Morning and Late at Night?,[['dbo:musicalArtist']],"['dbo:associatedBand', 'dbo:subsequentWork', 'dbp:artist', 'dbp:creator', 'dbp:themeMusicComposer']",boolean
4842,0.0,0.0,0.0,7,1,1,what's a 2006 album by Bucky Pizzarelli?,[['dbo:type']],['dbo:artist'],list
4851,0.0,0.0,0.0,8,1,1,what was the title of jewel's christmas album,[['dbo:artist']],['dbo:type'],factoid
4853,0.0,0.0,0.0,10,2,4,Which awards are presented by the committee located in Stockholm?,"[['dbp:headquarters'], ['dbo:presenter']]","['dbo:award', 'dbo:location', 'dbp:awards', 'dbp:governingBody']",factoid
4859,0.0,0.0,0.0,6,1,1,what is a work by mayhem,[['dbo:artist']],['dbo:writer'],factoid
4872,0.0,0.0,0.0,3,1,2,Who owns Aldi?,[['dbp:founders']],"['dbo:owner', 'dbp:owner']",factoid
4891,0.0,0.0,0.0,12,2,1,Which genre of books does the writer of The Many Hands write?,"[['dbp:author'], ['dbo:genre']]",['dbo:literaryGenre'],factoid
4917,0.0,0.0,0.0,8,1,1,what is an album released by Dusty Springfield,[['dbo:type']],['dbo:artist'],factoid
4919,0.0,0.0,0.0,9,1,4,"Does the mississippi orignate in the clearwater county, minnesota?",[['dbo:sourceRegion']],"['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:region', 'dbo:state']",boolean
4922,0.0,0.0,0.0,9,1,4,Where did the 2015 MLS All-Star Game take place?,[['dbp:city']],"['dbo:formerTeam', 'dbo:ground', 'dbo:league', 'dbo:locationCity']",factoid
4942,0.0,0.0,0.0,8,1,1,what city in Italy is marlene kuntz from,[['dbo:hometown']],['dbo:birthPlace'],factoid
4954,0.0,0.0,0.0,8,2,2,Who penned Emma and Jane Austen in Manhatten?,"[['dbp:author'], ['dbo:writer']]","['dbo:author', 'dbp:writer']",factoid
4960,0.0,0.0,0.0,7,1,3,which author won the john newberry medal?,[['dbo:occupation']],"['dbo:author', 'dbo:award', 'dbp:awards']",factoid
4964,0.0,0.0,0.0,18,2,2,Which local authority of Buckhurst Hill County High School is the palce of burial of Elizabeth Rhuddlan ?,"[['dbo:localAuthority'], ['dbp:placeOfBurial']]","['dbo:restingPlace', 'dbp:canonizedBy']",factoid
4975,0.0,0.0,0.0,7,1,1,Where does John A Danaher III work?,[['dbp:office']],['dbo:field'],factoid
4978,0.0,0.0,0.0,5,1,1,Where did davie banda die,[['dbo:birthPlace']],['dbo:deathPlace'],factoid
4979,0.0,0.0,0.0,8,1,2,What country is dada nabeel a citizen of,[['dbo:birthPlace']],"['dbo:country', 'dbo:nationality']",factoid
5016,0.0,0.0,0.0,8,1,2,which meteorological phenomenon occurred in Australia on 2011,[['dbp:areas']],"['dbo:location', 'dbo:place']",factoid
5034,0.0,0.0,0.0,7,1,3,where is bangor theological seminary located at?,[['dbo:location']],"['dbo:city', 'dbo:country', 'dbo:state']",factoid
5040,0.0,0.0,0.0,4,1,3,where is far horizons,[['dbo:location']],"['dbo:country', 'dbo:district', 'dbo:isPartOf']",factoid
5047,0.0,0.0,0.0,16,2,4,How many people have played for the ones who own the stadium of Bankers Life Fieldhouse?,"[['dbp:arena'], ['dbp:team']]","['dbo:position', 'dbo:tenant', 'dbp:owner', 'dbp:tenants']",count
5058,0.0,0.0,0.0,12,2,6,What is the television show whose channel's parent organisation is Fox Sports?,"[['dbo:channel'], ['dbo:parentOrganisation']]","['dbo:network', 'dbp:company', 'dbp:distributor', 'dbp:network', 'dbp:sisterNames', 'dbp:voices']",factoid
5065,0.0,0.0,0.0,9,1,2,"Where was Ne daj se, Nina first aired ?",[['dbp:firstAired']],"['dbo:country', 'dbo:hometown']",factoid
5076,0.0,0.0,0.0,9,1,8,List all the former broadcast network of WMDN ?,[['dbo:formerBroadcastNetwork']],"['dbo:broadcastArea', 'dbo:channel', 'dbo:network', 'dbo:sisterStation', 'dbp:area', 'dbp:network', 'dbp:sisterNames', 'dbp:sisterStations']",list
5088,0.0,0.0,0.0,8,1,6,Is the hyundai elantra related to hyundai lavita?,[['dbo:relatedMeanOfTransportation']],"['dbo:manufacturer', 'dbo:predecessor', 'dbo:successor', 'dbp:assembly', 'dbp:engine', 'dbp:related']",boolean
5093,0.0,0.0,0.0,11,2,4,How many people have worked for teams chaired by Patricia Amorim?,"[['dbp:name'], ['dbo:chairman']]","['dbo:president', 'dbo:vicePresident', 'dbp:keyPeople', 'dbp:president']",count
5094,0.0,0.0,0.0,8,1,2,What fictional character's species is American Pekin duck,[['dbo:species']],"['dbo:creator', 'dbo:literaryGenre']",factoid
5102,0.0,0.0,0.0,11,2,3,Where did the wrestler trained by Ring of Honour get billed?,"[['dbp:trainer'], ['dbp:billed']]","['dbo:stateOfOrigin', 'dbp:race', 'dbp:training']",factoid
