,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
2791,0.5,0.25,0.3333333333333333,11,2,4,"Where is the VP buried, which was served by Frederick Cooke?","[['dbo:vicePresident'], ['dbo:restingPlace']]","['dbo:restingPlace', 'dbp:placeOfBurial', 'dbp:placeofburial', 'dbp:restingplace']",factoid
2797,0.0,0.0,0.0,8,1,3,what type of software is virtuoso universal server,[['dbo:genre']],"['dbo:computingPlatform', 'dbo:industry', 'dbo:license']",factoid
2801,0.0,0.0,0.0,9,2,3,Which city's neighboring municipalities are Lancy and  Pregny-Chambsy?,"[['dbo:neighboringMunicipality'], ['dbp:neighboringMunicipalities']]","['dbo:largestCity', 'dbo:nearestCity', 'dbp:cities']",factoid
2813,0.0,0.0,0.0,14,1,2,what is the name of the album by the American groove metal band Skinlab,[['dbo:type']],"['dbo:artist', 'dbo:recordLabel']",factoid
2834,0.0,0.0,0.0,10,1,1,What is an example of a song by Bob marley?,[['dbo:writer']],['dbo:artist'],factoid
2849,0.5,0.3333333333333333,0.4,16,2,3,Which publisher of Stone Canoe is also the university for which Michael Powell plays for ?,"[['dbo:team'], ['dbo:publisher']]","['dbo:publisher', 'dbp:discipline', 'dbp:publisher']",factoid
2859,0.0,0.0,0.0,13,1,0,"Was Francisco Pizarro of the monarch of Charles 5, of the roman empire?",[['dbo:monarch']],[],boolean
2865,0.5,0.1111111111111111,0.1818181818181818,14,2,9,What awards have been given to people schooled in the Everton park state high?,"[['dbp:education'], ['dbp:awards']]","['dbo:almaMater', 'dbo:award', 'dbo:college', 'dbo:honours', 'dbp:almaMater', 'dbp:awards', 'dbp:college', 'dbp:fields', 'dbp:state']",factoid
2880,0.5,0.5,0.5,15,2,2,Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?,"[['dbo:country'], ['dbo:maintainedBy']]","['dbo:country', 'dbo:locatedInArea']",factoid
2881,0.0,0.0,0.0,11,1,3,Which tv series have a score composed by judy hard angelo?,[['dbo:composer']],"['dbo:musicComposer', 'dbp:music', 'dbp:themeMusicComposer']",factoid
2882,0.0,0.0,0.0,13,1,5,What is the political party to which Purnima Banerjee is a member of?,[['dbo:knownFor']],"['dbo:affiliation', 'dbo:leaderName', 'dbo:otherParty', 'dbo:party', 'dbp:party']",factoid
2889,0.5,0.2,0.28571428571428575,15,2,5,What is the religion of the political party which is an international party of Hamas?,"[['dbp:international'], ['dbo:religion']]","['dbo:ideology', 'dbo:party', 'dbo:religion', 'dbp:party', 'dbp:religion']",factoid
2903,0.0,0.0,0.0,5,1,3,what is henry février nationality?,[['dbo:country']],"['dbo:birthPlace', 'dbo:hometown', 'dbo:nationality']",factoid
2909,0.0,0.0,0.0,7,1,3,How did Letitia MacTavish Hargrave died ?,[['dbo:deathCause']],"['dbo:deathPlace', 'dbp:deathPlace', 'dbp:placeOfDeath']",factoid
2919,0.5,0.25,0.3333333333333333,15,2,4,"How many licensee are there, of the radio stations whose area is Nashville, Tennessee ?","[['dbp:area'], ['dbp:licensee']]","['dbo:city', 'dbp:area', 'dbp:broadcastArea', 'dbp:city']",count
2922,0.5,0.16666666666666666,0.25,12,2,6,Which governor of Charles Willing had a child named John Scott ?,"[['dbo:child'], ['dbo:governor']]","['dbo:child', 'dbo:parent', 'dbo:spouse', 'dbp:children', 'dbp:spouse', 'dbp:successor']",factoid
2923,0.5,0.14285714285714285,0.22222222222222224,15,2,7,What are some party leaders of the parties which have had a seat in Berlin?,"[['dbo:headquarter'], ['dbo:leader']]","['dbo:affiliation', 'dbo:leader', 'dbo:leaderName', 'dbo:party', 'dbp:constituency', 'dbp:leader', 'dbp:party']",factoid
2926,0.0,0.0,0.0,16,2,2,What is the base currency of the Benelux which can be used in Republic of Montenegro?,"[['dbp:currency'], ['dbp:currency']]","['dbo:capital', 'dbo:currency']",factoid
2934,0.0,0.0,0.0,9,1,2,which california theme park is mickey's toontown located in?,[['dbp:park']],"['dbo:city', 'dbo:location']",factoid
2947,0.5,0.3333333333333333,0.4,19,2,3,What is the city  of the 2015 MLS All-Star Game and birthplace of the The Okee Dokee Brothers,"[['dbp:city'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:hometown', 'dbp:birthPlace']",factoid
2949,0.0,0.0,0.0,16,2,4,"How many major shrine are there, of the saints whose beatified by Pope Pius XI ?","[['dbp:beatifiedBy'], ['dbo:majorShrine']]","['dbo:veneratedIn', 'dbp:canonizedBy', 'dbp:religion', 'dbp:veneratedIn']",count
2967,0.0,0.0,0.0,19,1,4,"What is a town known for the discovery of a T-Rex named Scotty located in division no. 4, saskatchewan?",[['dbo:isPartOf']],"['dbo:city', 'dbo:largestCity', 'dbo:location', 'dbo:region']",factoid
2972,0.0,0.0,0.0,10,1,3,Is the Vadodara railway junction onwed by Indian Railway Ministry?,[['dbo:owningOrganisation']],"['dbo:routeEnd', 'dbo:routeStart', 'dbo:servingRailwayLine']",boolean
2990,0.5,0.3333333333333333,0.4,11,2,3,What are some cartoons distributed by a subsidiary of Time Warner?,"[['dbp:distributor'], ['dbo:parentCompany']]","['dbo:distributor', 'dbp:company', 'dbp:distributor']",factoid
2997,0.0,0.0,0.0,7,1,1,what was Chynna Phillips' debut solo album,[['dbo:type']],['dbo:artist'],factoid
3002,0.0,0.0,0.0,9,1,0,List the current members of Metro Station (band) ?,[['dbp:currentMembers']],[],list
3004,0.0,0.0,0.0,6,1,1,what religion does charles devlin practice,[['dbp:religion']],['dbo:religion'],factoid
3009,0.0,0.0,0.0,9,1,3,who produced the adventures of tom thumb and thumbelina,[['dbp:studio']],"['dbo:executiveProducer', 'dbo:producer', 'dbp:producer']",factoid
3015,0.5,0.3333333333333333,0.4,18,2,3,Count everyone who was in the military unit which is structured like the Marine Aircraft Group 13 ?,"[['dbp:commandStructure'], ['dbo:militaryUnit']]","['dbo:commandStructure', 'dbo:militaryUnit', 'dbp:garrison']",count
3016,0.0,0.0,0.0,8,1,6,what location is part of the cascade range,"[['dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:mountainRange', 'dbo:region', 'dbo:state']",factoid
3043,0.5,0.14285714285714285,0.22222222222222224,18,2,7,Which animator of the The Skeleton Dance is also the director of The Haunted House (1929 film) ?,"[['dbo:director'], ['dbo:animator']]","['dbo:cinematography', 'dbo:director', 'dbo:starring', 'dbp:animator', 'dbp:director', 'dbp:screenplay', 'dbp:starring']",factoid
3048,0.0,0.0,0.0,11,1,4,Which military people served their allegiance to Union (American Civil War)?,[['dbp:allegiance']],"['dbo:battle', 'dbo:militaryBranch', 'dbp:battles', 'dbp:combatant']",factoid
3053,0.0,0.0,0.0,17,2,2,What woman acted in the mating habits of earthbound humans and is often associated with Mams taylor?,"[['dbo:associatedMusicalArtist'], ['dbp:starring']]","['dbo:associatedBand', 'dbp:artist']",factoid
3055,0.0,0.0,0.0,7,1,2,Which state is mount washburn located in,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
3068,0.0,0.0,0.0,7,1,1,What is an album by Neville Staple?,[['dbo:type']],['dbo:artist'],factoid
3070,0.0,0.0,0.0,22,2,3,What is the city of the Maine School of Science and Mathematics is also the resting place of Charles A. Boutelle ?,"[['dbp:restingplace'], ['dbo:authority']]","['dbo:location', 'dbo:restingPlace', 'dbp:restingPlace']",factoid
3083,0.0,0.0,0.0,6,1,0,List the seven kings of Rome.,[['dbp:title']],[],list
3087,0.0,0.0,0.0,9,1,2,Where in the united states is jones motor company,[['dbo:location']],"['dbo:foundationPlace', 'dbo:locationCity']",factoid
3092,0.0,0.0,0.0,18,2,7,"Which location of  INKAS is also the location of  T.I. Ahmadiyya Senior High School, Kumasi ?","[['dbp:locations'], ['dbo:denomination']]","['dbo:city', 'dbo:country', 'dbo:region', 'dbo:state', 'dbp:birthPlace', 'dbp:placeOfBirth', 'dbp:state']",factoid
3134,0.0,0.0,0.0,10,2,6,Who appointed Joseph Clay and William Cushing to their office?,"[['dbo:appointer'], ['dbo:appointer']]","['dbo:governor', 'dbo:vicePresident', 'dbp:appointer', 'dbp:deputy', 'dbp:predecessor', 'dbp:successor']",factoid
3151,0.0,0.0,0.0,6,1,2,Which county is raynham located in,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
3157,0.5,0.3333333333333333,0.4,14,2,3,"To what political party do the politicians graduated from Somerville college, Oxford belong to?","[['dbo:almaMater'], ['dbo:party']]","['dbo:almaMater', 'dbo:president', 'dbp:almaMater']",factoid
3158,0.0,0.0,0.0,7,1,1,what is an album by fleetwood mac,[['dbo:type']],['dbo:artist'],factoid
3160,0.0,0.0,0.0,6,1,1,What's an album that features dalida,[['dbo:type']],['dbo:artist'],factoid
3161,0.5,0.3333333333333333,0.4,18,2,3,Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova?,"[['dbp:placeOfBirth'], ['dbo:servingRailwayLine']]","['dbo:birthPlace', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid
3162,0.0,0.0,0.0,13,2,7,Name the subsidary of Tandem Computers which was founded by Jim Harris ?,"[['dbo:foundedBy'], ['dbo:subsidiary']]","['dbo:board', 'dbo:developer', 'dbo:foundationPlace', 'dbp:foundation', 'dbp:founder', 'dbp:products', 'dbp:services']",list
3168,0.0,0.0,0.0,8,1,2,what is the nationality of thad h. brown,[['dbo:country']],"['dbo:birthPlace', 'dbo:nationality']",factoid
3170,0.5,0.16666666666666666,0.25,18,2,6,Which American football player is a former team player of Indianapolis Colts and current team is Michigan Wolverines?,"[['dbo:formerTeam'], ['dbp:currentteam']]","['dbo:formerTeam', 'dbo:team', 'dbp:birthPlace', 'dbp:debutteam', 'dbp:draftTeam', 'dbp:nationalteam']",factoid
3171,0.0,0.0,0.0,14,1,5,does the US navy have the structure of command of us department of defence?,[['dbp:commandStructure']],"['dbo:commandStructure', 'dbo:militaryBranch', 'dbo:type', 'dbp:garrison', 'dbp:type']",boolean
3172,0.0,0.0,0.0,6,1,2,which country is silkville located in?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
3180,0.0,0.0,0.0,6,1,1,where was ritchie pickett given birth,[['dbo:hometown']],['dbo:birthPlace'],factoid
3185,0.0,0.0,0.0,6,1,1,What position does Lee Robinson play?,[['dbp:currentpositionplain']],['dbo:position'],factoid
3209,0.5,0.16666666666666666,0.25,11,2,6,Who is the co-founder of the city where Owen Dougherty died?,"[['dbp:placeOfDeath'], ['dbo:founder']]","['dbo:deathPlace', 'dbo:foundationPlace', 'dbo:foundedBy', 'dbo:founder', 'dbp:deathPlace', 'dbp:foundation']",factoid
3218,0.0,0.0,0.0,15,2,0,Which athlete was the flag bearer for Switzerland in 2004 and 2008 summer Olympics ?,"[['dbp:flagbearer'], ['dbp:flagbearer']]",[],factoid
3222,0.0,0.0,0.0,7,2,2,Who directed the albums recorded in Anaheim?,"[['dbo:recordedIn'], ['dbp:director']]","['dbo:director', 'dbo:musicComposer']",factoid
3249,0.0,0.0,0.0,7,1,5,where is crossing of the andes located,[['dbo:place']],"['dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid
3252,0.0,0.0,0.0,12,1,8,What are the artists that have been in the band Framptons camel?,[['dbp:associatedActs']],"['dbo:artist', 'dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:bandMember', 'dbo:formerBandMember', 'dbp:artist', 'dbp:currentMembers', 'dbp:pastMembers']",factoid
3255,0.0,0.0,0.0,5,1,1,where was kasey kiker born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
3268,0.0,0.0,0.0,13,1,1,the samuel wadsworth russell house is an example of what kind of architecture,[['dbo:architect']],['dbo:architecturalStyle'],factoid
3269,0.0,0.0,0.0,5,1,1,what is cesare canevari's nationality,[['dbo:nationality']],['dbo:birthPlace'],factoid
3275,0.0,0.0,0.0,5,1,2,What area does kutp serve,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",factoid
3277,0.0,0.0,0.0,11,1,1,what is a song by Madonna from her 2000 studio album,[['dbo:writer']],['dbo:artist'],factoid
3285,0.0,0.0,0.0,9,2,2,Who trained the wrestlers who are billed in Wisconsin?,"[['dbo:billed'], ['dbo:trainer']]","['dbo:occupation', 'dbp:training']",factoid
3295,0.0,0.0,0.0,13,2,1,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge?,"[['dbo:municipality'], ['dbo:municipality']]",['dbo:locatedInArea'],factoid
3298,0.0,0.0,0.0,17,2,6,"What is the country which lies on the European route E8, and where Ragnhild Jolson was born?","[['dbo:county'], ['dbp:birthplace']]","['dbo:birthPlace', 'dbo:capital', 'dbo:country', 'dbo:nationality', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid
3302,0.0,0.0,0.0,15,2,2,What is the settlement whose neighboring municipalities is Lancy and mayor name is Esther Alder?,"[['dbo:mayor'], ['dbp:neighboringMunicipalities']]","['dbo:capital', 'dbo:largestCity']",factoid
3306,0.0,0.0,0.0,8,1,1,What type of software is find my iphone?,[['dbo:license']],['dbo:genre'],factoid
3307,0.0,0.0,0.0,7,1,5,What are some neighboring cities of cologny?,[['dbp:neighboringMunicipalities']],"['dbo:largestCity', 'dbo:nearestCity', 'dbp:archipelago', 'dbp:cities', 'dbp:nearestCity']",factoid
3308,0.0,0.0,0.0,9,1,1,which category is the romulan way often put under,[['dbo:literaryGenre']],['dbo:genre'],factoid
3313,0.5,0.25,0.3333333333333333,10,2,4,What are some families of mammals in the animal kingdom?,"[['dbo:kingdom'], ['dbo:family']]","['dbo:family', 'dbo:order', 'dbo:phylum', 'dbo:species']",factoid
3326,0.5,0.1,0.16666666666666669,14,2,10,"Which are the cities on the river which also flows in Tukwila, Washington ?","[['dbp:city'], ['dbo:city']]","['dbo:city', 'dbo:mouthMountain', 'dbo:outflow', 'dbo:river', 'dbo:riverMouth', 'dbo:source', 'dbo:sourcePlace', 'dbp:cities', 'dbp:mouthLocation', 'dbp:outflow']",factoid
3334,0.0,0.0,0.0,7,1,1,What's a track written by kelly clarkson,[['dbo:writer']],['dbo:artist'],factoid
3348,0.5,0.16666666666666666,0.25,9,2,6,Which senator served in military units VMF-155 and VMF-218?,"[['dbo:militaryUnit'], ['dbo:militaryUnit']]","['dbo:commandStructure', 'dbo:commander', 'dbo:militaryBranch', 'dbo:militaryUnit', 'dbp:notableCommanders', 'dbp:role']",factoid
3359,0.0,0.0,0.0,7,1,1,Who are in the liang chow club?,[['dbp:club']],['dbo:team'],factoid
3376,0.0,0.0,0.0,11,2,4,Who was once married to both Kelly Brook and Rosie Huntington-Whiteley?,"[['dbo:partner'], ['dbo:partner']]","['dbo:child', 'dbo:spouse', 'dbp:children', 'dbp:spouse']",factoid
3390,0.5,0.5,0.5,17,2,2,What is the headquarters of the public transit system which is the system of Bottineau LRT ?,"[['dbp:system'], ['dbp:headquarters']]","['dbo:operator', 'dbp:headquarters']",factoid
3400,0.0,0.0,0.0,8,1,1,What is Bob Adams (American football) known for?,[['dbp:knownFor']],['dbo:occupation'],factoid
3407,0.5,0.5,0.5,12,2,2,What is a common ingredient used in boyt Blodpalt and Kaszanka ?,"[['dbo:ingredient'], ['dbo:ingredient']]","['dbo:ingredient', 'dbp:mainIngredient']",factoid
3422,0.0,0.0,0.0,6,1,1,Was Liliya Lobanova born in Ukraine?,[['dbp:birthplace']],['dbo:birthPlace'],boolean
3450,0.0,0.0,0.0,6,2,1,What was the first Queen album?,"[['dbo:artist'], ['dbo:releaseDate']]",['dbo:type'],factoid
3451,0.0,0.0,0.0,4,1,1,who wrote the line,[['dbp:writer']],['dbo:writer'],factoid
3468,0.5,0.14285714285714285,0.22222222222222224,11,2,7,Count the number of different religions that field marshals have followed?,"[['dbo:militaryRank'], ['dbo:religion']]","['dbo:militaryBranch', 'dbo:profession', 'dbo:religion', 'dbp:primeminister', 'dbp:religion', 'dbp:residence', 'dbp:veneratedIn']",count
3475,0.5,0.5,0.5,14,2,2,List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver.,"[['dbo:poleDriver'], ['dbo:firstDriver']]","['dbo:poleDriver', 'dbp:race']",list
3487,0.0,0.0,0.0,15,2,8,What was founded by pina Records which has name of Geography of Puerto Rico ?,"[['dbp:name'], ['dbp:founded']]","['dbo:foundationPlace', 'dbo:founder', 'dbo:locationCity', 'dbo:parentOrganisation', 'dbo:recordLabel', 'dbp:foundation', 'dbp:founder', 'dbp:label']",factoid
3490,0.5,0.08333333333333333,0.14285714285714285,16,2,12,"Which band made the song Take me There, and has collaborated with Blayse in the past?","[['dbo:associatedBand'], ['dbo:musicalBand']]","['dbo:artist', 'dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:bandMember', 'dbo:formerBandMember', 'dbo:musicalArtist', 'dbo:recordedIn', 'dbp:artist', 'dbp:associatedActs', 'dbp:currentMembers', 'dbp:pastMembers', 'dbp:themeMusicComposer']",factoid
3492,0.0,0.0,0.0,6,1,0,List the goverener of Winston Bryant?,[['dbp:governor']],[],list
3501,0.0,0.0,0.0,9,1,6,Does Walt Disney Studio have a subsidiary called PixarCascadia_,[['dbo:subsidiary']],"['dbp:foundation', 'dbp:keyPeople', 'dbp:owner', 'dbp:parent', 'dbp:products', 'dbp:services']",boolean
3505,0.0,0.0,0.0,9,1,4,What is the homeport of INS Viraat (R22) ?,[['dbo:homeport']],"['dbo:destination', 'dbo:hometown', 'dbp:headquarters', 'dbp:location']",factoid
3516,0.5,0.3333333333333333,0.4,16,2,3,In which city where there is a headquarters of Orient News and also Feras Saied died?,"[['dbo:deathPlace'], ['dbp:headquarters']]","['dbo:deathPlace', 'dbp:deathPlace', 'dbp:placeOfDeath']",factoid
3524,0.0,0.0,0.0,8,1,1,which album is recorded by big daddy kane,[['dbo:recordLabel']],['dbo:artist'],factoid
3547,0.5,0.14285714285714285,0.22222222222222224,16,2,7,Name the officeholder who hasa child named Augustus and has an associate named Marcus Bibulus ?,"[['dbo:associate'], ['dbp:children']]","['dbo:child', 'dbo:parent', 'dbo:relative', 'dbo:spouse', 'dbp:children', 'dbp:relatives', 'dbp:spouse']",list
3551,0.5,0.25,0.3333333333333333,14,2,4,Who built the stadiums where 2014 FIFA under 17 woman's world cup took place?,"[['dbo:tenant'], ['dbo:builder']]","['dbo:tenant', 'dbp:stadium', 'dbp:tenants', 'dbp:venue']",factoid
3579,0.0,0.0,0.0,7,1,1,What is an album by various production?,[['dbo:artist']],['dbo:type'],factoid
3593,0.0,0.0,0.0,9,1,3,Is greasy pop recording the distributor of festival records?,[['dbo:distributingLabel']],"['dbo:recordLabel', 'dbp:distributor', 'dbp:label']",boolean
3610,0.0,0.0,0.0,6,1,3,what city is torre latinoamericana in?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf', 'dbo:region']",factoid
3611,0.0,0.0,0.0,5,1,2,which city was ralphs founded,[['dbo:foundationPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid
3614,0.5,0.25,0.3333333333333333,8,2,4,Who founded the city where Pat Vincent die?,"[['dbo:deathPlace'], ['dbo:founder']]","['dbo:birthPlace', 'dbo:deathPlace', 'dbo:hometown', 'dbp:deathPlace']",factoid
3621,0.5,0.2,0.28571428571428575,11,2,5,Who made the Y block engine and the SHO V8 engine?,"[['dbo:manufacturer'], ['dbo:manufacturer']]","['dbo:manufacturer', 'dbo:product', 'dbo:successor', 'dbp:engine', 'dbp:related']",factoid
3669,0.0,0.0,0.0,7,1,1,What's a song written by bing crosby,[['dbo:artist']],['dbo:writer'],factoid
3677,0.0,0.0,0.0,7,1,1,Where did Rheinmetall MG 60 originated ?,[['dbo:origin']],['dbo:hometown'],factoid
3685,0.5,0.14285714285714285,0.22222222222222224,19,2,7,Name the office holder who has a child named Lori Black and resting place is Alta Mesa Memorial Park?,"[['dbo:child'], ['dbp:restingPlace']]","['dbo:child', 'dbo:parent', 'dbo:spouse', 'dbp:children', 'dbp:restingplace', 'dbp:spouse', 'dbp:successor']",list
3702,0.0,0.0,0.0,5,1,1,When was Olof Palme shot?,[['dbo:deathDate']],['dbo:artist'],factoid
3703,0.5,0.16666666666666666,0.25,16,2,6,Name a queen whose parent is Ptolemy XII Auletes and consort is Ptolemy XIII Theos Philopator?,"[['dbo:parent'], ['dbp:spouse']]","['dbo:child', 'dbo:parent', 'dbo:relation', 'dbo:relative', 'dbp:mother', 'dbp:successor']",list
3707,0.0,0.0,0.0,7,1,1,Where is the origin of Carolina reaper?,[['dbo:origin']],['dbo:hometown'],factoid
3723,0.5,0.2,0.28571428571428575,11,2,5,"What region was Gloria Schaffer born in, which also contains Newington?","[['dbp:birthPlace'], ['dbo:isPartOf']]","['dbo:birthPlace', 'dbo:country', 'dbo:nationality', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid
3729,0.0,0.0,0.0,6,1,4,How many employees does Google have?,[['dbo:numberOfEmployees']],"['dbo:employer', 'dbo:occupation', 'dbp:employer', 'dbp:keyPeople']",count
3731,0.5,0.25,0.3333333333333333,9,2,4,List the opponents of the relatives of Thomas Helwys?,"[['dbo:relation'], ['dbo:opponent']]","['dbo:relation', 'dbo:relative', 'dbp:relatives', 'dbp:successor']",list
3740,0.0,0.0,0.0,6,1,2,who is an author from denmark?,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
3747,0.5,0.25,0.3333333333333333,15,2,4,Where is the headquarters of the company which runs the Metro Blue Line in minnesota?,"[['dbp:operator'], ['dbp:headquarters']]","['dbo:operator', 'dbo:regionServed', 'dbo:routeEnd', 'dbp:headquarters']",factoid
3757,0.0,0.0,0.0,14,2,1,Which branch of american military have both George Siebels jr and Leroy Collins served?,"[['dbp:branch'], ['dbp:branch']]",['dbo:militaryBranch'],factoid
3769,0.5,0.5,0.5,13,2,2,What are some musical artists associated with the ones signed up with EMI?,"[['dbo:recordLabel'], ['dbo:associatedMusicalArtist']]","['dbo:recordLabel', 'dbp:label']",factoid
3770,0.5,0.16666666666666666,0.25,15,2,6,In which state does the university which is the alma mater of Mateusz Morawiecki lie?,"[['dbp:almaMater'], ['dbp:state']]","['dbo:almaMater', 'dbo:college', 'dbo:education', 'dbo:institution', 'dbp:almaMater', 'dbp:education']",factoid
3794,0.0,0.0,0.0,8,1,1,which genre is the punch and judy murders,[['dbo:literaryGenre']],['dbo:genre'],factoid
3800,0.0,0.0,0.0,8,1,1,where in europe was robin griffith-jones born in?,[['dbo:nationality']],['dbo:birthPlace'],factoid
3803,0.0,0.0,0.0,8,1,1,What is an album put out by Freeez?,[['dbo:type']],['dbo:artist'],factoid
3822,0.5,0.25,0.3333333333333333,13,2,4,Which wars were fought by the commander whose deputy was Robert T. Herres?,"[['dbo:commander'], ['dbo:deputy']]","['dbo:commander', 'dbp:battles', 'dbp:notableCommanders', 'dbp:primeminister']",factoid
3828,0.0,0.0,0.0,6,1,4,what is a newspaper in china,[['dbp:publishingCountry']],"['dbo:city', 'dbo:country', 'dbo:headquarter', 'dbo:location']",factoid
3840,0.0,0.0,0.0,8,1,1,what kind of album is payment of existence,[['dbo:genre']],['dbo:type'],factoid
3844,0.0,0.0,0.0,10,1,5,What is the location of Sam Sen Railway Station ?,[['dbp:other']],"['dbo:city', 'dbo:country', 'dbo:district', 'dbo:isPartOf', 'dbo:state']",factoid
3845,0.0,0.0,0.0,5,1,2,what language is indochine in,[['dbo:language']],"['dbo:languageFamily', 'dbo:spokenIn']",factoid
3848,0.5,0.25,0.3333333333333333,17,2,4,What is the television show with presentator as Ryan Seacrest and theme music composer as Julian Gingell?,"[['dbo:presenter'], ['dbp:themeMusicComposer']]","['dbo:associatedBand', 'dbo:musicComposer', 'dbp:creator', 'dbp:themeMusicComposer']",factoid
3850,0.5,0.3333333333333333,0.4,11,2,3,What actor starred in Splash and is married to Rita Wilson?,"[['dbp:spouse'], ['dbp:starring']]","['dbo:spouse', 'dbo:starring', 'dbp:starring']",factoid
3853,0.0,0.0,0.0,5,1,2,what country is kumenan in?,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid
3864,0.0,0.0,0.0,9,1,1,what is the aircraft model of grumman f8f bearcat,[['dbo:manufacturer']],['dbo:class'],factoid
3869,0.0,0.0,0.0,10,1,5,Do the White Plains Road lie in the Bronx county?,[['dbp:counties']],"['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:state']",boolean
3874,0.0,0.0,0.0,5,1,2,which group released nuclear blast,[['dbo:recordLabel']],"['dbo:genre', 'dbo:hometown']",factoid
3875,0.0,0.0,0.0,10,1,1,Which medium does the album up the downstair belong to?,[['dbo:genre']],['dbo:type'],factoid
3880,0.5,0.3333333333333333,0.4,16,2,3,What was the university of the rugby player who coached the Stanford rugby teams during 1906-1917?,"[['dbp:headcoach'], ['dbo:university']]","['dbo:coach', 'dbo:college', 'dbp:headcoach']",factoid
3899,0.0,0.0,0.0,9,1,2,How many people currently play for Stoke City F.C.?,[['dbp:currentclub']],"['dbo:formerTeam', 'dbo:team']",count
3908,0.5,0.14285714285714285,0.22222222222222224,13,2,7,How many people have played for a club whose coach is Fred Hoiberg?,"[['dbo:coach'], ['dbp:team']]","['dbo:coach', 'dbo:formerTeam', 'dbo:manager', 'dbo:team', 'dbp:coach', 'dbp:headCoach', 'dbp:headcoach']",count
3917,0.0,0.0,0.0,13,2,6,From how many different places have people gone to the Harward Medical School?,"[['dbo:institution'], ['dbo:birthPlace']]","['dbo:almaMater', 'dbo:college', 'dbo:education', 'dbo:residence', 'dbp:almaMater', 'dbp:education']",count
3924,0.5,0.5,0.5,8,2,2,Where was the designer of REP Parasol born?,"[['dbo:designer'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
3939,0.0,0.0,0.0,11,1,1,What type of album is in the eye of the storm?,[['dbo:genre']],['dbo:type'],factoid
3946,0.0,0.0,0.0,9,1,1,what type of country is b. j. thomas from,[['dbo:genre']],['dbo:nationality'],factoid
3955,0.5,0.3333333333333333,0.4,8,2,3,What are some movies written by British writers?,"[['dbo:writer'], ['dbo:nationality']]","['dbo:writer', 'dbp:lyrics', 'dbp:writer']",factoid
3957,0.5,0.2,0.28571428571428575,7,2,5,Which company's cars are assembled in Colombia?,"[['dbp:assembly'], ['dbp:parentCompany']]","['dbo:manufacturer', 'dbo:predecessor', 'dbo:successor', 'dbp:assembly', 'dbp:related']",factoid
3963,0.0,0.0,0.0,5,1,3,Who operates Liverpool Playhouse ?,[['dbo:operatedBy']],"['dbo:operator', 'dbp:headquarters', 'dbp:owner']",factoid
3989,0.0,0.0,0.0,9,1,1,How many items belong to the Science Fiction genre?,[['dbp:genre']],['dbo:literaryGenre'],count
3999,0.0,0.0,0.0,9,1,1,Was andy warhol a part of Pop Art movement?,[['dbp:movement']],['dbo:movement'],boolean
4022,0.0,0.0,0.0,6,1,1,What would you call modern currencies,[['dbo:genre']],['dbo:currency'],factoid
4040,0.0,0.0,0.0,13,1,8,Is Another Lonely Night in New York by the musical band Robin Gibb?,[['dbo:musicalBand']],"['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:bandMember', 'dbo:formerBandMember', 'dbp:artist', 'dbp:associatedActs', 'dbp:currentMembers', 'dbp:pastMembers']",boolean
4072,0.0,0.0,0.0,17,2,2,Which is the common past team of the Charlie Justice (American football player) and Bobby Hoppe ?,"[['dbp:pastteams'], ['dbp:pastteams']]","['dbo:formerTeam', 'dbo:team']",factoid
4082,0.5,0.25,0.3333333333333333,16,2,4,What are the awards won by the person who is an authority of Latania verschaffeltii ?,"[['dbp:binomialAuthority'], ['dbp:awards']]","['dbo:award', 'dbo:successor', 'dbp:awards', 'dbp:successor']",factoid
