,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right
675,1.0,1.0,1.0,6,1,1,what time zone is bentonia in,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,6,1,1,[['dbo:timeZone']],['dbo:timeZone']
677,1.0,1.0,1.0,8,1,1,What's a movie featuring a. r. rahman's music,[['dbo:musicComposer']],['dbo:musicComposer'],1.0,1.0,1.0,8,1,1,[['dbo:musicComposer']],['dbo:musicComposer']
678,1.0,1.0,1.0,6,1,1,where did priya rajvansh pass away,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
681,1.0,1.0,1.0,9,1,2,who is someone that was born in  fairfax,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,9,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
682,1.0,1.0,1.0,7,1,1,what is loránd eötvöss place of death,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
683,1.0,1.0,1.0,5,1,1,Where was adrian ucchino birthed,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
684,1.0,1.0,1.0,7,1,1,which time zone is watab township in,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone']
685,1.0,1.0,1.0,11,1,2,which race car driver was born in the state of pennsylvania,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,11,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
686,1.0,1.0,1.0,8,1,1,What kind of music does split lip make?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
687,1.0,1.0,1.0,8,1,1,what city was heinz pagels given birth in,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
688,1.0,1.0,1.0,8,1,1,what kinds of music is jagged little pill,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
689,1.0,1.0,1.0,5,1,1,what was composed by gackt?,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer']
690,1.0,1.0,1.0,5,1,2,Who was born in johannesburg?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
691,1.0,1.0,1.0,6,1,1,"what country is damavand, iran in?","[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],1.0,1.0,1.0,6,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
692,1.0,1.0,1.0,6,1,1,Who is a notable dance-pop artist,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
693,0.5,1.0,0.6666666666666666,10,2,1,Which religion does the leader of Church and Wellesley follow?,"[['dbp:leaderName'], ['dbo:religion']]",['dbo:religion'],0.5,1.0,0.6666666666666666,10,2,1,"[['dbp:leaderName'], ['dbo:religion']]",['dbo:religion']
694,1.0,1.0,1.0,8,1,1,What genre of music is the album guitar?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
695,1.0,1.0,1.0,6,1,1,what is a pop rock album?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
697,1.0,1.0,1.0,5,1,1,where was dudley foster born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
698,1.0,1.0,1.0,6,1,1,Where did frank burton ellis die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,6,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
699,1.0,1.0,1.0,7,1,1,what kind of bridge is perth bridge,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
700,1.0,1.0,1.0,5,1,1,who directed the quick gun,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,5,1,1,[['dbo:director']],['dbo:director']
701,1.0,1.0,1.0,9,1,1,what southern california city did leo fender die in,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
703,1.0,1.0,1.0,7,1,1,what instrument does  dana glover play,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,7,1,1,[['dbo:instrument']],['dbo:instrument']
704,1.0,1.0,1.0,10,1,1,What genre of music is the album chet is back!?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
705,1.0,1.0,1.0,5,1,1,where was néstor almendros born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
707,1.0,1.0,1.0,8,1,3,What historic site is located in sullivan county,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",1.0,1.0,1.0,8,1,1,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]",['dbo:location']
709,1.0,1.0,1.0,4,1,1,Who produced pistol whipped,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,4,1,1,[['dbo:producer']],['dbo:producer']
711,1.0,1.0,1.0,13,1,1,What is the name of a book of the speculative fiction literary genre?,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,13,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
712,1.0,1.0,1.0,10,1,1,what is the architectural style of st. mark's baptist church,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],1.0,1.0,1.0,10,1,1,[['dbo:architecturalStyle']],['dbo:architecturalStyle']
714,1.0,1.0,1.0,14,1,1,What is the name of an album that is considered to be ambient music,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,14,1,1,[['dbo:genre']],['dbo:genre']
715,1.0,1.0,1.0,11,1,1,what's the name of a movie that samuel z. arkoff produced,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,11,1,1,[['dbo:producer']],['dbo:producer']
716,1.0,1.0,1.0,5,1,1,where was miloš urban born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
717,1.0,1.0,1.0,7,1,1,Which album was released as an album?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
718,1.0,1.0,1.0,7,1,1,what kind of music did kindness make?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
719,1.0,1.0,1.0,8,1,1,Who wrote the story for the left-handed woman,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,8,1,1,[['dbo:writer']],['dbo:writer']
721,1.0,1.0,1.0,3,1,2,Where is limina?,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",1.0,0.5,0.6666666666666666,3,1,2,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:isPartOf']"
722,1.0,1.0,1.0,6,1,1,What type of mountain is huequi?,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,6,1,1,[['dbo:type']],['dbo:type']
724,1.0,1.0,1.0,5,1,1,What is tony rosato's profession?,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,5,1,1,[['dbo:occupation']],['dbo:occupation']
725,1.0,1.0,1.0,5,1,1,Where was denys yurchenko born?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
727,1.0,1.0,1.0,14,1,1,which island off the west coast of Scotland is served by the benbecula airport,[['dbo:city']],['dbo:city'],1.0,1.0,1.0,14,1,1,[['dbo:city']],['dbo:city']
729,1.0,1.0,1.0,7,1,1,what war did erich ludendorff participate in,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,7,1,1,[['dbo:battle']],['dbo:battle']
730,1.0,1.0,1.0,7,1,7,name a mountain range in united kingdom,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,7,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
731,1.0,1.0,1.0,12,1,1,what kind of music is the album something wicked this way comes,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre']
733,1.0,1.0,1.0,8,1,1,What film used music contributed by dave stamper,[['dbo:musicComposer']],['dbo:musicComposer'],1.0,1.0,1.0,8,1,1,[['dbo:musicComposer']],['dbo:musicComposer']
734,1.0,1.0,1.0,5,1,1,which musician recorded bluebird records,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,5,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
735,1.0,1.0,1.0,5,1,2,where is butterfield township located,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",1.0,1.0,1.0,5,1,1,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country']
737,1.0,1.0,1.0,6,1,1,which characters did andy kubert create,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,6,1,1,[['dbo:creator']],['dbo:creator']
738,0.5,0.5,0.5,12,2,2,Which awards have been given to both Ingmar Bergman and Charles LeMaire?,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbp:awards']",0.5,0.5,0.5,12,2,2,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbp:awards']"
739,1.0,1.0,1.0,5,1,1,What is sandy herd's position?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,5,1,1,[['dbo:position']],['dbo:position']
740,1.0,1.0,1.0,6,1,1,what language is virumbugiren recorded in,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,6,1,1,[['dbo:language']],['dbo:language']
741,1.0,1.0,1.0,6,1,1,What's a track by the bronx?,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
743,1.0,1.0,1.0,11,1,1,what is the genre in which the artist dave cloud performs,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
745,1.0,1.0,1.0,7,1,1,What time zone is preston located in?,[['dbo:timeZone']],['dbo:timeZone'],1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone']
747,1.0,1.0,1.0,7,1,1,which city founded bank of new york,[['dbo:foundationPlace']],['dbo:foundationPlace'],1.0,1.0,1.0,7,1,1,[['dbo:foundationPlace']],['dbo:foundationPlace']
748,1.0,1.0,1.0,6,1,1,who is pedro frugone signed with,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
750,1.0,1.0,1.0,9,1,1,The primary language was das einfache mädchen was what?,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,9,1,1,[['dbo:language']],['dbo:language']
751,1.0,1.0,1.0,3,1,1,Name a teacher.,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,3,1,1,[['dbo:occupation']],['dbo:occupation']
752,1.0,1.0,1.0,8,1,1,where in russia was  valentin lebedev born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,8,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
754,1.0,1.0,1.0,11,1,7,what is a town in Orange County in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",1.0,1.0,1.0,11,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
755,1.0,1.0,1.0,5,1,1,what is titus turner's job,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,5,1,1,[['dbo:occupation']],['dbo:occupation']
756,1.0,1.0,1.0,7,1,1,who directed the film x-men origins: wolverine,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
757,1.0,1.0,1.0,11,1,1,What is a game that was developed by the developer funcom,[['dbo:developer']],['dbo:developer'],1.0,1.0,1.0,11,1,1,[['dbo:developer']],['dbo:developer']
758,1.0,1.0,1.0,8,1,1,what type of musician is bruna cara considered,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
759,1.0,1.0,1.0,6,1,1,what's a playstation exclusive racing game,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
760,1.0,1.0,1.0,12,1,1,what language is i have two mothers and two fathers available in?,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,12,1,1,[['dbo:language']],['dbo:language']
761,1.0,1.0,1.0,7,1,1,what movement is alberto giacometti associated with?,[['dbo:movement']],['dbo:movement'],1.0,1.0,1.0,7,1,1,[['dbo:movement']],['dbo:movement']
762,1.0,1.0,1.0,6,1,1,What was written by france prešeren,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],1.0,1.0,1.0,6,1,1,"[['dbo:author', 'dbo:notableWork']]",['dbo:author']
763,1.0,1.0,1.0,5,1,1,what is espen isaksens nationality,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
764,1.0,1.0,1.0,5,1,1,where was wooly mammoth formed,[['dbo:hometown']],['dbo:hometown'],1.0,1.0,1.0,5,1,1,[['dbo:hometown']],['dbo:hometown']
765,1.0,1.0,1.0,12,1,1,who directed the film sweeney todd: the demon barber of fleet street,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,12,1,1,[['dbo:director']],['dbo:director']
766,1.0,1.0,1.0,8,1,1,what position does abdelaziz souleimani play in soccer?,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
767,1.0,1.0,1.0,7,1,1,what movie was produced by hal roach?,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,7,1,1,[['dbo:producer']],['dbo:producer']
768,1.0,1.0,1.0,4,1,1,who produced cruel intentions,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,4,1,1,[['dbo:producer']],['dbo:producer']
769,1.0,1.0,1.0,6,1,1,What film did tony goldwyn produce,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,6,1,1,[['dbo:producer']],['dbo:producer']
770,1.0,0.5,0.6666666666666666,6,1,2,which area is broadcasted by wbsu,[['dbo:city']],"['dbo:broadcastArea', 'dbo:city']",1.0,0.5,0.6666666666666666,6,1,2,[['dbo:city']],"['dbo:broadcastArea', 'dbo:city']"
771,1.0,1.0,1.0,6,1,1,graham beckel  was born where,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
772,1.0,1.0,1.0,6,1,1,what position does johnny evans play,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position']
773,1.0,1.0,1.0,6,1,1,what albums are by jenifer bartoli,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist']
774,1.0,1.0,1.0,10,1,2,who's a famous drummer who was born in the bronx,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,10,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
776,1.0,1.0,1.0,9,1,1,Which film did frederick elmes do the cinematography for,[['dbo:cinematography']],['dbo:cinematography'],1.0,1.0,1.0,9,1,1,[['dbo:cinematography']],['dbo:cinematography']
777,1.0,1.0,1.0,6,1,1,What genre is prints of darkness,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre']
779,1.0,1.0,1.0,7,1,1,what religion does gerry shishin wick practice,[['dbo:religion']],['dbo:religion'],1.0,1.0,1.0,7,1,1,[['dbo:religion']],['dbo:religion']
780,1.0,1.0,1.0,7,1,1,what is the nationality of pietro scalia?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
781,1.0,1.0,1.0,8,1,1,which football position is kenneth sola charged of,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
782,1.0,1.0,1.0,5,1,1,what was ashok banker born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
783,1.0,1.0,1.0,7,1,4,Name a location in the kanto region.,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",1.0,0.6666666666666666,0.8,7,1,6,"[['dbo:locatedInArea', 'dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
784,1.0,1.0,1.0,8,1,1,in which conflict did kazuo otani participate in,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,8,1,1,[['dbo:battle']],['dbo:battle']
785,0.5,1.0,0.6666666666666666,16,2,1,List all the nicknames of the city which has Toru gingerbread as one of it ?,"[['dbp:nickname'], ['dbp:nickname']]",['dbp:nickname'],0.5,1.0,0.6666666666666666,16,2,1,"[['dbp:nickname'], ['dbp:nickname']]",['dbp:nickname']
787,1.0,1.0,1.0,16,1,2,What is the name of a model whose reality tv show is film in los angeles?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,16,1,1,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:birthPlace']
788,1.0,1.0,1.0,10,1,1,What genre of music does a band called pain record?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre']
789,1.0,1.0,1.0,9,1,1,who was the composer of night of your life,[['dbo:writer']],['dbo:writer'],1.0,1.0,1.0,9,1,1,[['dbo:writer']],['dbo:writer']
790,1.0,1.0,1.0,5,1,1,Where was olivia wilde born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
791,1.0,1.0,1.0,7,1,1,What track is done by paul carrack,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist']
792,1.0,1.0,1.0,9,1,1,which 1979 country album was produced by bonnie tyler?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
793,1.0,1.0,1.0,10,1,1,what music came from the film thoda pyaar thoda magic?,[['dbo:musicComposer']],['dbo:musicComposer'],1.0,1.0,1.0,10,1,1,[['dbo:musicComposer']],['dbo:musicComposer']
794,1.0,1.0,1.0,7,1,1,What religion does İbrahim bilgen belong to?,[['dbo:religion']],['dbo:religion'],1.0,1.0,1.0,7,1,1,[['dbo:religion']],['dbo:religion']
796,1.0,1.0,1.0,5,1,1,what language is kaiyoppu in,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,5,1,1,[['dbo:language']],['dbo:language']
797,1.0,1.0,1.0,7,1,1,who created the character baby jane hudson,[['dbo:creator']],['dbo:creator'],1.0,1.0,1.0,7,1,1,[['dbo:creator']],['dbo:creator']
798,1.0,1.0,1.0,7,1,1,which j-pop artist started out in 2003?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
800,1.0,1.0,1.0,7,1,1,what kind of music is the icemen,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
801,1.0,1.0,1.0,9,1,1,What is the  genre of the album independent?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
802,1.0,0.5,0.6666666666666666,4,1,2,what country contains cristais?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:region']",1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
804,1.0,1.0,1.0,8,1,1,What is the position that joe murphy played,[['dbo:position']],['dbo:position'],1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position']
805,1.0,1.0,1.0,4,1,1,what's lynne cheney's nationality,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,4,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
806,1.0,1.0,1.0,8,1,1,what kind of book is the conan reader,[['dbo:literaryGenre']],['dbo:literaryGenre'],1.0,1.0,1.0,8,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre']
807,1.0,1.0,1.0,5,1,1,where was doris burke born,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
809,1.0,1.0,1.0,7,1,1,In which wars has Steven Palazzo fought?,[['dbp:battles']],['dbp:battles'],1.0,1.0,1.0,7,1,1,[['dbp:battles']],['dbp:battles']
810,1.0,1.0,1.0,7,1,1,which war did werner sanne participate in,[['dbo:battle']],['dbo:battle'],1.0,1.0,1.0,7,1,1,[['dbo:battle']],['dbo:battle']
812,1.0,1.0,1.0,5,1,2,Who was born in barcelona?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,5,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
813,1.0,1.0,1.0,6,1,1,What instrument does laurence juber play?,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,6,1,1,[['dbo:instrument']],['dbo:instrument']
814,0.5,1.0,0.6666666666666666,7,2,1,Which engine's successor's predecessor is BMW M10?,"[['dbo:successor'], ['dbo:predecessor']]",['dbo:successor'],0.5,1.0,0.6666666666666666,7,2,1,"[['dbo:successor'], ['dbo:predecessor']]",['dbo:successor']
815,1.0,1.0,1.0,10,1,1,what ideology do the union of citizens of georgia practice,[['dbo:ideology']],['dbo:ideology'],1.0,1.0,1.0,10,1,1,[['dbo:ideology']],['dbo:ideology']
818,1.0,1.0,1.0,9,1,1,what is the architectural style of 33 liberty street?,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],1.0,1.0,1.0,9,1,1,[['dbo:architecturalStyle']],['dbo:architecturalStyle']
819,1.0,1.0,1.0,12,1,1,Who is a person well known for being skilled at the clarinet,[['dbo:instrument']],['dbo:instrument'],1.0,1.0,1.0,12,1,1,[['dbo:instrument']],['dbo:instrument']
820,1.0,1.0,1.0,7,1,1,whats the name of lisa miller's album,[['dbo:artist']],['dbo:artist'],1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist']
821,1.0,1.0,1.0,7,1,1,what kind of artist is mizz nina,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
822,1.0,1.0,1.0,7,1,1,Who was the director of frank oz,[['dbo:director']],['dbo:director'],1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director']
823,1.0,1.0,1.0,9,1,1,what is a movie edited by conrad a. nervig,[['dbo:editing']],['dbo:editing'],1.0,1.0,1.0,9,1,1,[['dbo:editing']],['dbo:editing']
824,1.0,1.0,1.0,7,1,1,What music does natashas waltz typically play,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre']
825,1.0,1.0,1.0,10,1,2,Who is a notable person that was born in pori,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",1.0,1.0,1.0,10,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
826,1.0,1.0,1.0,9,1,1,Which genre of music is on the album cobra,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
827,1.0,1.0,1.0,7,1,1,Which language is spoken by yehuda kiel,[['dbo:language']],['dbo:language'],1.0,1.0,1.0,7,1,1,[['dbo:language']],['dbo:language']
828,1.0,1.0,1.0,6,1,1,what label is juan son with?,[['dbo:recordLabel']],['dbo:recordLabel'],1.0,1.0,1.0,6,1,1,[['dbo:recordLabel']],['dbo:recordLabel']
829,1.0,1.0,1.0,9,1,1,What type of music is made by geva alon,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
831,1.0,1.0,1.0,7,1,1,What type of school is murray college,[['dbo:type']],['dbo:type'],1.0,1.0,1.0,7,1,1,[['dbo:type']],['dbo:type']
832,1.0,1.0,1.0,6,1,1,who is a professional camera operator,[['dbo:occupation']],['dbo:occupation'],1.0,1.0,1.0,6,1,1,[['dbo:occupation']],['dbo:occupation']
833,1.0,1.0,1.0,8,1,1,What;s an example of a pop music artist,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre']
835,1.0,1.0,1.0,9,1,1,Where was john quincy adams ii's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace']
836,1.0,1.0,1.0,9,1,1,where in new york did paul oskar kristeller die?,[['dbo:deathPlace']],['dbo:deathPlace'],1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace']
837,1.0,1.0,1.0,6,1,1,Who produced the film uncle vanya,[['dbo:producer']],['dbo:producer'],1.0,1.0,1.0,6,1,1,[['dbo:producer']],['dbo:producer']
838,1.0,1.0,1.0,11,1,1,what kind of game is gekisou sentai carranger: zenkai! racer senshi?,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,11,1,1,[['dbo:genre']],['dbo:genre']
839,1.0,1.0,1.0,9,1,1,What genre of music is the album ocean roar,[['dbo:genre']],['dbo:genre'],1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre']
