,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations
1171,1.0,1.0,1.0,6,1,1,which city did mikhail kozakov die,[['dbo:deathPlace']],['dbo:deathPlace']
1172,1.0,1.0,1.0,4,1,1,Who wrote open house?,[['dbo:author']],['dbo:author']
1173,1.0,1.0,1.0,8,1,1,Where in the US is the collins building,[['dbo:location']],['dbo:location']
1174,0.0,0.0,0.0,8,2,0,What are some important works of US citizens?,"[['dbp:nationality'], ['dbo:notableWork']]",[]
1175,1.0,1.0,1.0,8,1,1,"which battles took place in north cape, norway?",[['dbo:place']],['dbo:place']
1176,1.0,1.0,1.0,7,1,1,what type of music is van she?,[['dbo:genre']],['dbo:genre']
1177,1.0,1.0,1.0,7,1,1,where is the location of tookes house?,[['dbo:location']],['dbo:location']
1178,1.0,1.0,1.0,9,1,1,which songs did john oates wrote the lyrics for?,[['dbo:writer']],['dbo:writer']
1179,1.0,1.0,1.0,5,1,1,who wrote lyrics for satellite?,[['dbo:writer']],['dbo:writer']
1180,0.5,0.5,0.5,15,2,2,Give me a count of everything made by the company which offers electronical manufacturing too.,"[['dbo:service'], ['dbo:manufacturer']]","['dbo:manufacturer', 'dbo:product']"
1181,1.0,1.0,1.0,5,1,1,Where is dori ghezzi from?,[['dbo:hometown']],['dbo:hometown']
1182,0.0,0.0,0.0,8,1,1,what is an album released by Dusty Springfield,[['dbo:type']],['dbo:artist']
1183,1.0,1.0,1.0,8,1,2,wtmy is a broadcast that serves what area?,"[['dbo:city', 'dbo:broadcastArea']]","['dbo:broadcastArea', 'dbo:city']"
1184,1.0,1.0,1.0,6,1,1,which type of music is moose,[['dbo:genre']],['dbo:genre']
1185,1.0,1.0,1.0,8,1,1,What genre is the island of disco ensemble,[['dbo:genre']],['dbo:genre']
1186,0.5,1.0,0.6666666666666666,12,2,1,Who acted in the movies whose music is composed by Walter Scharf?,"[['dbo:musicComposer'], ['dbp:artist']]",['dbo:musicComposer']
1187,1.0,1.0,1.0,10,1,1,who wrote the story for the book of lost tales?,[['dbo:author']],['dbo:author']
1188,1.0,1.0,1.0,7,1,1,What's an album by musician julie doiron,[['dbo:artist']],['dbo:artist']
1189,1.0,1.0,1.0,9,1,1,what kind of music does gloria estefan put out,[['dbo:genre']],['dbo:genre']
1190,1.0,1.0,1.0,6,1,2,Where was charles j. chaput born?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1191,1.0,1.0,1.0,9,1,1,In which conflict did chesley g. peterson participate in?,[['dbo:battle']],['dbo:battle']
1192,1.0,1.0,1.0,12,1,7,What is the name of a river located in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1193,1.0,1.0,1.0,7,1,1,What is a song by bob james?,[['dbo:artist']],['dbo:artist']
1194,1.0,1.0,1.0,10,1,1,Which genre is music is the album beyond the sea?,[['dbo:genre']],['dbo:genre']
1195,0.5,1.0,0.6666666666666666,11,2,1,How many bands collaborated with artists who signed up with EMI?,"[['dbo:associatedMusicalArtist'], ['dbo:recordLabel']]",['dbo:recordLabel']
1196,1.0,1.0,1.0,5,1,2,Who was born in Cremona?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1197,1.0,1.0,1.0,9,1,7,what is a village found in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1198,1.0,1.0,1.0,6,1,1,which genre does neal schon perform,[['dbo:genre']],['dbo:genre']
1199,1.0,1.0,1.0,8,1,3,"What is located in the Delaware County, Pennsylvania?","[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']"
1200,1.0,1.0,1.0,5,1,1,What is alexandre daigle's nationality,[['dbo:birthPlace']],['dbo:birthPlace']
1201,1.0,1.0,1.0,7,1,1,Where did burt shotton cease his life?,[['dbo:deathPlace']],['dbo:deathPlace']
1202,1.0,1.0,1.0,7,1,1,in what time zone is adana located,[['dbo:timeZone']],['dbo:timeZone']
1203,0.0,0.0,0.0,17,2,0,Name the fictional character whose species is American Pekin duck and has relatives named Ludwig Von Drake?,"[['dbo:species'], ['dbp:relatives']]",[]
1204,1.0,1.0,1.0,5,1,1,Where is hasan sönmez from?,[['dbo:birthPlace']],['dbo:birthPlace']
1205,1.0,1.0,1.0,6,1,1,Where did duke esper pass away,[['dbo:deathPlace']],['dbo:deathPlace']
1206,1.0,1.0,1.0,5,1,1,where did nikolai efimov die,[['dbo:deathPlace']],['dbo:deathPlace']
1207,1.0,1.0,1.0,7,1,1,what position is don kolloway stationed at,[['dbo:position']],['dbo:position']
1208,1.0,1.0,1.0,7,1,1,which language is primarily spoken in dwarfina,[['dbo:language']],['dbo:language']
1209,1.0,1.0,1.0,7,1,1,where was caspar david friedrich born at?,[['dbo:birthPlace']],['dbo:birthPlace']
1210,1.0,1.0,1.0,7,1,1,where was frederick ix of denmark buried?,[['dbo:restingPlace']],['dbo:restingPlace']
1211,1.0,1.0,1.0,7,1,1,what country is province of cremona found,[['dbo:country']],['dbo:country']
1212,1.0,1.0,1.0,10,1,2,Who is a notable person that was born in munich,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1213,1.0,1.0,1.0,8,1,1,what type of school is erina high school?,[['dbo:type']],['dbo:type']
1214,1.0,1.0,1.0,10,1,1,what was the name of a prominent lawyer during reconstruction,[['dbo:occupation']],['dbo:occupation']
1215,1.0,1.0,1.0,10,1,7,What is the name of a place located in ontario,"[['dbo:province', 'dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1216,1.0,1.0,1.0,9,1,1,what kinds of music is produced by teen angels,[['dbo:genre']],['dbo:genre']
1217,1.0,1.0,1.0,15,1,1,what language is spoken in the movie the night evelyn came out of the grave,[['dbo:language']],['dbo:language']
1218,1.0,1.0,1.0,8,1,1,what is the cvg genre of shadow complex,[['dbo:genre']],['dbo:genre']
1219,1.0,1.0,1.0,8,1,1,What is the name of a jazz artist,[['dbo:genre']],['dbo:genre']
1220,1.0,1.0,1.0,10,1,1,which 1991 film did music expert jacques dutronc work on,[['dbo:musicComposer']],['dbo:musicComposer']
1221,1.0,1.0,1.0,7,1,2,What indian writer was born in india?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1222,1.0,1.0,1.0,5,1,1,where was katsuhito asano born,[['dbo:birthPlace']],['dbo:birthPlace']
1223,1.0,1.0,1.0,6,1,1,what kind of music is b*witched,[['dbo:genre']],['dbo:genre']
1224,1.0,1.0,1.0,6,1,1,What instrument does howard johnson play,[['dbo:instrument']],['dbo:instrument']
1225,1.0,1.0,1.0,10,1,1,which 2008 american film was stephen eckelberry an editor of?,[['dbo:editing']],['dbo:editing']
1226,1.0,1.0,1.0,9,1,1,What is the place of birth of rj jazul,[['dbo:birthPlace']],['dbo:birthPlace']
1227,1.0,1.0,1.0,8,1,1,what mountain range does humphreys peak belong to,[['dbo:mountainRange']],['dbo:mountainRange']
1228,1.0,1.0,1.0,7,1,1,What is the profession of morris chestnut?,[['dbo:occupation']],['dbo:occupation']
1229,1.0,1.0,1.0,6,1,1,which genre does synthetic breed perform,[['dbo:genre']],['dbo:genre']
1230,1.0,1.0,1.0,7,1,1,What is the time zone for advance?,[['dbo:timeZone']],['dbo:timeZone']
1231,1.0,1.0,1.0,7,1,1,which record label is cage signed to,[['dbo:recordLabel']],['dbo:recordLabel']
1232,1.0,1.0,1.0,6,1,2,"who was born in split, croatia?","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1233,1.0,1.0,1.0,10,1,1,who was the executive producer of the film analyze this?,[['dbo:producer']],['dbo:producer']
1234,1.0,1.0,1.0,6,1,1,Who directed the film the congress,[['dbo:director']],['dbo:director']
1235,1.0,1.0,1.0,9,1,1,Who is the film score composer for decalogue x?,[['dbo:musicComposer']],['dbo:musicComposer']
1236,1.0,1.0,1.0,12,1,1,What is the name of a track by the artist tony bennett,[['dbo:artist']],['dbo:artist']
1237,0.0,0.0,0.0,12,2,0,What are all the religions in which Jacob and Abraham are important?,"[['dbp:veneratedIn'], ['dbp:veneratedIn']]",[]
1238,1.0,1.0,1.0,7,1,1,what industry is mci inc. involved in,[['dbo:industry']],['dbo:industry']
1239,0.0,0.0,0.0,5,1,0,Where was Thomy Bourdelle born?,[['dbp:placeOfBirth']],[]
1240,1.0,1.0,1.0,7,1,1,Which city was franck montagny born in,[['dbo:birthPlace']],['dbo:birthPlace']
1241,1.0,1.0,1.0,7,1,1,what book genre is the last battle,[['dbo:literaryGenre']],['dbo:literaryGenre']
1242,1.0,1.0,1.0,13,1,7,What is a city within the united states that started with a w,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1243,1.0,1.0,1.0,6,1,1,what music genre is sub rosa?,[['dbo:genre']],['dbo:genre']
1244,1.0,1.0,1.0,6,1,1,What genre of album is sam?,[['dbo:genre']],['dbo:genre']
1245,1.0,1.0,1.0,7,1,6,which places are located in victoria (australia)?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1246,1.0,1.0,1.0,6,1,1,what instruments does tim obrien play,[['dbo:instrument']],['dbo:instrument']
1247,0.0,0.0,0.0,6,1,1,where is cross hill based in,"[['dbo:country', 'dbo:isPartOf']]",['dbo:locatedInArea']
1248,0.5,1.0,0.6666666666666666,15,2,1,Name the TV show distributed by Broadcast Syndication and is broadcasted by comedy central ?,"[['dbo:distributor'], ['dbp:network']]",['dbo:distributor']
1249,1.0,1.0,1.0,8,1,1,what type of music is the rock-afire explosion?,[['dbo:genre']],['dbo:genre']
1250,1.0,1.0,1.0,3,1,1,Name an author.,[['dbo:occupation']],['dbo:occupation']
1251,1.0,1.0,1.0,10,1,1,What is the ideology of the communist party of iran,[['dbo:ideology']],['dbo:ideology']
1252,1.0,1.0,1.0,7,1,1,what is the name of compilation album,[['dbo:type']],['dbo:type']
1253,1.0,1.0,1.0,10,1,1,under who's jurisdiction does the umatilla national forest fall under,[['dbp:governingBody']],['dbp:governingBody']
1254,1.0,1.0,1.0,6,1,1,Name a rhythm and blues album,[['dbo:genre']],['dbo:genre']
1255,1.0,1.0,1.0,5,1,6,Name a place in Italy,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1256,1.0,1.0,1.0,6,1,1,where was juliana of nicomedia born,[['dbo:birthPlace']],['dbo:birthPlace']
1257,1.0,1.0,1.0,12,1,1,Is the book The Buddha and his Dhamma a book about Buddhism?,[['dbo:literaryGenre']],['dbo:literaryGenre']
1258,1.0,1.0,1.0,17,1,1,What is the genre of music from the album mutantes e seus cometas no país do baurets,[['dbo:genre']],['dbo:genre']
1259,0.0,0.0,0.0,6,1,0,which country is john berry from,[['dbo:birthPlace']],[]
1260,1.0,1.0,1.0,7,1,1,what country gives nationality to marco padalino,[['dbo:birthPlace']],['dbo:birthPlace']
1261,1.0,1.0,1.0,8,1,1,what position does football player krzysztof mączyński play,[['dbo:position']],['dbo:position']
1262,1.0,1.0,1.0,9,1,1,what kind of music is the album number ones,[['dbo:genre']],['dbo:genre']
1263,1.0,1.0,1.0,5,1,1,Where is daily democrat circulated?,[['dbo:headquarter']],['dbo:headquarter']
1264,1.0,1.0,1.0,7,1,2,what is a japanese animation tv show,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']"
1265,1.0,1.0,1.0,10,1,1,What are the movies whose music is composed by Vangelis?,[['dbo:musicComposer']],['dbo:musicComposer']
1266,1.0,1.0,1.0,4,1,1,Where did heller originat,[['dbo:hometown']],['dbo:hometown']
1267,1.0,1.0,1.0,10,1,1,which company produced looking for comedy in the muslim world,[['dbp:studio']],['dbp:studio']
1268,1.0,1.0,1.0,9,1,1,What's a video game published by sce studio liverpool,[['dbo:publisher']],['dbo:publisher']
1269,1.0,1.0,1.0,6,1,1,whats a film by mutual film,[['dbo:distributor']],['dbo:distributor']
1270,1.0,1.0,1.0,6,1,1,what country is james callaghan from,[['dbo:birthPlace']],['dbo:birthPlace']
1271,1.0,1.0,1.0,7,1,1,Which football position does jacob lensky play,[['dbo:position']],['dbo:position']
1272,1.0,1.0,1.0,8,1,5,What is a temple is located in seattle?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']"
1273,1.0,1.0,1.0,5,1,1,cristina chiabotto was born where,[['dbo:birthPlace']],['dbo:birthPlace']
1274,1.0,1.0,1.0,8,1,1,What genre is the tv show gdgd fairies?,[['dbp:genre']],['dbp:genre']
1275,1.0,1.0,1.0,8,1,1,Which genre is the artist thunder associated with,[['dbo:genre']],['dbo:genre']
1276,1.0,1.0,1.0,15,1,1,What are the nicknames given to the characters of The Wolves of the Mercy Falls?,[['dbp:nickname']],['dbp:nickname']
1277,1.0,1.0,1.0,8,1,1,what type of music is gravestone affiliated with,[['dbo:genre']],['dbo:genre']
1278,1.0,1.0,1.0,11,1,1,which genre of music is the new adventures in hi-fi album,[['dbo:genre']],['dbo:genre']
1279,1.0,1.0,1.0,5,1,1,Where was sharon lynn born?,[['dbo:birthPlace']],['dbo:birthPlace']
1280,1.0,1.0,1.0,10,1,1,full throttle: all-american racing is what type of computer videogame,[['dbo:genre']],['dbo:genre']
1281,1.0,1.0,1.0,8,1,2,Name someone famous who was born in liverpool,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1282,0.0,0.0,0.0,13,2,0,How many cars are the predecessor of cars similar to the Pontiac G8?,"[['dbo:relatedMeanOfTransportation'], ['dbo:predecessor']]",[]
1283,1.0,1.0,1.0,7,1,1,what lyrics were written by richard marx?,[['dbo:writer']],['dbo:writer']
1284,1.0,1.0,1.0,6,1,1,where did run for tunis occur,[['dbo:place']],['dbo:place']
1285,1.0,1.0,1.0,11,1,1,What genre is the album tough love: best of the ballads?,[['dbo:genre']],['dbo:genre']
1286,1.0,1.0,1.0,9,1,1,advise & consent is a film produced by whom?,[['dbo:producer']],['dbo:producer']
1287,1.0,0.6666666666666666,0.8,9,1,3,where is the location of miami lakes educational center?,"[['dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']"
1288,1.0,1.0,1.0,7,1,1,whats the name of a korean composer,[['dbo:occupation']],['dbo:occupation']
1289,1.0,1.0,1.0,7,1,1,what is the nationality of steve munro,[['dbo:nationality']],['dbo:nationality']
1290,1.0,1.0,1.0,7,1,1,What event took place in western europe?,[['dbo:place']],['dbo:place']
1291,1.0,1.0,1.0,6,1,1,where did edmond s. meany die,[['dbo:deathPlace']],['dbo:deathPlace']
1292,1.0,1.0,1.0,7,1,1,who is james i of scotland's son,[['dbo:parent']],['dbo:parent']
1293,1.0,1.0,1.0,9,1,1,which central american nations were affected by hurricane beta,[['dbp:areas']],['dbp:areas']
1294,1.0,1.0,1.0,7,1,1,whats yuri yeliseyev position on the team,[['dbo:position']],['dbo:position']
1295,1.0,1.0,1.0,11,1,1,what is the place of birth of gottfried graf von bismarck-schönhausen,[['dbo:birthPlace']],['dbo:birthPlace']
1296,1.0,1.0,1.0,5,1,2,Which state is ivins located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']"
1297,1.0,1.0,1.0,5,1,1,where did leonardo conti die,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace']
1298,1.0,1.0,1.0,7,1,1,what country is pierre messmer originally from,[['dbo:birthPlace']],['dbo:birthPlace']
1299,1.0,1.0,1.0,8,1,1,what person has the occupation of a screenwriter?,[['dbo:occupation']],['dbo:occupation']
1300,1.0,1.0,1.0,11,1,1,what indie rock album was the debut album for The Antlers?,[['dbo:genre']],['dbo:genre']
1301,1.0,1.0,1.0,5,1,1,Name a speed metal album.,[['dbo:genre']],['dbo:genre']
1302,1.0,1.0,1.0,9,1,1,where did the battle of oak grove take place,[['dbo:place']],['dbo:place']
1303,1.0,1.0,1.0,7,1,1,who directed the film the night watchman,[['dbo:director']],['dbo:director']
1304,1.0,1.0,1.0,7,1,1,which city did andrew hill pass away,[['dbo:deathPlace']],['dbo:deathPlace']
1305,0.0,0.0,0.0,4,1,1,who wrote the line,[['dbp:writer']],['dbo:writer']
1306,1.0,1.0,1.0,5,1,1,where was tony baxter born,[['dbo:birthPlace']],['dbo:birthPlace']
1307,1.0,1.0,1.0,8,1,1,who directed the film adventures of don quixote,[['dbo:director']],['dbo:director']
1308,1.0,1.0,1.0,11,1,1,what types of music is created by 5 seconds of summer,[['dbo:genre']],['dbo:genre']
1309,1.0,1.0,1.0,7,1,1,what is a song by the osmonds,[['dbo:artist']],['dbo:artist']
1310,1.0,1.0,1.0,13,1,1,This album by benny goodman was released in the United States in 1990.,[['dbo:artist']],['dbo:artist']
1311,1.0,1.0,1.0,11,1,1,what state is the reginald a. daly house based out of,[['dbo:location']],['dbo:location']
1312,1.0,1.0,1.0,8,1,1,what type of music does mark nauseef record?,[['dbo:genre']],['dbo:genre']
1313,1.0,1.0,1.0,10,1,1,What type of school is john h. castle high school,[['dbo:type']],['dbo:type']
1314,1.0,1.0,1.0,8,1,1,What genre of movie is the main event,[['dbo:genre']],['dbo:genre']
1315,1.0,1.0,1.0,8,1,1,is fathers and sons on philosophy or history,[['dbo:literaryGenre']],['dbo:literaryGenre']
1316,0.0,0.0,0.0,18,2,0,Who was the president under which people won the United States House of Representatives elections in 1790 ?,"[['dbp:leader'], ['dbp:president']]",[]
1317,1.0,1.0,1.0,6,1,1,what tracks are from philharmonia orchestra?,[['dbo:artist']],['dbo:artist']
1318,1.0,1.0,1.0,6,1,1,what tracks have dennis brown released?,[['dbo:artist']],['dbo:artist']
1319,1.0,1.0,1.0,8,1,1,What is the name of a reggae artist,[['dbo:genre']],['dbo:genre']
1320,1.0,0.3333333333333333,0.5,8,1,3,"what city is found in appling county, georgia?",[['dbo:isPartOf']],"['dbo:isPartOf', 'dbo:location', 'dbo:region']"
1321,1.0,1.0,1.0,13,1,1,What is the title of a book in the historical fiction literary genre?,[['dbo:literaryGenre']],['dbo:literaryGenre']
1322,0.0,0.0,0.0,8,1,0,where does the mogami river flow out from,[['dbo:riverMouth']],[]
1323,1.0,1.0,1.0,8,1,1,what is a work done by kurt weill,[['dbo:writer']],['dbo:writer']
1324,0.0,0.0,0.0,4,1,1,What's a jazz album,[['dbo:type']],['dbo:genre']
1325,1.0,1.0,1.0,9,1,1,what language is spoken in the movie colonel kwiatkowski,[['dbo:language']],['dbo:language']
1326,0.5,1.0,0.6666666666666666,12,2,1,"Name the university located in Indiana and has affiliations with Kaplan, Inc.?","[['dbo:campus'], ['dbp:affiliations']]",['dbp:affiliations']
1327,1.0,1.0,1.0,9,1,1,What language is comrades: almost a love story in?,[['dbo:language']],['dbo:language']
1328,1.0,1.0,1.0,10,1,1,what formatting does the complete on the corner sessions have,[['dbo:type']],['dbo:type']
1329,1.0,1.0,1.0,8,1,1,Give me the birth place of Frank Sinatra.,[['dbo:birthPlace']],['dbo:birthPlace']
1330,1.0,1.0,1.0,10,1,1,What is a program in the tv genre survival skills?,[['dbo:genre']],['dbo:genre']
1331,1.0,1.0,1.0,6,1,2,which actor was born in denver,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1332,1.0,1.0,1.0,8,1,1,Name a book from the genre speculative fiction,[['dbo:literaryGenre']],['dbo:literaryGenre']
1333,1.0,1.0,1.0,7,1,1,who label does terry evans work for,[['dbo:recordLabel']],['dbo:recordLabel']
1334,1.0,1.0,1.0,10,1,1,what type of school is john carroll catholic high school,[['dbo:type']],['dbo:type']
1335,1.0,1.0,1.0,5,1,1,Where was atanas chipilov born,[['dbo:birthPlace']],['dbo:birthPlace']
1336,1.0,1.0,1.0,7,1,1,what type of mountain is gareloi volcano?,[['dbo:type']],['dbo:type']
1337,1.0,1.0,1.0,8,1,1,What genre of music is fear of music?,[['dbo:genre']],['dbo:genre']
1338,0.0,0.0,0.0,16,2,0,Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess ?,"[['dbo:genre'], ['dbo:athletics']]",[]
1339,1.0,1.0,1.0,7,1,1,What is a john legend christmas song,[['dbo:artist']],['dbo:artist']
1340,1.0,1.0,1.0,9,1,1,what kind of music is erland and the carnival,[['dbo:genre']],['dbo:genre']
1341,1.0,1.0,1.0,9,1,1,What type of music is the album faded love,[['dbo:genre']],['dbo:genre']
1342,1.0,1.0,1.0,7,1,1,what size car is the dodge spirit?,[['dbo:class']],['dbo:class']
1343,1.0,1.0,1.0,5,1,1,where was oleksandr yakymenko born,[['dbo:birthPlace']],['dbo:birthPlace']
1344,1.0,1.0,1.0,7,1,2,who is a person born in gothenburg,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1345,1.0,1.0,1.0,7,1,1,What genre is the book weaver from,[['dbo:literaryGenre']],['dbo:literaryGenre']
1346,1.0,1.0,1.0,10,1,1,what is a post-punk album by and also the trees,[['dbo:genre']],['dbo:genre']
1347,1.0,1.0,1.0,6,1,1,which time zone is quenemo within,[['dbo:timeZone']],['dbo:timeZone']
1348,1.0,1.0,1.0,7,1,7,what town is located in  ethiopia,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']"
1349,0.0,0.0,0.0,6,1,0,Which school did Robbie Diack attend?,[['dbp:school']],[]
1350,1.0,1.0,1.0,8,1,1,what kinds of music is played by giorgia,[['dbo:genre']],['dbo:genre']
1351,1.0,1.0,1.0,7,1,1,what buildings are examples of gothic architecture,[['dbo:architecturalStyle']],['dbo:architecturalStyle']
1352,1.0,1.0,1.0,7,1,1,what is a movie by joel schumacher,[['dbo:writer']],['dbo:writer']
1353,0.5,1.0,0.6666666666666666,14,2,1,How many fictional characters are there in a series in which Craig Robinson acted?,"[['dbo:series'], ['dbo:starring']]",['dbo:series']
1354,1.0,1.0,1.0,10,1,1,what type of school is texas a&m university at galveston,[['dbo:type']],['dbo:type']
1355,0.0,0.0,0.0,13,1,0,who all have been a manager of english under twenty one football team?,[['dbp:managerclubs']],[]
1356,0.0,0.0,0.0,16,2,0,What is the river on which the Kariba Dam and Batoka Gorge Hydroelectirc power station exist?,"[['dbo:river'], ['dbo:river']]",[]
1357,1.0,1.0,1.0,7,1,1,Name a track by mose allison .,[['dbo:artist']],['dbo:artist']
1358,0.5,1.0,0.6666666666666666,9,2,1,Which movies star both Liz Taylor and Richard Burton?,"[['dbo:starring'], ['dbo:starring']]",['dbo:starring']
1359,1.0,1.0,1.0,6,1,1,what films have norman jewison produced?,[['dbo:producer']],['dbo:producer']
1360,1.0,1.0,1.0,3,1,1,Who created Goofy?,[['dbo:creator']],['dbo:creator']
1361,1.0,1.0,1.0,7,1,1,What is mark atkins place of birth,[['dbo:birthPlace']],['dbo:birthPlace']
1362,0.0,0.0,0.0,9,1,1,which genre does the tv program mccloud fall under,[['dbo:genre']],['dbp:genre']
1363,0.0,0.0,0.0,7,1,0,Name the source Island of Bayou ?,[['dbo:source']],[]
1364,1.0,1.0,1.0,6,1,1,what's an album by the knack,[['dbo:artist']],['dbo:artist']
1365,1.0,1.0,1.0,8,1,1,What type of genre are the the tuesdays?,[['dbo:genre']],['dbo:genre']
1366,1.0,1.0,1.0,7,1,1,"Where was louis agassiz shaw, jr. born",[['dbo:birthPlace']],['dbo:birthPlace']
1367,1.0,1.0,1.0,9,1,1,What genre of tv program is married single other?,[['dbo:genre']],['dbo:genre']
1368,1.0,1.0,1.0,7,1,1,What genre of music did blaque produce,[['dbo:genre']],['dbo:genre']
1369,1.0,1.0,1.0,7,1,1,What label is jason cropper signed to?,[['dbo:recordLabel']],['dbo:recordLabel']
1370,1.0,1.0,1.0,10,1,1,what city and state did  richard k. sorenson die,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace']
1371,1.0,1.0,1.0,7,1,1,whats the position that mike holovak plays,[['dbo:position']],['dbo:position']
1372,1.0,1.0,1.0,5,1,2,who was born in siauliai,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1373,1.0,1.0,1.0,6,1,1,what position does gary wilson play,[['dbo:position']],['dbo:position']
1374,0.5,1.0,0.6666666666666666,8,2,1,Which religions are followed by people in England?,"[['dbp:residence'], ['dbp:religion']]",['dbp:religion']
1375,1.0,1.0,1.0,8,1,1,which language is dream of love played in,[['dbo:language']],['dbo:language']
1376,0.0,0.0,0.0,13,1,0,"Was Francisco Pizarro of the monarch of Charles 5, of the roman empire?",[['dbo:monarch']],[]
1377,1.0,1.0,1.0,6,1,2,Who's a politican born in curaçao,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']"
1378,1.0,1.0,1.0,5,1,1,Who died from stomach cancer?,[['dbo:deathCause']],['dbo:deathCause']
1379,1.0,1.0,1.0,6,1,1,Where was norman luboff born in?,[['dbo:birthPlace']],['dbo:birthPlace']
1380,1.0,1.0,1.0,6,1,1,where did artist carpathian originate from,[['dbo:hometown']],['dbo:hometown']
1381,0.0,0.0,0.0,6,1,0,What nation is nick martin from?,[['dbo:hometown']],[]
1382,0.0,0.0,0.0,7,1,1,who is the composer of danny elfman,[['dbo:artist']],['dbo:writer']
1383,1.0,1.0,1.0,5,1,1,what position does bolo play,[['dbo:position']],['dbo:position']
1384,1.0,1.0,1.0,8,1,1,Who wrote the music for neil young journeys,[['dbo:musicComposer']],['dbo:musicComposer']
1385,1.0,1.0,1.0,11,1,1,what album is a type of west coast hip hop music?,[['dbo:genre']],['dbo:genre']
1386,1.0,1.0,1.0,10,1,1,the the mofo project/object album contains what kind of music?,[['dbo:genre']],['dbo:genre']
1387,0.5,1.0,0.6666666666666666,17,2,1,Who oarent organization of Get TV is also the label provider of I Pray on CHristmas ?,"[['dbo:parentOrganisation'], ['dbp:label']]",['dbp:label']
1388,1.0,1.0,1.0,7,1,1,What musical instrument does charly alberti play?,[['dbo:instrument']],['dbo:instrument']
1389,1.0,1.0,1.0,6,1,1,what position does jeff adrien play,[['dbo:position']],['dbo:position']
1390,1.0,1.0,1.0,7,1,1,what was subramaniam srinivasan's place of death,[['dbo:deathPlace']],['dbo:deathPlace']
