,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
2025,1.0,1.0,1.0,6,1,1,which song did james taylor write,[['dbo:writer']],['dbo:writer'],factoid,song james taylor write,0,-0.03855419396329623,-0.014092098194033663
2026,0.0,0.0,0.0,7,1,1,what is lu xuechang's place of birth?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,lu xuechang 's place birth ?,0,-0.04359015754754231,-0.007170791988477542
2028,0.0,0.0,0.0,19,2,0,How many other wine region are there of the grapes whose one of the wine region is Michigan ?,"[['dbo:wineRegion'], ['dbo:wineRegion']]",[],count,many wine region grapes whose one wine region michigan ?,0,-0.03195162238733589,-0.011314035530544626
2030,1.0,1.0,1.0,7,1,1,What's a mode available in power golf,[['dbp:modes']],['dbp:modes'],factoid,'s mode available power golf,0,-0.027235901173255243,-0.01666285692692241
2031,0.0,0.0,0.0,6,1,1,What country is mark ayres from?,[['dbo:nationality']],['dbo:hometown'],factoid,country mark ayres ?,0,-0.051207822940880325,-0.016478562291601464
2033,1.0,1.0,1.0,6,1,1,Which film did rob schmidt direct?,[['dbo:director']],['dbo:director'],factoid,film rob schmidt direct ?,0,-0.04369319102501257,-0.018626390044773025
2035,1.0,1.0,1.0,10,1,1,which label did redone release most of his stuff on,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,label redone release stuff,0,-0.01849876092908269,-0.014206658956860867
2037,1.0,1.0,1.0,7,1,1,in which conflict did hayao tada participate,[['dbo:battle']],['dbo:battle'],factoid,conflict hayao tada participate,0,-0.03006706047992624,-0.01587071973602582
2041,1.0,1.0,1.0,6,1,1,where did swatow operation take place,[['dbo:place']],['dbo:place'],factoid,swatow operation take place,0,-0.03865720801082164,-0.005884225939161296
2043,1.0,1.0,1.0,7,1,1,what eastern religion does noah levine practice,[['dbo:religion']],['dbo:religion'],factoid,eastern religion noah levine practice,0,-0.03227108133808892,-0.0173058833559817
2045,1.0,1.0,1.0,10,1,1,what series is super mario bros. 2 a part of,[['dbo:series']],['dbo:series'],factoid,series super mario bros. 2 part,0,-0.028299952366935454,-0.013098279485562624
2047,1.0,1.0,1.0,7,1,1,what tourist attractions are there in newport?,[['dbo:location']],['dbo:location'],factoid,tourist attractions newport ?,0,-0.029488911550863535,-0.013814446838777387
2048,1.0,1.0,1.0,8,1,1,Who edited the film star trek into darkness?,[['dbo:editing']],['dbo:editing'],factoid,edited film star trek darkness ?,0,-0.04146775711585703,-0.01918833946627671
2049,1.0,1.0,1.0,6,1,1,who wrote the song blue orchid,[['dbo:writer']],['dbo:writer'],factoid,wrote song blue orchid,0,-0.035221590085613784,-0.017649674206333163
2051,0.0,0.0,0.0,14,2,0,What is the region of the ethnic group which speaks the language of Arkansas?,"[['dbo:language'], ['dbp:region']]",[],factoid,region ethnic group speaks language arkansas ?,0,-0.033248341327276644,-0.017382837109277918
2057,0.5,0.5,0.5,10,2,2,How many different genres of games are produced by Blizzard?,"[['dbo:developer'], ['dbp:genre']]","['dbo:genre', 'dbp:genre']",count,many different genres games produced blizzard ?,0,-0.03658391158585878,-0.020512838049286462
2061,0.0,0.0,0.0,7,1,1,which musical films were broadcasted in israel?,"[['dbo:genre', 'dbp:genre']]",['dbo:musicComposer'],factoid,musical films broadcasted israel ?,0,-0.025710169637375255,-0.014060078961908975
2062,1.0,1.0,1.0,6,1,1,who created the character doll man,[['dbo:creator']],['dbo:creator'],factoid,created character doll man,0,-0.029689489798058945,-0.015293874235461451
2064,0.0,0.0,0.0,8,1,0,What all has been created by Jerry Siegel?,[['dbp:creators']],[],factoid,created jerry siegel ?,0,-0.026760650110032754,-0.015341091805526579
2066,1.0,1.0,1.0,9,1,1,what is the place of death of earl rogers?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death earl rogers ?,0,-0.038899433550060813,-0.0033166784706077823
2067,1.0,1.0,1.0,7,1,1,what lyrics have alan jay lerner written,[['dbo:writer']],['dbo:writer'],factoid,lyrics alan jay lerner written,0,-0.03422822460441255,-0.01654610935301463
2068,0.5,1.0,0.6666666666666666,10,2,1,How many different things are used as ingredients in Sweden?,"[['dbo:country'], ['dbo:ingredient']]",['dbo:ingredient'],count,many different things used ingredients sweden ?,0,-0.0343671637521557,-0.02011994753079877
2070,1.0,1.0,1.0,13,1,1,Who is credited as the cinematographer for eternal sunshine of the spotless mind,[['dbo:cinematography']],['dbo:cinematography'],factoid,credited cinematographer eternal sunshine spotless mind,0,-0.028399071673233273,-0.012166214255661143
2071,0.0,0.0,0.0,10,2,0,Elizabeth Alexander and Jared Bernstein served under which Vice President?,"[['dbo:vicePresident'], ['dbo:vicePresident']]",[],list,elizabeth alexander jared bernstein served vice president ?,0,-0.029950833492941836,-0.01367274808435942
2072,1.0,1.0,1.0,8,1,1,What's a track written by har mar superstar,[['dbo:artist']],['dbo:artist'],factoid,'s track written har mar superstar,0,-0.031489566047277304,-0.00352909203253501
2074,0.0,0.0,0.0,11,2,0,On which river are there things belonging to zambezi river authority?,"[['dbp:owner'], ['dbo:river']]",[],factoid,river things belonging zambezi river authority ?,0,-0.03499619100555003,-0.013250464582273696
2075,1.0,1.0,1.0,8,1,1,where was the birth place of manabu nakanishi,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place manabu nakanishi,0,-0.043590157547542425,-0.007170791988474934
2078,1.0,1.0,1.0,6,1,2,Which county is fairview contained by,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,county fairview contained,0,-0.047561060628874705,-0.00503237388822814
2079,1.0,1.0,1.0,4,1,1,How was jump5 released,[['dbo:type']],['dbo:type'],factoid,jump5 released,0,-0.015071393908195596,-0.00870953137491598
2080,0.0,0.0,0.0,3,1,1,Who developed Slack?,[['dbo:product']],['dbo:developer'],factoid,developed slack ?,0,-0.03098590099939818,-0.014895528443858318
2081,1.0,1.0,1.0,7,1,1,who was the director for primal fear,[['dbo:director']],['dbo:director'],factoid,director primal fear,0,-0.030528809089124368,-0.01051853643576045
2082,1.0,1.0,1.0,5,1,1,who died of heart failure?,[['dbo:deathCause']],['dbo:deathCause'],factoid,died heart failure ?,0,-0.03276074373098499,-0.008899542217383637
2084,1.0,1.0,1.0,5,1,1,Who directed the five days?,[['dbo:director']],['dbo:director'],factoid,directed five days ?,0,-0.03467286480242135,-0.01792796127308115
2088,0.5,0.5,0.5,15,2,2,Give me a count of everything made by the company which offers electronical manufacturing too.,"[['dbo:service'], ['dbo:manufacturer']]","['dbo:manufacturer', 'dbo:product']",list,give count everything made company offers electronical manufacturing .,0,-0.03132647104649705,-0.017942134662089878
2090,0.0,0.0,0.0,4,1,0,Where is tirich mir,[['dbo:locatedInArea']],[],factoid,tirich mir,0,-0.027089266128948943,-0.014047065303291795
2092,1.0,1.0,1.0,7,1,1,Who's the author of coin locker babies,[['dbo:author']],['dbo:author'],factoid,'s author coin locker babies,0,-0.028890320670148795,-0.013776263847864624
2101,1.0,1.0,1.0,7,1,1,What area was hit by hurricane cindy?,[['dbp:areas']],['dbp:areas'],factoid,area hit hurricane cindy ?,0,-0.031211456397787007,-0.014045494550518517
2102,1.0,1.0,1.0,7,1,1,What country filmed i dream of murder,[['dbo:country']],['dbo:country'],factoid,country filmed dream murder,0,-0.044201907002802354,-0.0176032982382819
2103,0.0,0.0,0.0,6,1,0,Who is the governor of Texas?,[['dbp:governor']],[],factoid,governor texas ?,0,-0.030608647678867975,-0.0080985309469005
2104,1.0,1.0,1.0,6,1,1,who did the cinematography for silambattam,[['dbo:cinematography']],['dbo:cinematography'],factoid,cinematography silambattam,0,-0.028313131004931002,-0.014785436411424425
2105,1.0,1.0,1.0,7,1,1,Where was györgy kósa when he died,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,györgy kósa died,0,-0.03263569040484128,-0.010301429472887648
2106,1.0,1.0,1.0,7,1,1,What song was written by richard ashcroft,[['dbo:writer']],['dbo:writer'],factoid,song written richard ashcroft,0,-0.04146412827173237,-0.010306199787472608
2107,0.0,0.0,0.0,7,1,1,What song was written by vonda shepard?,[['dbo:artist']],['dbo:writer'],factoid,song written vonda shepard ?,0,-0.03726017169596455,-0.012411833193775746
2110,1.0,1.0,1.0,10,1,1,where is the location of mary eleanor wilkins freeman's death,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,location mary eleanor wilkins freeman 's death,0,-0.031001611772958196,-0.006605651173898076
2111,0.0,0.0,0.0,9,2,0,Why did Letita McTavish Hargrave and Sextus Barbour die?,"[['dbo:deathCause'], ['dbp:deathCause']]",[],factoid,letita mctavish hargrave sextus barbour die ?,0,-0.03607654882862529,-0.017363771632866405
2114,0.0,0.0,0.0,6,1,1,which film did siddiq barmak direct,[['dbo:editing']],['dbo:director'],factoid,film siddiq barmak direct,0,-0.043911891829347544,-0.018225482535906338
2118,1.0,1.0,1.0,7,1,1,what country is the final inquiry from?,[['dbo:country']],['dbo:country'],factoid,country final inquiry ?,0,-0.04757385307637803,-0.016855251717774408
2120,1.0,1.0,1.0,10,1,1,where is the place of death of ella cora hind?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death ella cora hind ?,0,-0.035120514565359445,-0.005211717249244844
2121,1.0,1.0,1.0,11,1,1,who is the author of the written work the unquiet grave,[['dbo:author']],['dbo:author'],factoid,author written work unquiet grave,0,-0.03432253939367468,-0.01541953575059214
2125,1.0,1.0,1.0,11,1,1,What body of water does the huey p. long bridge span,[['dbo:crosses']],['dbo:crosses'],factoid,body water huey p. long bridge span,0,-0.0290806584134269,-0.01614030379180987
2127,1.0,1.0,1.0,7,1,1,where did the siege of castelnuovo occur,[['dbo:place']],['dbo:place'],factoid,siege castelnuovo occur,0,-0.02852818300491338,-0.014759816815447186
2128,1.0,1.0,1.0,6,1,2,"which county is hueytown, alabama in","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,"county hueytown , alabama",0,-0.04482900842633459,-0.006190527646931376
2129,1.0,1.0,1.0,12,1,1,In which country did the tv program live in style originate in?,[['dbo:country']],['dbo:country'],factoid,country tv program live style originate ?,0,-0.029530159635605905,-0.028850535564764714
2132,1.0,1.0,1.0,10,1,1,who is a starting pitcher in the sport of baseball?,[['dbo:position']],['dbo:position'],factoid,starting pitcher sport baseball ?,0,-0.03381470783896673,-0.029867774646496315
2133,0.0,0.0,0.0,7,1,1,what is a song by roger whittaker,[['dbo:writer']],['dbo:artist'],factoid,song roger whittaker,0,-0.03304036343860053,-0.012420149793402963
2134,1.0,1.0,1.0,6,1,1,who was the founder of honeywell,[['dbo:foundedBy']],['dbo:foundedBy'],factoid,founder honeywell,0,-0.02802601884960045,-0.014555133483296097
2135,1.0,1.0,1.0,11,1,1,What episode of Star Trek was lee sheldon a writer on,[['dbo:writer']],['dbo:writer'],factoid,episode star trek lee sheldon writer,0,-0.03313322472187941,-0.015748492499496836
2136,1.0,1.0,1.0,6,1,2,"what school is in stillwater, oklahoma","[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:location']",factoid,"school stillwater , oklahoma",0,-0.02730772770062525,-0.020720695453002497
2137,1.0,1.0,1.0,10,1,1,"what was william jowitt, 1st earl jowitt's place of death",[['dbo:deathPlace']],['dbo:deathPlace'],factoid,"william jowitt , 1st earl jowitt 's place death",0,-0.036560304695363845,-0.007381988999523047
2139,1.0,1.0,1.0,5,1,1,where did mehmood's life end,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,mehmood 's life end,0,-0.027028684011131544,-0.018160838919059435
2141,0.0,0.0,0.0,9,1,0,Count  the journals in the field of Philosophy.,[['dbp:discipline']],[],count,count journals field philosophy .,0,-0.028360712704426416,-0.016773292542398923
2142,1.0,1.0,1.0,7,1,1,"what industry does devry, inc. operate in",[['dbo:industry']],['dbo:industry'],factoid,"industry devry , inc. operate",0,-0.029607005150654148,-0.01782654662328752
2143,1.0,1.0,1.0,6,1,1,in which area is wynyard located,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid,area wynyard located,0,-0.0673834920777987,-0.0032675574771711996
2146,1.0,1.0,1.0,10,1,1,what's one of the companies in the video game industry,[['dbo:industry']],['dbo:industry'],list,'s one companies video game industry,0,-0.030820916581668266,-0.021974356144863455
2148,0.0,0.0,0.0,7,1,1,What country does leonel manzano hail from,[['dbo:nationality']],['dbo:birthPlace'],factoid,country leonel manzano hail,0,-0.04197086001992932,-0.016374057921528917
2152,1.0,1.0,1.0,5,1,1,what is mandira bedi profession,[['dbo:occupation']],['dbo:occupation'],factoid,mandira bedi profession,0,-0.030485032475963715,-0.012953768419520794
2153,1.0,1.0,1.0,6,1,1,what state did hurricane ethel hit,[['dbp:areas']],['dbp:areas'],factoid,state hurricane ethel hit,0,-0.040455395795675725,-0.012406290815934137
2158,1.0,1.0,1.0,7,1,2,who is someone that peter singer influenced,"[['dbo:influencedBy', 'dbo:influenced']]","['dbo:influenced', 'dbo:influencedBy']",factoid,someone peter singer influenced,0,-0.03914580930114272,0.020059926365491622
2161,1.0,1.0,1.0,11,1,1,what is the gameplay mode of doom 3: resurrection of evil,[['dbp:modes']],['dbp:modes'],factoid,gameplay mode doom 3 : resurrection evil,0,-0.030421370618564345,-0.01829392241271874
2162,1.0,0.5,0.6666666666666666,9,1,2,what is topic of the show live tv bingo,[['dbo:genre']],"['dbo:genre', 'dbp:genre']",factoid,topic show live tv bingo,0,-0.018615916252921916,-0.01854669732356855
2163,1.0,1.0,1.0,9,1,1,what is the place of birth for todor yanchev,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth todor yanchev,0,-0.04359015754754229,-0.00717079198847831
2165,0.0,0.0,0.0,8,1,1,who is a parent of  jeremy mortimer,[['dbo:child']],['dbo:parent'],factoid,parent jeremy mortimer,0,-0.02872435538089132,-0.014426904419243922
2167,0.0,0.0,0.0,8,1,0,How many thesis were supervised by Ernest Rutherford?,[['dbo:doctoralAdvisor']],[],count,many thesis supervised ernest rutherford ?,0,-0.03044083601938329,-0.01674979160172552
2168,1.0,1.0,1.0,8,1,1,"who is the parent of anne, princess royal",[['dbo:parent']],['dbo:parent'],factoid,"parent anne , princess royal",0,-0.029635508975144446,-0.014023503897066622
2171,1.0,1.0,1.0,5,1,1,Where did Sune Bergström die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,sune bergström die ?,0,-0.04067727291916801,-0.01903220807912095
2175,1.0,1.0,1.0,9,1,1,where was the death place of octavio gabus mendes,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place octavio gabus mendes,0,-0.03596859304932229,-0.006108401379450424
2177,1.0,1.0,1.0,8,1,1,What was a war that happened in nepal,[['dbo:place']],['dbo:place'],factoid,war happened nepal,0,-0.028049656110497336,-0.015217606439783822
2180,1.0,1.0,1.0,7,1,1,what fictional character did sal buscema create,[['dbo:creator']],['dbo:creator'],factoid,fictional character sal buscema create,0,-0.023702847197969158,-0.02030502467280246
2181,0.0,0.0,0.0,7,1,0,Is Tirana the largest city of Albania?,[['dbp:largestCity']],[],boolean,tirana largest city albania ?,0,-0.05933582950625456,0.010086761692205657
2182,1.0,1.0,1.0,7,1,7,what's one of the counties in nevada,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,'s one counties nevada,0,-0.026784339930282047,-0.010946260301272132
2183,1.0,1.0,1.0,8,1,1,what events happened at the gulf of thailand?,[['dbo:place']],['dbo:place'],factoid,events happened gulf thailand ?,0,-0.028048355199612022,-0.013929996215098687
2184,1.0,1.0,1.0,7,1,1,where in california did george memmoli die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,california george memmoli die,0,-0.04975113169755681,-0.019192638090649663
2185,1.0,1.0,1.0,8,1,1,which film was directed by rainer werner fassbinder,[['dbo:director']],['dbo:director'],factoid,film directed rainer werner fassbinder,0,-0.0455858650571862,-0.018841290160695485
2186,1.0,1.0,1.0,6,1,2,which country locates san gregorio d'ippona,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",factoid,country locates san gregorio d'ippona,0,-0.04495342791279496,-0.014294142194026385
2189,1.0,1.0,1.0,6,1,1,where is the location of ridgeway?,"[['dbo:country', 'dbo:isPartOf']]",['dbo:country'],factoid,location ridgeway ?,0,-0.03312760639547616,0.000785575502103815
2190,1.0,1.0,1.0,10,1,1,"Who's an actress buried in calvary cemetery, east los angeles",[['dbo:restingPlace']],['dbo:restingPlace'],factoid,"'s actress buried calvary cemetery , east los angeles",0,-0.03730498450436786,-0.0037735501907237125
2192,1.0,1.0,1.0,8,1,1,who is a person with the writing profession,[['dbo:occupation']],['dbo:occupation'],factoid,person writing profession,0,-0.04796817703025541,0.024800330482270802
2194,1.0,1.0,1.0,7,1,1,where were the frisian–frankish wars fought at,[['dbo:place']],['dbo:place'],factoid,frisian–frankish wars fought,0,-0.02858580478892455,-0.014936964450688402
2195,0.0,0.0,0.0,5,1,1,Where is masse broberg from,[['dbo:hometown']],['dbo:birthPlace'],factoid,masse broberg,0,-0.027089266128950212,-0.014047065303298604
2196,1.0,1.0,1.0,8,1,1,where was gerald c. thomas laid to rest,[['dbo:restingPlace']],['dbo:restingPlace'],factoid,gerald c. thomas laid rest,0,-0.029828090748855927,-0.014894771307999629
2198,1.0,0.3333333333333333,0.5,6,1,3,"Where is st. joseph's college, colombo?","[['dbo:country', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid,"st. joseph 's college , colombo ?",0,-0.03394503720784025,-0.015364240379723079
2199,0.0,0.0,0.0,8,1,1,who is the mother of margaret woodrow wilson,[['dbo:child']],['dbo:parent'],factoid,mother margaret woodrow wilson,0,-0.027546130672115792,-0.014581330600736126
2202,1.0,1.0,1.0,8,1,1,What conflict did richard e. fleming partake in?,[['dbo:battle']],['dbo:battle'],factoid,conflict richard e. fleming partake ?,0,-0.03178825051076674,-0.01321629806919894
2203,0.0,0.0,0.0,5,1,0,What nationality is Shizuka Kuda?,[['dbo:hometown']],[],factoid,nationality shizuka kuda ?,0,-0.03393339766137864,-0.018914696294138337
2204,1.0,1.0,1.0,8,1,1,"Where is the bank of england building, liverpool?",[['dbo:location']],['dbo:location'],factoid,"bank england building , liverpool ?",0,-0.034366508889580115,-0.009023256232516085
2206,1.0,1.0,1.0,5,1,1,What's a game with multiplayer,[['dbp:modes']],['dbp:modes'],factoid,'s game multiplayer,0,-0.030932770838255845,-0.024862722984447642
2210,1.0,0.6666666666666666,0.8,8,1,3,where in the world is bishop stuart university,"[['dbo:country', 'dbo:city']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid,world bishop stuart university,0,-0.028327557901764402,-0.015560035503818192
2214,1.0,1.0,1.0,6,1,1,What composition did Paddy McAloon do?,[['dbo:writer']],['dbo:writer'],factoid,composition paddy mcaloon ?,0,-0.028324952477341996,-0.014320666333789051
2218,0.0,0.0,0.0,15,2,0, How many scientist have won an award by the society led by Venkatraman Ramakrishnan?,"[['dbp:prizes'], ['dbp:leaderName']]",[],count,many scientist award society led venkatraman ramakrishnan ?,0,-0.03031239570671755,-0.015667650631016824
2219,1.0,1.0,1.0,5,1,1,fumihiko maki designed what structure,[['dbo:architect']],['dbo:architect'],list,fumihiko maki designed structure,0,-0.02814264279721899,-0.014568007554493442
2220,1.0,1.0,1.0,6,1,1,what books has karen hesse written,[['dbo:author']],['dbo:author'],factoid,books karen hesse written,0,-0.033321039726094556,-0.014470704475061668
2225,1.0,1.0,1.0,7,1,1,what film was produced by rubber johnny,[['dbo:producer']],['dbo:producer'],factoid,film produced rubber johnny,0,-0.04813932614949827,-0.02155217927015337
2227,1.0,1.0,1.0,10,1,2,which lifestyle (sociology) tv program shows people with bad tattoos,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",factoid,lifestyle ( sociology ) tv program shows people bad tattoos,0,-0.02752639467107747,-0.01796114074083707
2228,1.0,1.0,1.0,6,1,1,What major battle happened in girona,[['dbo:place']],['dbo:place'],factoid,major battle happened girona,0,-0.029673064312887323,-0.013658116800680123
2229,1.0,1.0,1.0,6,1,1,what track does lena horne sing,[['dbo:artist']],['dbo:artist'],factoid,track lena horne sing,0,-0.02477129393137948,-0.004539810144771619
2230,1.0,1.0,1.0,13,1,1,what kinds of gameplay is required of doki! doki! yūenchi: crazy land daisakusen,[['dbp:modes']],['dbp:modes'],factoid,kinds gameplay required doki ! doki ! yūenchi : crazy land daisakusen,0,-0.02604312435713963,-0.018164406447825406
2231,1.0,1.0,1.0,10,1,1,which major city did friedrich tiedemann meet his end in,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,major city friedrich tiedemann meet end,0,-0.05229112591488637,0.0032082712685977395
2232,0.5,0.5,0.5,7,2,2,Give me all Canadian Grunge record labels.,"[['dbo:country'], ['dbo:genre']]","['dbo:genre', 'dbo:recordLabel']",list,give canadian grunge record labels .,0,-0.02207063609893991,-0.008747048991063525
2233,1.0,0.5,0.6666666666666666,4,1,2,Who influenced Zakir Naik?,[['dbo:influenced']],"['dbo:influenced', 'dbo:influencedBy']",factoid,influenced zakir naik ?,0,-0.03018202380311989,-0.015083852001736954
2234,1.0,1.0,1.0,9,1,1,what is the ideology of a monarchist national party,[['dbo:ideology']],['dbo:ideology'],factoid,ideology monarchist national party,0,-0.030774962323235504,-0.016887090016745366
2235,1.0,1.0,1.0,4,1,1,who produced the tune,[['dbo:producer']],['dbo:producer'],factoid,produced tune,0,-0.03514953379958328,-0.017031327340217443
2239,0.0,0.0,0.0,5,1,1,where did nick rhodes originate?,[['dbo:birthPlace']],['dbo:hometown'],factoid,nick rhodes originate ?,0,-0.03087812453058168,-0.014520457510860197
2240,1.0,1.0,1.0,8,1,1,where was the death place of paul lindblad,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place paul lindblad,0,-0.03966269585205114,-0.004371950537033132
2242,1.0,1.0,1.0,5,1,1,which company developed vmware server?,[['dbo:developer']],['dbo:developer'],factoid,company developed vmware server ?,0,-0.03567570276862989,-0.017671201515862062
2244,0.0,0.0,0.0,19,2,0,What is the home town of the Band which is the previous work of Sammy Hagar & Friends ?,"[['dbo:previousWork'], ['dbo:hometown']]",[],factoid,home town band previous work sammy hagar & friends ?,0,-0.02676314068900594,-0.008993851381212276
2245,0.0,0.0,0.0,10,1,0,"Does the white river flow into the connecticut river{u'_id': u'97e02dcf44aa43c1b7cc7a7c155b118f',",[['dbo:rightTributary']],[],boolean,"white river flow connecticut river { u'_id ' : u'97e02dcf44aa43c1b7cc7a7c155b118f ' ,",0,-0.03459601697283649,-0.013596701133437621
2247,0.5,0.5,0.5,11,2,2,"Who have children named James Roosevelt and Franklin Delano Roosevelt, Jr.?","[['dbp:children'], ['dbp:children']]","['dbo:child', 'dbp:children']",factoid,"children named james roosevelt franklin delano roosevelt , jr. ?",0,-0.03242711335241802,-0.014181121751827851
2248,0.0,0.0,0.0,12,2,1,How many things are crossed over by bridges which can carry cars?,"[['dbp:carries'], ['dbp:crosses']]",['dbo:crosses'],count,many things crossed bridges carry cars ?,0,-0.0318195576480064,-0.017489215842401675
2249,0.0,0.0,0.0,17,2,0,List the pole drivers in the grand prixes where Williams Grand Prix Engineering was a first team?,"[['dbp:firstTeam'], ['dbo:poleDriver']]",[],list,list pole drivers grand prixes williams grand prix engineering first team ?,0,-0.03152729337194972,-0.019353128750142716
2253,0.0,0.0,0.0,14,2,0,Count the  area of the radio stations whose serves in South Carolina ?,"[['dbp:area'], ['dbp:area']]",[],count,count area radio stations whose serves south carolina ?,0,-0.03560967983048238,-0.014390338865822692
2255,1.0,1.0,1.0,6,1,2,"what country is dow, california in?","[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,"country dow , california ?",0,-0.054004785842967896,-0.013861032831957776
2259,1.0,1.0,1.0,7,1,1,Who directed the film the big fix,[['dbo:director']],['dbo:director'],factoid,directed film big fix,0,-0.05073083902112896,-0.019777271271727254
2260,1.0,1.0,1.0,8,1,1,Where was robert paul weston's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,robert paul weston 's place birth ?,0,-0.04839560782601611,-0.00901691206996952
2262,0.0,0.0,0.0,13,2,0,Where is the headquarters of the public transit system which operators Go-to-card ?,"[['dbp:operator'], ['dbp:headquarters']]",[],factoid,headquarters public transit system operators go-to-card ?,0,-0.027373539367274363,-0.014465156946778628
2263,1.0,1.0,1.0,8,1,1,what bridge takes you over the yangtze river,[['dbo:crosses']],['dbo:crosses'],factoid,bridge takes yangtze river,0,-0.031380748526084114,-0.01532451803232498
2264,0.0,0.0,0.0,6,1,1,what country is king o'malley form,[['dbo:nationality']],['dbo:country'],factoid,country king o'malley form,0,-0.045351047925487185,-0.018956905843129205
2266,0.0,0.0,0.0,8,1,0,What country does wudinna district council belong to,[['dbo:country']],[],factoid,country wudinna district council belong,0,-0.04037930590841058,-0.01612781748086269
2268,1.0,1.0,1.0,6,1,1,Which country is andreas wisniewski from?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,country andreas wisniewski ?,0,-0.0462148675229478,-0.015759879088493575
2269,1.0,1.0,1.0,6,1,1,where did syl simon's life begin,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,syl simon 's life begin,0,-0.02824367206068486,-0.015255993981696235
2270,1.0,1.0,1.0,11,1,1,what is the main country where the ilue language is spoken,[['dbo:spokenIn']],['dbo:spokenIn'],factoid,main country ilue language spoken,0,-0.056302602775878494,-0.02489806088782022
2273,1.0,1.0,1.0,9,1,1,what are the names of albums by carcass (band),[['dbo:artist']],['dbo:artist'],factoid,names albums carcass ( band ),0,-0.017235552272203615,-0.009380252175847656
2274,0.0,0.0,0.0,9,2,0,Which university's graduates have worked in the Quartermaster corps?,"[['dbo:militaryUnit'], ['dbo:almaMater']]",[],factoid,university 's graduates worked quartermaster corps ?,0,-0.03119141371229586,-0.015598166753126278
2276,1.0,1.0,1.0,9,1,1,where was the place of birth for predrag vusovic,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth predrag vusovic,0,-0.04359015754754236,-0.0071707919884762055
2280,0.0,0.0,0.0,8,1,1,What company is the distributor of Bombay Sapphire?,[['dbp:distributor']],['dbo:distributor'],factoid,company distributor bombay sapphire ?,0,-0.03342802316739691,-0.01670410423107688
2283,1.0,1.0,1.0,14,1,1,What is a gameplay mode that can be played in tom clancys ghost recon,[['dbp:modes']],['dbp:modes'],factoid,gameplay mode played tom clancys ghost recon,0,-0.02684571936699516,-0.02710602339303494
2285,1.0,1.0,1.0,11,1,1,what southern california city is the birthplace of michael j. mcculley,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,southern california city birthplace michael j. mcculley,0,-0.06044982715436218,0.006800750277568593
2286,0.0,0.0,0.0,4,1,2,which country contains adevărul,[['dbo:headquarter']],"['dbo:country', 'dbo:isPartOf']",factoid,country contains adevărul,0,-0.05101988046229807,-0.01732366261280971
2287,1.0,1.0,1.0,7,1,7,what villages are in the united kingdom,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,villages united kingdom,0,-0.04227602302073649,0.012681232887362085
2288,0.0,0.0,0.0,20,2,0,Who coached the Marquette golden eagles men team in 09 to 10 and then again in 13 to 14 ?,"[['dbo:coach'], ['dbo:coach']]",[],factoid,coached marquette golden eagles men team 09 10 13 14 ?,0,-0.02736436445146784,-0.017979577581850117
