,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
4857,1.0,1.0,1.0,5,1,1,which videogame company developed golvellius,[['dbo:developer']],['dbo:developer'],factoid,videogame company developed golvellius,3,-0.03601967385089862,-0.019867741482234576
4886,0.0,0.0,0.0,16,2,0,How many pole drivers have been there in grand prixes where first driver was Damon Hill?,"[['dbo:poleDriver'], ['dbo:firstDriver']]",[],count,many pole drivers grand prixes first driver damon hill ?,3,-0.03077292686800127,-0.016796841338928892
4891,0.0,0.0,0.0,12,2,1,Which genre of books does the writer of The Many Hands write?,"[['dbp:author'], ['dbo:genre']]",['dbo:literaryGenre'],factoid,genre books writer many hands write ?,3,0.0482754914302631,-0.020572734324785482
4948,1.0,1.0,1.0,8,1,1,What company developed entomorph: plague of the darkfall,[['dbo:developer']],['dbo:developer'],factoid,company developed entomorph : plague darkfall,3,-0.034353859351483544,-0.016924511144070474
4982,0.0,0.0,0.0,10,2,0,How many movies have a screenplay located in the States?,"[['dbp:screenplay'], ['dbo:birthPlace']]",[],count,many movies screenplay located states ?,3,-0.07431909561462,0.005714899849273156
5001,0.0,0.0,0.0,10,2,0,How many things are produced by companies located in Tehran?,"[['dbp:location'], ['dbo:product']]",[],count,many things produced companies located tehran ?,3,-0.06530311734266225,-0.010940039045963712
5024,1.0,1.0,1.0,10,1,1,what is a production company in the film cuban fury,[['dbp:studio']],['dbp:studio'],factoid,production company film cuban fury,3,-0.04719917802087763,-0.021268424857136002
5047,0.0,0.0,0.0,16,2,0,How many people have played for the ones who own the stadium of Bankers Life Fieldhouse?,"[['dbp:arena'], ['dbp:team']]",[],count,many people played ones stadium bankers life fieldhouse ?,3,-0.02929213057491927,-0.026032555417915146
5092,0.0,0.0,0.0,12,2,0,How many teams have used the stadium which hosted the WCW mayhem?,"[['dbp:venue'], ['dbo:tenant']]",[],count,many teams used stadium hosted wcw mayhem ?,3,-0.03371578603536025,-0.019109402199393385
5093,0.0,0.0,0.0,11,2,0,How many people have worked for teams chaired by Patricia Amorim?,"[['dbp:name'], ['dbo:chairman']]",[],count,many people worked teams chaired patricia amorim ?,3,-0.03324419390279383,-0.019103229919159227
5195,1.0,1.0,1.0,16,1,1,Under what company was the film Tom & Jerry and the Fast and the Furry produced?,[['dbp:studio']],['dbp:studio'],factoid,company film tom & jerry fast furry produced ?,3,-0.04815916770462805,-0.02470051373940306
5266,0.0,0.0,0.0,22,2,0,Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull?,"[['dbo:keyPerson'], ['dbo:product']]",[],list,name company whose one product pixar image computer one key person edwin catmull ?,3,-0.02423877783943234,0.08696903626104831
5298,0.0,0.0,0.0,10,1,0,Which companies have Kumho Asiana Group as their parent company?,[['dbo:parentCompany']],[],factoid,companies kumho asiana group parent company ?,3,-0.03232766928629017,-0.015995351805552786
5321,0.0,0.0,0.0,10,1,0,How many players debuted their careers from San Francisco 49ers?,[['dbo:debutTeam']],[],count,many players debuted careers san francisco 49ers ?,3,-0.03318220471978174,-0.01543275714782387
5325,1.0,1.0,1.0,8,1,1,what movie is by the metro-goldwyn-mayer production company?,[['dbo:distributor']],['dbo:distributor'],factoid,movie metro-goldwyn-mayer production company ?,3,-0.03520104117457788,-0.020930580952320508
5432,0.0,0.0,0.0,6,1,1,How many bands began in Birmingham?,[['dbp:origin']],['dbo:hometown'],count,many bands began birmingham ?,3,-0.03196831240238962,-0.016870522749933215
5457,1.0,1.0,1.0,11,1,1,what production company was involved in smokin' aces 2: assasins' ball,[['dbp:studio']],['dbp:studio'],factoid,production company involved smokin ' aces 2 : assasins ' ball,3,-0.03294282749053423,-0.017661737879976103
5539,1.0,1.0,1.0,4,1,1,Name a finance company.,[['dbo:industry']],['dbo:industry'],list,name finance company .,3,-0.0007495869454328184,0.1856198096160126
5560,0.0,0.0,0.0,14,2,0,"From how many coutries do companies come, which are headquartered in the Klang Valley?","[['dbp:country'], ['dbp:headquarters']]",[],count,"many coutries companies come , headquartered klang valley ?",3,-0.03276415346904035,-0.016519169384084927
5582,1.0,1.0,1.0,11,1,1,"Under what production company was the film ""On The Double"" released?",[['dbo:distributor']],['dbo:distributor'],factoid,production company film `` double '' released ?,3,-0.039745758884568876,-0.01773769361813893
5629,0.5,1.0,0.6666666666666666,11,2,1,How many developers have worked on games of the Oddworld series?,"[['dbo:series'], ['dbo:developer']]",['dbo:developer'],count,many developers worked games oddworld series ?,3,-0.032762433452666544,-0.017421581817801058
5686,0.0,0.0,0.0,14,2,0,What company developed Mac OS 9 and also brought Tiny Tower to the market?,"[['dbo:developer'], ['dbp:distributor']]",[],factoid,company developed mac os 9 also brought tiny tower market ?,3,-0.033953588513547364,-0.014564300055966165
5706,0.0,0.0,0.0,13,2,1,How many different kinds of softwares have been released under the GPL license?,"[['dbp:license'], ['dbo:genre']]",['dbo:license'],count,many different kinds softwares released gpl license ?,3,-0.0220713323517785,-0.017202977922721286
5707,1.0,1.0,1.0,7,1,1,WHich company published pax imperia: eminent domain,[['dbo:publisher']],['dbo:publisher'],factoid,company published pax imperia : eminent domain,3,-0.03346365672957295,-0.016686346071830185
5730,0.0,0.0,0.0,11,1,1,Who was the production company for the film house party 2?,[['dbo:distributor']],['dbp:studio'],factoid,production company film house party 2 ?,3,-0.05167197313860651,-0.02591033830016607
5837,0.0,0.0,0.0,12,1,2,How many people won the Gold Medal of the Royal Astronomical Society?,[['dbp:prizes']],"['dbo:award', 'dbp:awards']",count,many people gold medal royal astronomical society ?,3,-0.03014511122803154,-0.018174467785256703
5868,0.0,0.0,0.0,6,1,0,How many shows does HBO have?,[['dbo:company']],[],count,many shows hbo ?,3,-0.03219156174029592,-0.01871701761781434
5880,1.0,1.0,1.0,9,1,1,which company is in the customer relationship management industry,[['dbo:industry']],['dbo:industry'],factoid,company customer relationship management industry,3,-0.034147882789553656,-0.018803913426252532
5897,0.0,0.0,0.0,9,1,0,How many people were drafted in the LA Clippers?,[['dbp:draftTeam']],[],count,many people drafted la clippers ?,3,-0.0332117177976349,-0.019333488156470367
5940,0.0,0.0,0.0,15,2,0,How many people have parterned with the person choroegraphed by Catarina Lindgren in the past?,"[['dbo:formerPartner'], ['dbo:formerChoreographer']]",[],count,many people parterned person choroegraphed catarina lindgren past ?,3,-0.03995111145820117,0.002287954539495394
6179,1.0,1.0,1.0,8,1,1,what is a company in the textile industry,[['dbo:industry']],['dbo:industry'],factoid,company textile industry,3,-0.03641588632089891,-0.020398807292550895
6203,1.0,1.0,1.0,4,1,1,which company developed battletanx,[['dbo:developer']],['dbo:developer'],factoid,company developed battletanx,3,-0.037742712518290186,-0.01825240477893699
6208,0.0,0.0,0.0,9,2,0,How many religions have the relatives of waxiangs followed?,"[['dbp:related'], ['dbo:religion']]",[],count,many religions relatives waxiangs followed ?,3,-0.03197915170747717,-0.017834541530702994
6217,0.0,0.0,0.0,5,1,1,Which company owns Evraz ?,[['dbo:owningCompany']],['dbo:owner'],factoid,company owns evraz ?,3,-0.0361272571558025,-0.01881047082655304
6220,0.0,0.0,0.0,7,1,0,When was the De Beers company founded?,[['dbo:foundingYear']],[],factoid,de beers company founded ?,3,-0.037534929218794436,-0.018521160418985744
6228,0.0,0.0,0.0,12,2,0,In how many different places do Starwood hotels and resorts worldwide operate?,"[['dbp:operator'], ['dbp:address']]",[],count,many different places starwood hotels resorts worldwide operate ?,3,-0.032889365988836586,-0.017276322583885846
6329,0.0,0.0,0.0,8,1,0,How many famous people are from the Filipinos?,[['dbo:stateOfOrigin']],[],count,many famous people filipinos ?,3,-0.036936124573470626,-0.005547664966871533
6336,1.0,1.0,1.0,6,1,1,What company created the show mukha,[['dbo:creator']],['dbo:creator'],factoid,company created show mukha,3,-0.0322258761434316,-0.020031558027592673
6351,1.0,1.0,1.0,6,1,1,which company published over the reich?,[['dbo:publisher']],['dbo:publisher'],factoid,company published reich ?,3,-0.03801793941862209,-0.018590604644756634
6384,1.0,1.0,1.0,6,1,1,which company developed super mario world,[['dbo:developer']],['dbo:developer'],factoid,company developed super mario world,3,-0.0337485013426558,-0.018125820989263453
6405,0.0,0.0,0.0,7,1,0,What is the parent company of PrivateCore?,[['dbo:subsidiary']],[],factoid,parent company privatecore ?,3,-0.0356859230950679,-0.017696443628779906
6415,1.0,1.0,1.0,8,1,1,what organization did the ford motor company found,[['dbo:foundedBy']],['dbo:foundedBy'],factoid,organization ford motor company found,3,-0.0349008063467768,-0.017011342263459073
6420,0.0,0.0,0.0,10,2,0,Name the sitcoms whose network's owning company is Chris-Craft Industries?,"[['dbo:network'], ['dbo:owningCompany']]",[],list,name sitcoms whose network 's owning company chris-craft industries ?,3,-0.015900566181957624,0.08291680707897535
6496,0.0,0.0,0.0,13,2,0,What is the parent company of the airline whose hub is in Detroit?,"[['dbp:hubs'], ['dbo:parentCompany']]",[],factoid,parent company airline whose hub detroit ?,3,-0.035961259391591185,-0.013727842133506904
6499,0.0,0.0,0.0,12,2,0,How many people have trained the wrestlers who were billed in Wisconsin?,"[['dbo:trainer'], ['dbo:billed']]",[],count,many people trained wrestlers billed wisconsin ?,3,-0.03383975821347741,-0.013269586131117396
6568,1.0,1.0,1.0,4,1,1,What company owns xew-am,[['dbo:owner']],['dbo:owner'],factoid,company owns xew-am,3,-0.03437521170029141,-0.01789242979191373
6592,0.0,0.0,0.0,8,2,0,Which new Mexico based company produces Surface ?,"[['dbo:product'], ['dbp:foundation']]",[],factoid,new mexico based company produces surface ?,3,-0.03875375161623394,-0.00550451325714918
6637,1.0,1.0,1.0,8,1,1,What kind of production company is Gridiron Gang?,[['dbp:studio']],['dbp:studio'],factoid,kind production company gridiron gang ?,3,0.014005861303895093,-0.062586433842428
6676,1.0,1.0,1.0,11,1,1,What production company worked on the film love & other drugs,[['dbp:studio']],['dbp:studio'],factoid,production company worked film love & drugs,3,-0.04438243485094364,-0.02183044371702822
6696,1.0,1.0,1.0,5,1,1,What broadcasting company owns wfan-fm,[['dbo:owner']],['dbo:owner'],factoid,broadcasting company owns wfan-fm,3,-0.03413208591589024,-0.018915999254461927
6738,1.0,1.0,1.0,11,1,1,What production company made you don't get life a second time?,[['dbp:studio']],['dbp:studio'],factoid,production company made n't get life second time ?,3,-0.042604866307203636,-0.016184683946301646
6789,0.5,1.0,0.6666666666666666,18,2,1,Give me a count of the services by the company which provides Data center as the services ?,"[['dbp:services'], ['dbp:services']]",['dbp:services'],list,give count services company provides data center services ?,3,-0.03407101422396874,-0.016889038944654645
6794,0.0,0.0,0.0,13,2,0,How many ships belong to states which has Unitary as government type ?,"[['dbo:country'], ['dbo:governmentType']]",[],count,many ships belong states unitary government type ?,3,0.00042001811742109604,-0.03801899386401282
6815,0.0,0.0,0.0,8,2,0,For how many things are americans famous for?,"[['dbp:placeOfBirth'], ['dbo:knownFor']]",[],count,many things americans famous ?,3,-0.03464175518437806,-0.004710052183353246
6836,0.0,0.0,0.0,11,2,0,What is the parent company of company which owns Sony Bank?,"[['dbp:parent'], ['dbo:parentCompany']]",[],factoid,parent company company owns sony bank ?,3,-0.037037745529775096,-0.0200585396220624
6869,0.0,0.0,0.0,8,1,0,How many venues are located in the US?,[['dbp:address']],[],count,many venues located us ?,3,-0.06752510692842054,-0.007922626501633367
6901,1.0,1.0,1.0,5,1,1,which company is in electronics,[['dbo:industry']],['dbo:industry'],factoid,company electronics,3,-0.03525808810467203,-0.017993512921194346
6919,0.0,0.0,0.0,9,1,1,"How many things are located in Ridgewood, New Jersey?",[['dbp:birthPlace']],['dbo:location'],count,"many things located ridgewood , new jersey ?",3,-0.06505057144274677,0.001955217042436773
6940,1.0,1.0,1.0,10,1,1,who was the production company of who framed roger rabbit,[['dbp:studio']],['dbp:studio'],factoid,production company framed roger rabbit,3,-0.033837047451840845,-0.01789859752243945
6977,0.0,0.0,0.0,10,1,1,the matrix reloaded was produced by this specific production company.,[['dbo:producer']],['dbp:studio'],factoid,matrix reloaded produced specific production company .,3,-0.03635541282079803,-0.018905990840734355
6986,0.0,0.0,0.0,9,1,1,How many artists are signed up with Celluloid Records?,[['dbp:label']],['dbo:recordLabel'],count,many artists signed celluloid records ?,3,-0.0240464388958539,-0.0021278797208597066
7027,0.0,0.0,0.0,11,2,0,Which company founded by Fusajiro Yamauchi gives service as Nintendo Network?,"[['dbo:foundedBy'], ['dbp:services']]",[],factoid,company founded fusajiro yamauchi gives service nintendo network ?,3,-0.03376527431240068,-0.01609941305085798
7049,0.0,0.0,0.0,8,1,0,How many guests have been there on broadway?,[['dbp:guests']],[],count,many guests broadway ?,3,-0.03132630482389343,-0.017877141066612603
7068,0.5,1.0,0.6666666666666666,19,2,1,How many honorary title are there of the scientists who has  Australian of the Year award  ?,"[['dbo:award'], ['dbo:award']]",['dbo:award'],count,many honorary title scientists australian year award ?,3,-0.024942464463143636,-0.014159466860971203
7100,0.5,1.0,0.6666666666666666,9,2,1,How many scientists graduated from an Ivy League university?,"[['dbo:affiliation'], ['dbo:almaMater']]",['dbo:almaMater'],count,many scientists graduated ivy league university ?,3,-0.03403518216315871,-0.01834241726699514
7102,0.0,0.0,0.0,10,1,0,How many theme musics have been composed by Julian Gingell?,[['dbp:themeMusicComposer']],[],count,many theme musics composed julian gingell ?,3,-0.028468607956562218,-0.01878680383897036
7123,0.0,0.0,0.0,13,2,0,How many other important things has the painter of Sarah Jane Adventures done?,"[['dbp:creator'], ['dbo:notableWork']]",[],count,many important things painter sarah jane adventures done ?,3,-0.031187157957715483,-0.015447189404883923
7171,0.0,0.0,0.0,9,1,0,How many bacterias are there whose division is Firmicutes?,[['dbo:division']],[],count,many bacterias whose division firmicutes ?,3,-0.032795420264922326,-0.016267047805708444
7182,0.0,0.0,0.0,8,1,0,How many people are known for Dragons' Den?,[['dbo:knownFor']],[],count,many people known dragons ' den ?,3,-0.02821918422862183,-0.023001019792200064
7187,0.0,0.0,0.0,7,1,1,What company produced code name: the cleaner?,[['dbo:distributor']],['dbp:studio'],factoid,company produced code name : cleaner ?,3,-0.013361364954462404,0.1275309593503157
7234,0.0,0.0,0.0,14,2,0,How many sports are played at the university whose president is Emanuel de Guzman?,"[['dbo:sport'], ['dbp:president']]",[],count,many sports played university whose president emanuel de guzman ?,3,-0.03343993730035109,-0.024091224411918542
7253,0.0,0.0,0.0,10,1,0,How many members are there in the European Go Federation?,[['dbp:membership']],[],count,many members european go federation ?,3,-0.03407839415982973,-0.01658201564648836
7294,0.0,0.0,0.0,8,1,0,How many people are in the continental army?,[['dbo:militaryBranch']],[],count,many people continental army ?,3,-0.0327757756037479,-0.01889115821140712
7300,0.0,0.0,0.0,6,1,1,which company produced kissing a fool,[['dbo:distributor']],['dbp:studio'],factoid,company produced kissing fool,3,-0.0385915144023253,-0.018965209690852535
7340,0.0,0.0,0.0,13,1,1,Who is the production company that created friday the 13th: the final chapter,[['dbo:distributor']],['dbp:studio'],factoid,production company created friday 13th : final chapter,3,-0.03290752195539838,-0.017156574564329785
7347,0.0,0.0,0.0,6,1,0,which company released the white angel,[['dbp:studio']],[],factoid,company released white angel,3,-0.0240274917090385,-0.013816341566740142
7369,0.0,0.0,0.0,11,1,1,What is the name of a company that creates board games,[['dbo:industry']],['dbo:publisher'],factoid,name company creates board games,3,-0.0032681124584809486,0.13038967425147951
7421,1.0,1.0,1.0,9,1,1,what is a company operating in the technology industry,[['dbo:industry']],['dbo:industry'],factoid,company operating technology industry,3,-0.03570870143337173,-0.02000406348433747
7437,1.0,1.0,1.0,6,1,1,which company produced the nifty nineties?,[['dbp:studio']],['dbp:studio'],factoid,company produced nifty nineties ?,3,-0.03859151440232529,-0.018965209690850984
7441,0.0,0.0,0.0,9,2,0,Grey gppse and eristoff is produced by which company?,"[['dbp:manufacturer'], ['dbp:manufacturer']]",[],list,grey gppse eristoff produced company ?,3,-0.03733483908003175,-0.018406394619901446
7504,1.0,1.0,1.0,8,1,1,what is a company in the restaurant industry,[['dbo:industry']],['dbo:industry'],factoid,company restaurant industry,3,-0.03679218870654388,-0.020898226391450395
7507,1.0,1.0,1.0,4,1,1,which company owns khay,[['dbo:owner']],['dbo:owner'],factoid,company owns khay,3,-0.036127257155802485,-0.018810470826553065
7557,1.0,1.0,1.0,7,1,1,Which company published the videogame galaxy 5000?,[['dbo:publisher']],['dbo:publisher'],factoid,company published videogame galaxy 5000 ?,3,-0.034429997253706865,-0.01900037802348165
7598,0.0,0.0,0.0,12,2,0,How many different people hold authority over the members of Balanidae family?,"[['dbo:family'], ['dbo:binomialAuthority']]",[],count,many different people hold authority members balanidae family ?,3,-0.034439055935286636,-0.019463288946479765
7604,1.0,1.0,1.0,5,1,1,which company published colony wars,[['dbo:publisher']],['dbo:publisher'],factoid,company published colony wars,3,-0.037645221525233044,-0.018585897689144874
7632,1.0,1.0,1.0,7,1,1,Which company owns the radio station wmfs?,[['dbo:owner']],['dbo:owner'],factoid,company owns radio station wmfs ?,3,-0.03234146818720194,-0.017811011888792524
7636,0.0,0.0,0.0,10,2,0,In how many nations is Coconut a common food ingredient?,"[['dbp:country'], ['dbo:ingredient']]",[],count,many nations coconut common food ingredient ?,3,-0.0302310773944763,-0.017303954642638036
7641,1.0,1.0,1.0,8,1,1,which production company opened the the opry house,[['dbp:studio']],['dbp:studio'],factoid,production company opened opry house,3,-0.03361229602695627,-0.01887940507784804
7656,1.0,1.0,1.0,8,1,1,who is the production company for donald's nephews,[['dbp:studio']],['dbp:studio'],factoid,production company donald 's nephews,3,-0.03510849009268138,-0.01826829476389175
7695,0.0,0.0,0.0,11,2,0,Name some shows whose company is owned by the CBS Corporation?,"[['dbp:company'], ['dbo:owner']]",[],list,name shows whose company owned cbs corporation ?,3,-0.012888790949404701,0.10798829714725801
7720,0.0,0.0,0.0,5,1,1,what company owns grocery store,[['dbo:industry']],['dbo:owner'],factoid,company owns grocery store,3,-0.03456744285283312,-0.017607148900718197
7833,0.0,0.0,0.0,15,2,0,From how many different places did the weapons used in the American Indian wars originate?,"[['dbp:origin'], ['dbo:usedInWar']]",[],count,many different places weapons used american indian wars originate ?,3,-0.04146761824685776,-0.01856547779355117
7873,1.0,1.0,1.0,5,1,1,what company is autechre with?,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,company autechre ?,3,-0.035258088104672264,-0.01799351292119665
7894,1.0,1.0,1.0,7,1,1,How many languages are spoken in Turkmenistan?,[['dbo:language']],['dbo:language'],count,many languages spoken turkmenistan ?,3,-0.03616121370952317,-0.020610187384774936
7921,0.0,0.0,0.0,12,1,0,How many gold medals did Michael Phelps win at the 2008 Olympics?,[['dbo:goldMedalist']],[],count,many gold medals michael phelps win 2008 olympics ?,3,-0.02805844232826943,-0.016516952332627188
7951,0.0,0.0,0.0,9,1,1,is standard chartered korea a public or private company,[['dbo:type']],['dbo:industry'],boolean,standard chartered korea public private company,3,-0.033182229345341485,-0.014320492836497948
7957,0.0,0.0,0.0,18,2,0,How many party are there of the office holders whose one of the party is Janata Dal ?,"[['dbo:otherParty'], ['dbo:otherParty']]",[],count,many party office holders whose one party janata dal ?,3,-0.03142733795581849,-0.014673261437685766
7969,0.5,1.0,0.6666666666666666,11,2,1,How many causes of death have been associated with American citizens?,"[['dbp:citizenship'], ['dbo:deathCause']]",['dbo:deathCause'],count,many causes death associated american citizens ?,3,-0.03311033849444157,-0.013349916651746252
8115,1.0,1.0,1.0,6,1,1,which company developed the addams family?,[['dbo:developer']],['dbo:developer'],factoid,company developed addams family ?,3,-0.037214396232627164,-0.018300066194972434
8131,0.0,0.0,0.0,9,2,0,How many people hold important positions alongwith Donna Shalala?,"[['dbo:keyPerson'], ['dbp:keyPeople']]",[],count,many people hold important positions alongwith donna shalala ?,3,-0.03218473917650951,-0.018475808570913927
8173,1.0,1.0,1.0,8,1,1,How many veterans are buried in the US?,[['dbo:restingPlace']],['dbo:restingPlace'],count,many veterans buried us ?,3,-0.03607677638881432,-0.01797820674307854
8194,1.0,1.0,1.0,7,1,1,which production company released the film always,[['dbp:studio']],['dbp:studio'],factoid,production company released film always,3,-0.039786446236372425,-0.017725013587033312
8256,0.0,0.0,0.0,9,2,0,How many people have headed organizations headquartered at Niederkirchnerstrae?,"[['dbo:headquarter'], ['dbo:leader']]",[],count,many people headed organizations headquartered niederkirchnerstrae ?,3,-0.032432608336899794,-0.018415424316772722
8266,0.0,0.0,0.0,9,2,0,How many TV shows' networks are headquarterd in NY?,"[['dbp:network'], ['dbp:headquarters']]",[],count,many tv shows ' networks headquarterd ny ?,3,-0.030446507358620298,-0.01837595066775479
8322,0.0,0.0,0.0,14,2,0,What are the products of the company who published Robot Wars: Metal Mayhem ?,"[['dbo:publisher'], ['dbo:product']]",[],factoid,products company published robot wars : metal mayhem ?,3,-0.021139968462334544,-0.004336281654000977
8342,1.0,1.0,1.0,8,1,1,Who is the parent company that owns kvi,[['dbo:owner']],['dbo:owner'],factoid,parent company owns kvi,3,-0.03657254575072514,-0.018536964634112234
8347,1.0,1.0,1.0,7,1,1,What production company put out g-force (film)?,[['dbp:studio']],['dbp:studio'],factoid,production company put g-force ( film ) ?,3,-0.04778014991790587,-0.022000544353934844
8564,0.0,0.0,0.0,13,2,0,How many movies were directed by the graduate of Burbank High School ?,"[['dbp:director'], ['dbp:education']]",[],count,many movies directed graduate burbank high school ?,3,-0.03935729145386841,-0.02609540113333934
8604,0.0,0.0,0.0,8,1,0,How many places were ruled by Elizabeth II?,[['dbp:leaderName']],[],count,many places ruled elizabeth ii ?,3,-0.03529160912868817,-0.01744838477505705
8736,0.0,0.0,0.0,5,1,1,Is facebook a public company?,[['dbp:companyType']],['dbo:industry'],boolean,facebook public company ?,3,-0.03527855201440592,-0.017238944212411705
8748,0.0,0.0,0.0,11,2,0,How many mountain ranges are located in the Canton of Fribourg?,"[['dbo:locatedInArea'], ['dbo:mountainRange']]",[],count,many mountain ranges located canton fribourg ?,3,-0.05773463735053805,-0.004407269210829801
8762,0.0,0.0,0.0,7,1,0,How many politicians are in the militia?,[['dbp:branch']],[],count,many politicians militia ?,3,-0.032807235630752746,-0.018041736016950683
8774,0.0,0.0,0.0,9,1,1,How many movies are distributed by Cinema International Corporation?,[['dbo:distributor']],['dbp:distributor'],count,many movies distributed cinema international corporation ?,3,-0.03112418662850881,-0.01706721788660176
8837,1.0,1.0,1.0,8,1,1,With what company is the service OneDrive associated?,[['dbp:services']],['dbp:services'],factoid,company service onedrive associated ?,3,-0.031036678547685468,-0.015966999942361653
8960,1.0,1.0,1.0,8,1,1,which record company is stina nordenstam signed to,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,record company stina nordenstam signed,3,-0.028978992042145428,-0.01166864595361076
8987,0.0,0.0,0.0,9,2,0,List the shows whose company's successor is Amblin Television.,"[['dbo:company'], ['dbo:successor']]",[],list,list shows whose company 's successor amblin television .,3,-0.03652630164707258,-0.016664764236382527
9095,1.0,1.0,1.0,6,1,1,which production company handled garden state,[['dbp:studio']],['dbp:studio'],factoid,production company handled garden state,3,-0.04555195989757974,-0.016291869954414274
9104,0.0,0.0,0.0,10,2,0,How many inhabitants does the largest city in Canada have?,"[['dbo:largestCity'], ['dbo:populationTotal']]",[],count,many inhabitants largest city canada ?,3,-0.0649092515681676,0.0077073831511286885
9124,1.0,1.0,1.0,7,1,1,which company published david cranes amazing tennis,[['dbo:publisher']],['dbo:publisher'],factoid,company published david cranes amazing tennis,3,-0.036550960079318344,-0.021037115669072154
9161,0.5,1.0,0.6666666666666666,8,2,1,How many companies have developed cross platformed softwares?,"[['dbp:operatingSystem'], ['dbo:developer']]",['dbo:developer'],count,many companies developed cross platformed softwares ?,3,-0.0335179215348534,-0.017187062597788332
9197,0.5,1.0,0.6666666666666666,14,2,1,"How many awards have been awarded to people who are buried in Glendale, California?","[['dbo:restingPlace'], ['dbo:award']]",['dbo:restingPlace'],count,"many awards awarded people buried glendale , california ?",3,-0.03794928475444004,-0.0174367382159949
9244,0.0,0.0,0.0,15,2,0,How many other family of the mammals exists  whose family is also Hominidae ?,"[['dbo:family'], ['dbo:family']]",[],count,many family mammals exists whose family also hominidae ?,3,-0.03292228108294707,-0.015595615363610565
9372,0.0,0.0,0.0,8,2,1,How many labels sign up progressive rock artists?,"[['dbp:genre'], ['dbo:recordLabel']]",['dbo:genre'],count,many labels sign progressive rock artists ?,3,0.031285123079391595,0.03016324094070641
9462,1.0,1.0,1.0,7,1,1,who was the author of the company,[['dbo:author']],['dbo:author'],factoid,author company,3,-0.041353258342929494,-0.018481066638487992
9490,0.0,0.0,0.0,13,2,0,How many have company as Paramount Television and network as NBC are there?,"[['dbo:network'], ['dbp:company']]",[],count,many company paramount television network nbc ?,3,-0.03701286181332708,-0.017940186600984967
9554,1.0,1.0,1.0,7,1,1,Under what publishing company was ONI released?,[['dbo:publisher']],['dbo:publisher'],factoid,publishing company oni released ?,3,-0.024225944179285138,-0.013004419099651585
9559,0.0,0.0,0.0,7,1,0,what company does brian wilson work for,[['dbo:recordLabel']],[],factoid,company brian wilson work,3,-0.03550323000424205,-0.022347661406011122
9664,0.0,0.0,0.0,8,1,1,England is the origin of how many things?,[['dbp:origin']],['dbo:hometown'],count,england origin many things ?,3,-0.0386729338571625,-0.016488930002286798
9706,1.0,1.0,1.0,6,1,1,what is an investment banking company,[['dbo:industry']],['dbo:industry'],factoid,investment banking company,3,-0.03323477294051628,-0.017019486624961024
9729,1.0,1.0,1.0,9,1,1,what company produced american pie presents: the naked mile,[['dbp:studio']],['dbp:studio'],factoid,company produced american pie presents : naked mile,3,-0.039473821175117954,-0.017234748716762754
9746,0.0,0.0,0.0,9,2,0,Solon Spencer Beman has architected in how many cities?,"[['dbp:locationTown'], ['dbo:architect']]",[],count,solon spencer beman architected many cities ?,3,-0.03221787889568429,-0.0168371482037078
9791,1.0,0.5,0.6666666666666666,7,1,2,What gaming company made prey the stars,[['dbo:developer']],"['dbo:developer', 'dbo:publisher']",factoid,gaming company made prey stars,3,-0.028215162828039632,-0.018643813829050625
9809,1.0,1.0,1.0,9,1,1,what is an example of an interactive media company,[['dbo:industry']],['dbo:industry'],factoid,example interactive media company,3,-0.01909166083238734,-0.009799521463500058
9831,0.0,0.0,0.0,4,1,0,which company made vanguard?,[['dbo:publisher']],[],factoid,company made vanguard ?,3,-0.030798431913713818,-0.018090353322880767
9866,1.0,1.0,1.0,9,1,1,What's a company in the it service management industry,[['dbo:industry']],['dbo:industry'],factoid,'s company service management industry,3,-0.036365090211536506,-0.02029162189826685
9880,0.0,0.0,0.0,16,2,0,What are some video games whose music is composed by an employ of the company Creatures?,"[['dbp:composer'], ['dbo:occupation']]",[],factoid,video games whose music composed employ company creatures ?,3,0.07168920559714252,-0.05829112798408422
9889,0.0,0.0,0.0,9,1,1,Murray Gold has composed music for how many things?,[['dbo:composer']],['dbo:musicComposer'],count,murray gold composed music many things ?,3,0.09380174871581753,-0.06607065717889145
9909,1.0,1.0,1.0,7,1,1,whats the name of a finance company,[['dbo:industry']],['dbo:industry'],factoid,whats name finance company,3,0.003283394612071918,0.18634797508784162
9984,1.0,1.0,1.0,6,1,1,WHich company produced godzilla: final wars,[['dbp:studio']],['dbp:studio'],factoid,company produced godzilla : final wars,3,-0.03984479749515171,-0.019823434083026607
10008,0.0,0.0,0.0,13,2,0,Where do the railroads owned by the Chicago and Northwestern Transportation company begin?,"[['dbp:system'], ['dbo:routeStart']]",[],factoid,railroads owned chicago northwestern transportation company begin ?,3,-0.03253808231036778,-0.014133366832734248
10048,1.0,1.0,1.0,7,1,1,Which company published need for speed ii?,[['dbo:publisher']],['dbo:publisher'],factoid,company published need speed ii ?,3,-0.03304143827205926,-0.01571446686674556
