,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type,cleaned,cluster,x0,x1
1974,1.0,0.75,0.8571428571428571,6,1,4,Name a place in jackson county.,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name place jackson county .,4,-0.024859863480284444,0.2083429404081255
1995,1.0,1.0,1.0,5,1,1,Name an album by thezutons,[['dbo:artist']],['dbo:artist'],list,name album thezutons,4,0.18085272992085571,0.27586016054439966
1999,1.0,0.6666666666666666,0.8,6,1,3,Name a location within cherokee county,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location', 'dbo:region']",list,name location within cherokee county,4,-0.022720287535286127,0.1656889235032194
2026,0.0,0.0,0.0,7,1,1,what is lu xuechang's place of birth?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,lu xuechang 's place birth ?,4,-0.04359015754754231,-0.007170791988477542
2029,1.0,1.0,1.0,7,1,7,name a mountain range in united kingdom,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name mountain range united kingdom,4,-0.019034706826902448,0.183859431953058
2032,1.0,0.5,0.6666666666666666,6,1,2,Name someone who influenced kevin mcaleer.,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",list,name someone influenced kevin mcaleer .,4,-0.01364071980222517,0.15181726542667154
2039,1.0,1.0,1.0,10,1,1,where in new york city was billybangartist's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,new york city billybangartist 's place death ?,4,-0.07869097813809973,0.036517077135287276
2041,1.0,1.0,1.0,6,1,1,where did swatow operation take place,[['dbo:place']],['dbo:place'],factoid,swatow operation take place,4,-0.03865720801082164,-0.005884225939161296
2053,1.0,1.0,1.0,9,1,1,What is the name of a musical theatre album,[['dbo:genre']],['dbo:genre'],factoid,name musical theatre album,4,0.17040695799088637,0.25111959128718675
2058,1.0,1.0,1.0,12,1,2,Whats the name of a lake thats in glacier national park (u.s.),"[['dbo:locatedInArea', 'dbo:location']]","['dbo:locatedInArea', 'dbo:location']",factoid,whats name lake thats glacier national park ( u.s . ),4,-0.006437715432367574,0.12373070884211489
2060,1.0,1.0,1.0,9,1,1,What is the name of a speculative fiction book,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name speculative fiction book,4,0.029513017233039243,0.2002340726832049
2066,1.0,1.0,1.0,9,1,1,what is the place of death of earl rogers?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death earl rogers ?,4,-0.038899433550060813,-0.0033166784706077823
2069,1.0,1.0,1.0,8,1,1,What is the name of a famous pitcher,[['dbo:position']],['dbo:position'],factoid,name famous pitcher,4,0.003687443594090823,0.2247835939193112
2075,1.0,1.0,1.0,8,1,1,where was the birth place of manabu nakanishi,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place manabu nakanishi,4,-0.043590157547542425,-0.007170791988474934
2077,1.0,1.0,1.0,7,1,1,Name a work written by jhumpa lahiri,"[['dbo:author', 'dbo:notableWork']]",['dbo:author'],list,name work written jhumpa lahiri,4,-0.009731243220031265,0.1250044964484791
2085,1.0,1.0,1.0,9,1,1,What is the name of a famous English screenwriter?,[['dbo:occupation']],['dbo:occupation'],factoid,name famous english screenwriter ?,4,-0.002285841894906065,0.18826601445896862
2120,1.0,1.0,1.0,10,1,1,where is the place of death of ella cora hind?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death ella cora hind ?,4,-0.035120514565359445,-0.005211717249244844
2126,0.0,0.0,0.0,11,1,0,Name the home Stadium of Kenya national under-20 football team ?,[['dbp:homeStadium']],[],list,name home stadium kenya national under-20 football team ?,4,-0.019923358096675288,0.05835645217107768
2137,1.0,1.0,1.0,10,1,1,"what was william jowitt, 1st earl jowitt's place of death",[['dbo:deathPlace']],['dbo:deathPlace'],factoid,"william jowitt , 1st earl jowitt 's place death",4,-0.036560304695363845,-0.007381988999523047
2151,0.0,0.0,0.0,8,1,1,which place in europe is grouville located in?,[['dbo:country']],['dbo:location'],factoid,place europe grouville located ?,4,-0.07303920347312745,0.0081182262915427
2159,0.0,0.0,0.0,10,1,1,What is the country whose leader name is Grard Larcher?,[['dbp:leaderName']],['dbo:leader'],factoid,country whose leader name grard larcher ?,4,-0.02201274082595402,0.1155488211384275
2163,1.0,1.0,1.0,9,1,1,what is the place of birth for todor yanchev,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth todor yanchev,4,-0.04359015754754229,-0.00717079198847831
2173,1.0,1.0,1.0,10,1,1,Name a song that siouxsie sioux wrote the lyrics for.,[['dbo:writer']],['dbo:writer'],list,name song siouxsie sioux wrote lyrics .,4,-0.01805834804077099,0.11461080729129343
2175,1.0,1.0,1.0,9,1,1,where was the death place of octavio gabus mendes,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place octavio gabus mendes,4,-0.03596859304932229,-0.006108401379450424
2216,1.0,1.0,1.0,10,1,1,What is the name of an album by fred astaire,[['dbo:artist']],['dbo:artist'],factoid,name album fred astaire,4,0.13921509712657085,0.2188755025821326
2240,1.0,1.0,1.0,8,1,1,where was the death place of paul lindblad,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,death place paul lindblad,4,-0.03966269585205114,-0.004371950537033132
2260,1.0,1.0,1.0,8,1,1,Where was robert paul weston's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,robert paul weston 's place birth ?,4,-0.04839560782601611,-0.00901691206996952
2275,0.0,0.0,0.0,20,2,0,Name the scientist whose supervisor was John Robert Woodyard and has won Norbert Wiener Award for Social and Professional Responsibility?,"[['dbp:doctoralAdvisor'], ['dbp:prizes']]",[],list,name scientist whose supervisor john robert woodyard norbert wiener award social professional responsibility ?,4,-0.02017667071102544,0.06607013515761216
2276,1.0,1.0,1.0,9,1,1,where was the place of birth for predrag vusovic,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth predrag vusovic,4,-0.04359015754754236,-0.0071707919884762055
2291,1.0,1.0,1.0,12,1,1,what is the name of the German Eurodance duo performing ambient music,[['dbo:genre']],['dbo:genre'],factoid,name german eurodance duo performing ambient music,4,0.09744250734138316,0.068368503615953
2300,0.0,0.0,0.0,7,1,0,Name the composer of motorpsycho Nitemare ?,[['dbp:composer']],[],list,name composer motorpsycho nitemare ?,4,-0.0018764934679921816,0.13816057662586267
2342,1.0,1.0,1.0,6,1,7,Name a lake contained within Australia.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name lake contained within australia .,4,-0.012832793896077752,0.15859749237189838
2353,1.0,1.0,1.0,7,1,1,What is krishna datt's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,krishna datt 's place birth ?,4,-0.0435901575475425,-0.007170791988476464
2363,0.0,0.0,0.0,14,2,0,Name the movies distributed by RKO Pictures and has music composer as Bernard Herrmann?,"[['dbo:musicComposer'], ['dbp:distributor']]",[],list,name movies distributed rko pictures music composer bernard herrmann ?,4,0.07715831509143936,0.05384060492445179
2367,0.0,0.0,0.0,10,1,0,Name the movies writtten by the group Monty Python ?,[['dbp:writer']],[],list,name movies writtten group monty python ?,4,-0.005649402463028121,0.10435642195509545
2373,1.0,1.0,1.0,9,1,1,"Name the son of the Fulk, King of Jerusalem.",[['dbo:parent']],['dbo:parent'],list,"name son fulk , king jerusalem .",4,-0.00539756184229553,0.11459305802235589
2384,1.0,1.0,1.0,8,1,1,Name an example of the american craftsman style,[['dbo:architecturalStyle']],['dbo:architecturalStyle'],list,name example american craftsman style,4,0.018306683936326132,0.14361724987582586
2387,1.0,1.0,1.0,10,1,7,what is the name of a beach in  virginia,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name beach virginia,4,0.002516856784735492,0.19276970730579424
2390,1.0,1.0,1.0,8,1,1,what wars took place in the atlantic ocean,[['dbo:place']],['dbo:place'],factoid,wars took place atlantic ocean,4,-0.037927826698793715,-0.005105221121609165
2432,1.0,1.0,1.0,9,1,1,whats the name of one of sonny james's albums,[['dbo:artist']],['dbo:artist'],factoid,whats name one sonny james 's albums,4,0.0036579313854838247,0.1510915014761757
2448,1.0,1.0,1.0,8,1,1,What is the name of himesh reshammiya's album?,[['dbo:artist']],['dbo:artist'],factoid,name himesh reshammiya 's album ?,4,0.12913003455860467,0.20383587914240278
2479,1.0,1.0,1.0,3,1,1,Name a cinematographer,[['dbo:occupation']],['dbo:occupation'],list,name cinematographer,4,0.017878358051024505,0.27240901691492075
2501,1.0,1.0,1.0,9,1,1,Where was the place of death of stefan zweig,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death stefan zweig,4,-0.03802844864811284,-0.004167692768509763
2502,1.0,1.0,1.0,6,1,1,what is nancy alvarez's birth place,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,nancy alvarez 's birth place,4,-0.04481764804515524,-0.006823389258171104
2503,1.0,1.0,1.0,8,1,1,Name a composition by andrew william harvey taylor,[['dbo:writer']],['dbo:writer'],list,name composition andrew william harvey taylor,4,-0.00955404828674255,0.11319986342489965
2506,1.0,1.0,1.0,10,1,1,which american town is george w. thompson's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,american town george w. thompson 's place death ?,4,-0.05186900876004389,-0.0016480982574068543
2531,1.0,1.0,1.0,7,1,1,Where was sekou sundiata's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,sekou sundiata 's place birth ?,4,-0.043590157547542356,-0.007170791988476109
2549,1.0,1.0,1.0,11,1,1,what is the place of birth of gottfried graf von bismarck-schönhausen,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth gottfried graf von bismarck-schönhausen,4,-0.039911292343811446,-0.009442008364068943
2558,1.0,1.0,1.0,9,1,1,what is the birth place of  peter herdic,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place peter herdic,4,-0.04640143678741362,-0.006682648516681139
2572,1.0,1.0,1.0,12,1,7,What is the name of a Wisconsin village in the united states?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name wisconsin village united states ?,4,-0.024439849881664023,0.18361822306222092
2575,1.0,1.0,1.0,9,1,1,what is the birth place of mehdi belhaj kacem,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place mehdi belhaj kacem,4,-0.041112676622561635,-0.008211257879737083
2600,1.0,1.0,1.0,9,1,1,what is the name of a 2000 fantasy book,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,name 2000 fantasy book,4,0.022433611345147653,0.1698375276302374
2620,1.0,1.0,1.0,5,1,1,Name a a blues album,[['dbo:genre']],['dbo:genre'],list,name blues album,4,0.25456287578515696,0.3811413251199632
2633,1.0,1.0,1.0,9,1,3,Name a former train station located in new jersey.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:location']",list,name former train station located new jersey .,4,-0.03847349422672642,0.13562028992895972
2651,1.0,1.0,1.0,4,1,2,Name a tv sitcom.,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",list,name tv sitcom .,4,0.007849411080766724,0.18811737367359424
2661,1.0,1.0,1.0,10,1,2,what is the name of a city in lasalle county,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",factoid,name city lasalle county,4,-0.05288926309837217,0.21729409708415956
2668,1.0,1.0,1.0,7,1,2,Name a school district in morris county,"[['dbo:locatedInArea', 'dbo:isPartOf', 'dbo:location']]","['dbo:isPartOf', 'dbo:location']",list,name school district morris county,4,-0.01935621022417011,0.1501257760540468
2676,1.0,1.0,1.0,12,1,1,whats the name of a school that is a  private university,[['dbo:type']],['dbo:type'],factoid,whats name school private university,4,0.0031285127976644605,0.1776177774303212
2707,1.0,1.0,1.0,9,1,1,which us state is smoke blanchard's place of death?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,us state smoke blanchard 's place death ?,4,-0.049288219769470835,-0.003390809656683339
2710,1.0,0.5,0.6666666666666666,8,1,2,Name the awards won by Elie Wiesel ?,[['dbp:awards']],"['dbo:award', 'dbp:awards']",list,name awards elie wiesel ?,4,-0.0041440555157214965,0.12824692463754217
2714,1.0,1.0,1.0,7,1,1,Where was max graham's place of birth?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,max graham 's place birth ?,4,-0.04605132218669877,-0.008711556338935689
2729,1.0,1.0,1.0,7,1,1,Name an album from The Righteous Brothers.,[['dbo:artist']],['dbo:artist'],list,name album righteous brothers .,4,0.14488989561218454,0.2270660668470736
2739,1.0,1.0,1.0,7,1,1,what was karl dönitz's place of death,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,karl dönitz 's place death,4,-0.0382502359673811,-0.003469723479359012
2761,0.5,1.0,0.6666666666666666,8,2,1,Name some sports played in institutions of Maharashtra?,"[['dbp:state'], ['dbo:sport']]",['dbo:sport'],list,name sports played institutions maharashtra ?,4,-0.0007728013594815509,0.11551991556677817
2772,1.0,1.0,1.0,7,1,1,Name the biography written by Milton Meltzer?,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name biography written milton meltzer ?,4,-0.00893078906732837,0.1221594639636838
2813,0.0,0.0,0.0,14,1,1,what is the name of the album by the American groove metal band Skinlab,[['dbo:type']],['dbo:artist'],factoid,name album american groove metal band skinlab,4,0.12048422134699924,0.18631322386955299
2822,1.0,0.5,0.6666666666666666,9,1,2,what's the name of a place in the hamptons,[['dbo:location']],"['dbo:isPartOf', 'dbo:location']",list,'s name place hamptons,4,-0.006444099777681445,0.19634680841531688
2830,1.0,1.0,1.0,9,1,7,Name an alaskan town located in the united states.,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name alaskan town located united states .,4,-0.056121935195839114,0.18069445074333335
2841,1.0,1.0,1.0,13,1,7,What is the name of a mountain range located in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name mountain range located united states,4,-0.05971067840859607,0.20190692526086462
2866,1.0,1.0,1.0,6,1,1,What is willi reinfrank's birth place,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,willi reinfrank 's birth place,4,-0.04359015754754223,-0.00717079198847569
2887,1.0,1.0,1.0,10,1,1,What is the name of Nat King Cole's jazz album?,[['dbo:genre']],['dbo:genre'],factoid,name nat king cole 's jazz album ?,4,0.10932612880836583,0.17545433197989183
2906,1.0,1.0,1.0,9,1,1,Where was the place of birth of jeremiah theus,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth jeremiah theus,4,-0.043590157547542224,-0.007170791988475398
2913,1.0,1.0,1.0,7,1,1,what is paul hutchison's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,paul hutchison 's place birth,4,-0.04681483306212859,-0.008135204668849377
2937,1.0,1.0,1.0,10,1,1,What is the name of a cyclone that affected japan,[['dbp:areas']],['dbp:areas'],factoid,name cyclone affected japan,4,-0.002369034253009062,0.1377622263130516
2958,1.0,1.0,1.0,12,1,1,what's the name of a german ace fighter from world war ii,[['dbo:battle']],['dbo:battle'],list,'s name german ace fighter world war ii,4,-0.006887316373547763,0.1033573929210897
2969,1.0,1.0,1.0,4,1,2,name a variety show,"[['dbo:genre', 'dbp:genre']]","['dbo:genre', 'dbp:genre']",list,name variety show,4,0.006976003711414046,0.1735515367059505
2978,1.0,1.0,1.0,7,1,1,Name a book in the fantasy genre,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,name book fantasy genre,4,0.16782740293227422,0.21037128974259986
2982,1.0,1.0,1.0,14,1,1,what is the name of a location found in the central european time zone,[['dbo:timeZone']],['dbo:timeZone'],factoid,name location found central european time zone,4,-0.044786341038373374,0.16257218233305928
2993,1.0,1.0,1.0,6,1,7,name a building found in arkansas,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name building found arkansas,4,-0.0019022482198508151,0.15664169157188212
3021,1.0,0.6666666666666666,0.8,6,1,3,"Name a dam in bundaberg, queensland","[['dbo:city', 'dbo:location']]","['dbo:city', 'dbo:country', 'dbo:location']",list,"name dam bundaberg , queensland",4,-0.004233319781890945,0.12237382502861557
3026,1.0,1.0,1.0,9,1,1,what is the place of birth of edward allington?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth edward allington ?,4,-0.046421161324981045,-0.006885124452961253
3051,1.0,1.0,1.0,9,1,1,where was the place of death of ron palillo,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,place death ron palillo,4,-0.038061261216374716,-0.0038390323327900243
3077,1.0,1.0,1.0,10,1,1,What is the name of an album by andy summers,[['dbo:artist']],['dbo:artist'],factoid,name album andy summers,4,0.14652945601743064,0.22603664052015426
3080,1.0,1.0,1.0,7,1,1,Name a jazz track by dave koz.,[['dbo:artist']],['dbo:artist'],list,name jazz track dave koz .,4,0.002767468695236322,0.1454680356444894
3082,1.0,1.0,1.0,10,1,6,What is the name of a mountain in north america?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",factoid,name mountain north america ?,4,-0.008008320816029497,0.19221006138010938
3091,1.0,0.8571428571428571,0.923076923076923,5,1,7,Name a place within piedmont,"[['dbo:locatedInArea', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name place within piedmont,4,-0.01209820410170684,0.18223563671729612
3104,1.0,1.0,1.0,12,1,6,What is the name of a Roman Catholic Church located in poland?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,name roman catholic church located poland ?,4,-0.032639371490564735,0.12318618303790613
3135,1.0,1.0,1.0,8,1,1,Name someone who was interred at glasnevin cemetery,[['dbo:restingPlace']],['dbo:restingPlace'],list,name someone interred glasnevin cemetery,4,-0.012213933338023094,0.14486259265544366
3161,0.0,0.0,0.0,18,2,0,Which serving railway line of the Rostov-Glavny is also the  place of birth of  Nina Vislova?,"[['dbp:placeOfBirth'], ['dbo:servingRailwayLine']]",[],factoid,serving railway line rostov-glavny also place birth nina vislova ?,4,-0.038998280514415715,-0.008278900824663307
3162,0.0,0.0,0.0,13,2,0,Name the subsidary of Tandem Computers which was founded by Jim Harris ?,"[['dbo:foundedBy'], ['dbo:subsidiary']]",[],list,name subsidary tandem computers founded jim harris ?,4,-0.011702675941968959,0.09078275083223637
3188,1.0,0.6666666666666666,0.8,5,1,3,Name a college in tuscaloosa,"[['dbo:locatedInArea', 'dbo:city', 'dbo:region', 'dbo:location']]","['dbo:city', 'dbo:isPartOf', 'dbo:location']",list,name college tuscaloosa,4,0.0010627656540999582,0.17288998449078868
3192,1.0,1.0,1.0,8,1,1,where did the bombardment of ellwood take place,[['dbo:place']],['dbo:place'],factoid,bombardment ellwood take place,4,-0.03810445425823335,-0.006251583054916615
3203,1.0,1.0,1.0,8,1,1,which battle took place in the zhenhai district,[['dbo:place']],['dbo:place'],factoid,battle took place zhenhai district,4,-0.04181260839717814,-0.003001084828011318
3231,1.0,1.0,1.0,9,1,1,What is the name of a hardcore punk album,[['dbo:genre']],['dbo:genre'],factoid,name hardcore punk album,4,0.1814314138656126,0.2716374260572493
3244,1.0,0.6,0.7499999999999999,5,1,5,Name an airport in barbados,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:state']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list,name airport barbados,4,0.0013873733243403997,0.16354793527986028
3247,1.0,1.0,1.0,9,1,1,What is the birth place of marcelo de souza,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,birth place marcelo de souza,4,-0.04388725982201299,-0.009256375309681266
3250,1.0,1.0,1.0,4,1,1,Name a community school,[['dbo:type']],['dbo:type'],list,name community school,4,0.0075343427490070294,0.21168946677571915
3264,1.0,1.0,1.0,8,1,1,What is the name of a post-grunge album,[['dbo:genre']],['dbo:genre'],factoid,name post-grunge album,4,0.17067031008212075,0.2570347748603542
3270,1.0,0.3333333333333333,0.5,7,1,3,"name a township in kanabec county, minnesota.",[['dbo:isPartOf']],"['dbo:isPartOf', 'dbo:location', 'dbo:region']",list,"name township kanabec county , minnesota .",4,-0.02237517353135685,0.13805268367528786
3273,1.0,1.0,1.0,8,1,1,Name a player who plays pitcher in baseball.,[['dbo:position']],['dbo:position'],list,name player plays pitcher baseball .,4,-0.006120688631495908,0.12636240896951528
3294,1.0,1.0,1.0,4,1,1,Name Andrea Barber's profession.,[['dbo:occupation']],['dbo:occupation'],list,name andrea barber 's profession .,4,-0.005585159833236064,0.13749043237841702
3299,1.0,0.14285714285714285,0.25,11,1,7,"what  is the name of a province in dello, lombardy",[['dbo:country']],"['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,"name province dello , lombardy",4,-0.005793868744999201,0.13269454770087794
3302,0.0,0.0,0.0,15,2,0,What is the settlement whose neighboring municipalities is Lancy and mayor name is Esther Alder?,"[['dbo:mayor'], ['dbp:neighboringMunicipalities']]",[],factoid,settlement whose neighboring municipalities lancy mayor name esther alder ?,4,-0.013265434251705907,0.07808213008716705
3314,0.0,0.0,0.0,6,1,2,"Name a parish in Gretna, Louisiana",[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",list,"name parish gretna , louisiana",4,-0.004559470217655584,0.13855513908128927
3321,1.0,1.0,1.0,7,1,1,where was johann mattheson's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,johann mattheson 's place birth,4,-0.044794666058834316,-0.0070553770163397445
3332,1.0,1.0,1.0,9,1,7,whats the name of a collage located in pakistan,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,whats name collage located pakistan,4,-0.02655889789239637,0.16233374539874654
3342,1.0,1.0,1.0,12,1,1,What is the name of a place located in mountain time zone?,[['dbo:timeZone']],['dbo:timeZone'],factoid,name place located mountain time zone ?,4,-0.08603228432260236,0.2171755588718932
3354,1.0,1.0,1.0,6,1,1,Name an album by roch voisine,[['dbo:artist']],['dbo:artist'],list,name album roch voisine,4,0.1291300345586048,0.20383587914240245
3432,1.0,1.0,1.0,6,1,7,Name a lake in united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name lake united states,4,-0.02570014469423009,0.23653873589275304
3483,1.0,1.0,1.0,6,1,7,Name a community located in kentucky,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,name community located kentucky,4,-0.034682819700949295,0.17677148303089354
3487,0.0,0.0,0.0,15,2,0,What was founded by pina Records which has name of Geography of Puerto Rico ?,"[['dbp:name'], ['dbp:founded']]",[],factoid,founded pina records name geography puerto rico ?,4,-0.009469358778238473,0.10446066531444025
3517,1.0,1.0,1.0,7,1,1,Where does siege of constantinople take place?,[['dbo:place']],['dbo:place'],factoid,siege constantinople take place ?,4,-0.039041515719885365,-0.006602460385029622
3519,1.0,1.0,1.0,7,1,7,whats a place in the united states,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,whats place united states,4,-0.059483127663416076,0.06724224106058016
3528,1.0,1.0,1.0,7,1,1,whats the name of a speculative fiction,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,whats name speculative fiction,4,0.019482871127670002,0.2153680534609178
3541,1.0,1.0,1.0,12,1,1,what is the name of a mountain in the great dividing range,[['dbo:mountainRange']],['dbo:mountainRange'],factoid,name mountain great dividing range,4,-0.009089975647265072,0.13399515217913407
3547,0.0,0.0,0.0,16,2,0,Name the officeholder who hasa child named Augustus and has an associate named Marcus Bibulus ?,"[['dbo:associate'], ['dbp:children']]",[],list,name officeholder hasa child named augustus associate named marcus bibulus ?,4,-0.01599183377885812,0.07230798085191861
3554,1.0,1.0,1.0,8,1,1,what is the name of a blues-rock album,[['dbo:genre']],['dbo:genre'],factoid,name blues-rock album,4,0.3080655127605349,0.3994434631658147
3566,1.0,1.0,1.0,5,1,1,Name a talk radio station.,[['dbo:programmeFormat']],['dbo:programmeFormat'],list,name talk radio station .,4,0.0033195029510081422,0.1482543405648292
3572,1.0,1.0,1.0,7,1,1,name a song which barry gibb wrote,[['dbo:writer']],['dbo:writer'],list,name song barry gibb wrote,4,-0.012876819360829815,0.13788671124495214
3577,1.0,1.0,1.0,9,1,1,what was the place of birth of mark kelly,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,place birth mark kelly,4,-0.0495366528106244,-0.007457904852867132
3602,1.0,1.0,1.0,17,1,1,what is the name of a general in the Bosnian army who participated in the operation tiger,[['dbo:battle']],['dbo:battle'],factoid,name general bosnian army participated operation tiger,4,-0.008638167514098682,0.0920299830536771
3605,1.0,1.0,1.0,23,1,1,what is the name of a heavy metal compilation album featuring studio sessions and a live concert recorded by an English rock group?,[['dbo:genre']],['dbo:genre'],factoid,name heavy metal compilation album featuring studio sessions live concert recorded english rock group ?,4,0.122605070248337,0.15752960881255113
3609,1.0,1.0,1.0,5,1,1,Name a christian rock album,[['dbo:genre']],['dbo:genre'],list,name christian rock album,4,0.29719548632734316,0.3682459104947117
