,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
1578,0.5,1.0,0.6666666666666666,13,2,1,What are the software whose operating systems are Mac OS and Microsoft Windows?,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]",['dbo:operatingSystem'],factoid,0.0,0.0,0.0,13,2,0,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]",[],factoid
1585,0.5,1.0,0.6666666666666666,10,2,1,Whose band members are known to play a PRS guitar?,"[['dbp:notableInstruments'], ['dbp:currentMembers']]",['dbp:notableInstruments'],factoid,0.0,0.0,0.0,10,2,1,"[['dbp:notableInstruments'], ['dbp:currentMembers']]",['dbo:instrument'],factoid
1591,1.0,0.6666666666666666,0.8,15,2,3,Which office holder's predecessor is  Lucius Cornelius and his associate is Marcus Calpurnius Bibulus?,"[['dbo:associate'], ['dbo:predecessor']]","['dbo:associate', 'dbo:predecessor', 'dbp:predecessor']",factoid,0.0,0.0,0.0,15,2,0,"[['dbo:associate'], ['dbo:predecessor']]",[],factoid
1611,0.5,1.0,0.6666666666666666,12,2,1,What is the common citizenship between JSM Hopoer and Robert Valentine ?,"[['dbo:citizenship'], ['dbo:country']]",['dbo:citizenship'],factoid,0.0,0.0,0.0,12,2,0,"[['dbo:citizenship'], ['dbo:country']]",[],factoid
1613,0.5,1.0,0.6666666666666666,10,2,1,How many rivers are crossed by different Box Girder bridges?,"[['dbp:crosses'], ['dbp:design']]",['dbp:crosses'],count,0.0,0.0,0.0,10,2,1,"[['dbp:crosses'], ['dbp:design']]",['dbo:crosses'],count
1621,1.0,1.0,1.0,7,1,1,what is the nationality of aatef jenyat,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
1626,1.0,1.0,1.0,4,1,1,"Who wrote i, robot?",[['dbo:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,4,1,0,[['dbo:writer']],[],factoid
1643,0.5,1.0,0.6666666666666666,12,2,1,Which gaming console's central processing unit is microprocessor and built by Sony?,"[['dbo:cpu'], ['dbo:manufacturer']]",['dbo:cpu'],factoid,0.0,0.0,0.0,12,2,0,"[['dbo:cpu'], ['dbo:manufacturer']]",[],factoid
1670,1.0,1.0,1.0,6,1,1,what is jane badler known for?,[['dbo:occupation']],['dbo:occupation'],factoid,0.0,0.0,0.0,6,1,0,[['dbo:occupation']],[],factoid
1673,0.5,0.5,0.5,13,2,2,How many movies were directed by the graduate of Burbank High School ?,"[['dbp:director'], ['dbp:education']]","['dbo:director', 'dbp:director']",count,0.0,0.0,0.0,13,2,0,"[['dbp:director'], ['dbp:education']]",[],count
1694,0.5,1.0,0.6666666666666666,17,2,1,"Which office holder's governor is Charles Willing Byrd and has final resting place in North Bend, Ohio?","[['dbo:governor'], ['dbp:restingplace']]",['dbp:restingplace'],factoid,0.0,0.0,0.0,17,2,0,"[['dbo:governor'], ['dbp:restingplace']]",[],factoid
1730,1.0,1.0,1.0,4,1,1,Who is les schwab?,[['dbo:occupation']],['dbo:occupation'],factoid,0.0,0.0,0.0,4,1,0,[['dbo:occupation']],[],factoid
1737,0.5,1.0,0.6666666666666666,18,2,1,"List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?","[['dbo:significantBuilding'], ['dbo:significantBuilding']]",['dbo:significantBuilding'],list,0.0,0.0,0.0,18,2,0,"[['dbo:significantBuilding'], ['dbo:significantBuilding']]",[],list
1741,0.5,1.0,0.6666666666666666,14,2,1,Who are the associated musical artist of the  artists of band Shorty Rogers?,"[['dbo:associatedBand'], ['dbo:associatedMusicalArtist']]",['dbo:associatedMusicalArtist'],factoid,0.0,0.0,0.0,14,2,0,"[['dbo:associatedBand'], ['dbo:associatedMusicalArtist']]",[],factoid
1744,0.5,0.5,0.5,16,2,2,List down the associated musical artist of the writer of Rain Is a Good Thing ?,"[['dbp:writer'], ['dbo:associatedMusicalArtist']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist']",list,0.0,0.0,0.0,16,2,0,"[['dbp:writer'], ['dbo:associatedMusicalArtist']]",[],list
1782,1.0,0.5,0.6666666666666666,9,1,2,Is David Cameron the prime minister of Nick Clegg?,[['dbo:primeMinister']],"['dbo:primeMinister', 'dbp:primeminister']",boolean,0.0,0.0,0.0,9,1,0,[['dbo:primeMinister']],[],boolean
1785,1.0,1.0,1.0,10,1,1,List down the commanders of Battle of Fort stephenson ?,[['dbo:commander']],['dbo:commander'],list,0.0,0.0,0.0,10,1,0,[['dbo:commander']],[],list
1789,1.0,0.5,0.6666666666666666,9,1,2,Which is the nearest city to Elliott Bay ?,[['dbo:nearestCity']],"['dbo:nearestCity', 'dbp:nearestCity']",factoid,0.0,0.0,0.0,9,1,0,[['dbo:nearestCity']],[],factoid
1796,1.0,0.5,0.6666666666666666,8,1,2,What country does wudinna district council belong to,[['dbo:country']],"['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,8,1,0,[['dbo:country']],[],factoid
1799,1.0,1.0,1.0,16,2,2,Name the TV show whose opening theme is Gary Portnoy and the subsequent work is Frasier?,"[['dbo:openingTheme'], ['dbo:subsequentWork']]","['dbo:openingTheme', 'dbo:subsequentWork']",list,0.0,0.0,0.0,16,2,0,"[['dbo:openingTheme'], ['dbo:subsequentWork']]",[],list
1817,1.0,1.0,1.0,13,1,1,Where in the United States is the neskowin beach state recreation site located,[['dbo:location']],['dbo:location'],factoid,0.0,0.0,0.0,13,1,1,[['dbo:location']],['dbo:country'],factoid
1851,0.5,1.0,0.6666666666666666,15,2,1,Where is the headquarters of the company which runs the Metro Blue Line in minnesota?,"[['dbp:operator'], ['dbp:headquarters']]",['dbp:headquarters'],factoid,0.0,0.0,0.0,15,2,0,"[['dbp:operator'], ['dbp:headquarters']]",[],factoid
1878,1.0,1.0,1.0,5,1,1,Who wrote the magic show?,[['dbo:author']],['dbo:author'],factoid,0.0,0.0,0.0,5,1,0,[['dbo:author']],[],factoid
1881,1.0,0.5,0.6666666666666666,9,1,2,Was Duanne Allman famous for playing the Gibson SG?,[['dbp:notableInstruments']],"['dbo:knownFor', 'dbp:notableInstruments']",boolean,0.0,0.0,0.0,9,1,0,[['dbp:notableInstruments']],[],boolean
1903,1.0,1.0,1.0,17,1,1,"what city, located in the central part of the island of Honshu, Japan, was naoyuki shimizu born?",[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,17,1,0,[['dbo:birthPlace']],[],factoid
1922,1.0,0.6666666666666666,0.8,10,2,3,What team did Dan Daoust and Don Ashby play for?,"[['dbo:formerTeam'], ['dbp:playedFor']]","['dbo:formerTeam', 'dbo:team', 'dbp:playedFor']",factoid,0.0,0.0,0.0,10,2,1,"[['dbo:formerTeam'], ['dbp:playedFor']]",['dbo:team'],factoid
1932,1.0,1.0,1.0,7,1,1,What units are garrisoned in the Pentagon?,[['dbp:garrison']],['dbp:garrison'],factoid,0.0,0.0,0.0,7,1,0,[['dbp:garrison']],[],factoid
1947,0.5,1.0,0.6666666666666666,20,2,1,Name the line of the Vadodara Junction railway station which is also the  hub airport of the Pawan Hans?,"[['dbo:hubAirport'], ['dbp:line']]",['dbo:hubAirport'],list,0.0,0.0,0.0,20,2,0,"[['dbo:hubAirport'], ['dbp:line']]",[],list
1955,1.0,1.0,1.0,7,1,1,What is an album by Neville Staple?,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],factoid
1970,0.5,1.0,0.6666666666666666,11,2,1,What actor starred in Splash and is married to Rita Wilson?,"[['dbp:spouse'], ['dbp:starring']]",['dbp:starring'],factoid,0.0,0.0,0.0,11,2,0,"[['dbp:spouse'], ['dbp:starring']]",[],factoid
1992,0.5,1.0,0.6666666666666666,13,2,1,Who are the shareholder of the soccer club for whom Steve Holland plays?,"[['dbp:currentclub'], ['dbp:owner']]",['dbp:owner'],factoid,0.0,0.0,0.0,13,2,0,"[['dbp:currentclub'], ['dbp:owner']]",[],factoid
1995,1.0,1.0,1.0,10,2,2,Who managed England national under-20 football team and Middlesbrough F.C.?,"[['dbo:managerClub'], ['dbp:managerclubs']]","['dbo:managerClub', 'dbp:managerclubs']",factoid,0.0,0.0,0.0,10,2,0,"[['dbo:managerClub'], ['dbp:managerclubs']]",[],factoid
2009,1.0,0.5,0.6666666666666666,11,1,2,Who was the director for the movie a star is born?,[['dbo:director']],"['dbo:birthPlace', 'dbo:director']",factoid,0.0,0.0,0.0,11,1,2,[['dbo:director']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid
2014,1.0,1.0,1.0,8,1,1,What was perfecto presents... the club released as,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:type']],[],factoid
2049,1.0,1.0,1.0,7,1,1,Where does lake borgne flow out to,[['dbo:outflow']],['dbo:outflow'],factoid,0.0,0.0,0.0,7,1,0,[['dbo:outflow']],[],factoid
2064,1.0,1.0,1.0,5,1,1,what is an electronic album,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:type']],['dbo:genre'],factoid
2102,1.0,1.0,1.0,14,1,1,michael apted was the film producer on which documentary film directed by Michael Apted?,[['dbo:producer']],['dbo:producer'],factoid,0.0,0.0,0.0,14,1,0,[['dbo:producer']],[],factoid
2103,1.0,1.0,1.0,7,1,1,which country is garcia de orta from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
2116,0.5,1.0,0.6666666666666666,10,2,1,What are some families of mammals in the animal kingdom?,"[['dbo:kingdom'], ['dbo:family']]",['dbo:family'],factoid,0.0,0.0,0.0,10,2,0,"[['dbo:kingdom'], ['dbo:family']]",[],factoid
2124,1.0,1.0,1.0,7,1,1,is jeannie pepper african american or Caucasian,[['dbo:ethnicity']],['dbo:ethnicity'],boolean,0.0,0.0,0.0,7,1,0,[['dbo:ethnicity']],[],boolean
2132,1.0,1.0,1.0,7,1,1,Name the office of Richard Coke ?,[['dbp:office']],['dbp:office'],list,0.0,0.0,0.0,7,1,0,[['dbp:office']],[],list
2134,0.5,1.0,0.6666666666666666,19,2,1,How many other wine region are there of the grapes whose one of the wine region is Michigan ?,"[['dbo:wineRegion'], ['dbo:wineRegion']]",['dbo:wineRegion'],count,0.0,0.0,0.0,19,2,0,"[['dbo:wineRegion'], ['dbo:wineRegion']]",[],count
2139,0.5,1.0,0.6666666666666666,18,2,1, Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro ?,"[['dbo:leaderName'], ['dbp:province']]",['dbp:province'],list,0.0,0.0,0.0,18,2,0,"[['dbo:leaderName'], ['dbp:province']]",[],list
2148,0.5,1.0,0.6666666666666666,11,2,1,Who represent the constituencies of Noe Valley and Duboce Triangle ?,"[['dbp:constituency'], ['dbp:constituency']]",['dbp:constituency'],factoid,0.0,0.0,0.0,11,2,0,"[['dbp:constituency'], ['dbp:constituency']]",[],factoid
2150,1.0,1.0,1.0,9,1,1,"what's the 17th canton of san jose, costa rica","[['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",['dbo:isPartOf'],list,0.0,0.0,0.0,9,1,0,"[['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",[],list
2156,1.0,1.0,1.0,8,1,1,How many people are in the continental army?,[['dbo:militaryBranch']],['dbo:militaryBranch'],count,0.0,0.0,0.0,8,1,0,[['dbo:militaryBranch']],[],count
2184,1.0,1.0,1.0,8,1,1,which city has northern pacific bridge number 9,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:locatedInArea']],[],factoid
2196,1.0,1.0,1.0,11,2,2,Which creation of Josh Friedman was portrayed in Terminator 2 ?,"[['dbo:portrayer'], ['dbp:creator']]","['dbo:portrayer', 'dbp:creator']",factoid,0.0,0.0,0.0,11,2,0,"[['dbo:portrayer'], ['dbp:creator']]",[],factoid
2213,0.5,1.0,0.6666666666666666,13,2,1,Which is the common prospect team of Mikhail Pashnin and Robin kovacs ?,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]",['dbp:prospectTeam'],factoid,0.0,0.0,0.0,13,2,0,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]",[],factoid
2224,1.0,1.0,1.0,6,1,1,what country is liisa nevalainen from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
2233,0.5,1.0,0.6666666666666666,9,2,1,Who acted in the work written by Colin Brake?,"[['dbp:writer'], ['dbp:starring']]",['dbp:writer'],factoid,0.0,0.0,0.0,9,2,0,"[['dbp:writer'], ['dbp:starring']]",[],factoid
2242,0.5,1.0,0.6666666666666666,10,2,1,How many different genres of games are produced by Blizzard?,"[['dbo:developer'], ['dbp:genre']]",['dbp:genre'],count,0.5,0.5,0.5,10,2,2,"[['dbo:developer'], ['dbp:genre']]","['dbo:genre', 'dbp:genre']",count
2253,1.0,1.0,1.0,5,1,1,what company owns grocery store,[['dbo:industry']],['dbo:industry'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:industry']],['dbo:owner'],factoid
2254,1.0,0.6666666666666666,0.8,14,2,3,List the broadcast area of the TV stations which also serves in Agalga ?,"[['dbo:broadcastArea'], ['dbp:broadcastArea']]","['dbo:broadcastArea', 'dbp:area', 'dbp:broadcastArea']",list,0.0,0.0,0.0,14,2,0,"[['dbo:broadcastArea'], ['dbp:broadcastArea']]",[],list
2266,1.0,1.0,1.0,7,1,1,what's a 2006 album by Bucky Pizzarelli?,[['dbo:type']],['dbo:type'],list,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],list
2267,1.0,1.0,1.0,8,1,1,What set of beliefs does john day follow,[['dbo:religion']],['dbo:religion'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:religion']],[],factoid
2299,1.0,1.0,1.0,6,1,1,Who is the mayor of Paris?,[['dbo:mayor']],['dbo:mayor'],factoid,0.0,0.0,0.0,6,1,0,[['dbo:mayor']],[],factoid
2335,0.5,0.5,0.5,10,2,2,Who has fought in the conflicts around the Mississippi river?,"[['dbp:place'], ['dbp:combatant']]","['dbo:place', 'dbp:combatant']",factoid,0.0,0.0,0.0,10,2,1,"[['dbp:place'], ['dbp:combatant']]",['dbo:battle'],factoid
2341,1.0,1.0,1.0,3,1,1,who wrote stepmom?,[['dbo:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,3,1,1,[['dbo:writer']],['dbo:author'],factoid
2352,1.0,1.0,1.0,8,1,1,Tirana is the largest city of which country?,[['dbo:largestCity']],['dbo:largestCity'],list,0.0,0.0,0.0,8,1,0,[['dbo:largestCity']],[],list
2370,0.5,1.0,0.6666666666666666,10,2,1,In which state can I find Burr Truss styled bridges?,"[['dbp:style'], ['dbo:state']]",['dbo:state'],factoid,0.0,0.0,0.0,10,2,0,"[['dbp:style'], ['dbo:state']]",[],factoid
2391,1.0,1.0,1.0,8,1,1,what films has kelly reichardt been credited in,[['dbo:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:writer']],[],factoid
2406,1.0,1.0,1.0,7,1,1,Name the wine regions of Baco noir?,[['dbo:wineRegion']],['dbo:wineRegion'],list,0.0,0.0,0.0,7,1,0,[['dbo:wineRegion']],[],list
2424,0.5,1.0,0.6666666666666666,17,2,1,Count the number of fileds of the scientist whose one of the interest is Chinese poetry ?,"[['dbp:fields'], ['dbp:fields']]",['dbp:fields'],count,0.0,0.0,0.0,17,2,0,"[['dbp:fields'], ['dbp:fields']]",[],count
2426,1.0,1.0,1.0,5,1,1,How tall is Michael Jordan?,[['dbo:height']],['dbo:height'],factoid,0.0,0.0,0.0,5,1,0,[['dbo:height']],[],factoid
2462,1.0,1.0,1.0,6,1,1,what tv genre is barney miller,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,6,1,0,[['dbo:genre']],[],factoid
2465,0.5,1.0,0.6666666666666666,18,2,1,Tell me the name of the Prime Time Entertainment Network's TV show whose Artist is Christopher Franke ?,"[['dbo:network'], ['dbp:artist']]",['dbp:artist'],list,0.0,0.0,0.0,18,2,0,"[['dbo:network'], ['dbp:artist']]",[],list
2468,1.0,1.0,1.0,9,1,1,Does the north carolina highway 280 end in Arden?,[['dbo:routeEnd']],['dbo:routeEnd'],boolean,0.0,0.0,0.0,9,1,0,[['dbo:routeEnd']],[],boolean
2476,1.0,0.5,0.6666666666666666,7,1,2,what company produced the andromeda strain (film)?,[['dbo:distributor']],"['dbo:distributor', 'dbp:studio']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:distributor']],['dbp:studio'],factoid
2477,1.0,1.0,1.0,10,2,2,Name the sitcoms whose network's owning company is Chris-Craft Industries?,"[['dbo:network'], ['dbo:owningCompany']]","['dbo:network', 'dbo:owningCompany']",list,0.0,0.0,0.0,10,2,0,"[['dbo:network'], ['dbo:owningCompany']]",[],list
2540,1.0,1.0,1.0,6,1,1,which films did charlie chaplin direct,[['dbo:director']],['dbo:director'],factoid,0.0,0.0,0.0,6,1,0,[['dbo:director']],[],factoid
2575,0.5,1.0,0.6666666666666666,15,2,1,What is the largest city of the country which have an assembly of Plymouth Savoy?,"[['dbo:assembly'], ['dbo:largestCity']]",['dbo:largestCity'],factoid,0.0,0.0,0.0,15,2,0,"[['dbo:assembly'], ['dbo:largestCity']]",[],factoid
2580,1.0,1.0,1.0,9,1,1,Does the hudson river flow into the lower manhatten?,[['dbo:mouthMountain']],['dbo:mouthMountain'],boolean,0.0,0.0,0.0,9,1,1,[['dbo:mouthMountain']],['dbo:riverMouth'],boolean
2586,0.5,1.0,0.6666666666666666,12,2,1,Name the common managing club of the Ivan Toplak and Bret Simon?,"[['dbo:managerClub'], ['dbo:managerClub']]",['dbo:managerClub'],list,0.0,0.0,0.0,12,2,0,"[['dbo:managerClub'], ['dbo:managerClub']]",[],list
2594,1.0,1.0,1.0,4,1,1,What are some apes?,[['dbo:family']],['dbo:family'],factoid,0.0,0.0,0.0,4,1,0,[['dbo:family']],[],factoid
2595,0.5,1.0,0.6666666666666666,21,2,1,Count the total number of launch site of the rockets which have been launched form Cape Canaveral Air Force Station ?,"[['dbo:launchSite'], ['dbo:launchSite']]",['dbo:launchSite'],count,0.0,0.0,0.0,21,2,0,"[['dbo:launchSite'], ['dbo:launchSite']]",[],count
2596,1.0,1.0,1.0,17,2,2,What is the resting place of the person who is the successor of James W. Hyatt ?,"[['dbp:successor'], ['dbo:restingPlace']]","['dbo:restingPlace', 'dbp:successor']",factoid,0.0,0.0,0.0,17,2,0,"[['dbp:successor'], ['dbo:restingPlace']]",[],factoid
2599,1.0,1.0,1.0,7,1,1,What are some neighboring cities of cologny?,[['dbp:neighboringMunicipalities']],['dbp:neighboringMunicipalities'],factoid,0.0,0.0,0.0,7,1,0,[['dbp:neighboringMunicipalities']],[],factoid
2607,1.0,1.0,1.0,12,1,1,Who is the director of the tv series the origin of species?,[['dbo:director']],['dbo:director'],factoid,0.0,0.0,0.0,12,1,0,[['dbo:director']],[],factoid
2609,1.0,1.0,1.0,7,1,1,which city in texas does kxan-tv services?,[['dbo:location']],['dbo:location'],factoid,0.0,0.0,0.0,7,1,0,[['dbo:location']],[],factoid
2610,0.5,1.0,0.6666666666666666,11,2,1,How many mountain ranges are located in the Canton of Fribourg?,"[['dbo:locatedInArea'], ['dbo:mountainRange']]",['dbo:mountainRange'],count,0.0,0.0,0.0,11,2,0,"[['dbo:locatedInArea'], ['dbo:mountainRange']]",[],count
2629,0.5,1.0,0.6666666666666666,16,2,1,What is the common military branch of the Thomas Darden and that of Edwin F. Hunter,"[['dbp:branch'], ['dbo:militaryBranch']]",['dbo:militaryBranch'],factoid,0.0,0.0,0.0,16,2,0,"[['dbp:branch'], ['dbo:militaryBranch']]",[],factoid
2639,1.0,0.5,0.6666666666666666,7,1,2,What's a song written by jack johnson,[['dbo:artist']],"['dbo:artist', 'dbo:writer']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:artist']],['dbo:writer'],factoid
2649,0.5,0.5,0.5,13,2,2,How many TV shows are similar to the ones belonging to fantasy genre?,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count,0.5,0.5,0.5,13,2,2,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count
2661,1.0,1.0,1.0,12,1,1,Name the home ground of  2015 Fort Lauderdale Strikers season ?,[['dbo:ground']],['dbo:ground'],list,0.0,0.0,0.0,12,1,0,[['dbo:ground']],[],list
2680,0.5,1.0,0.6666666666666666,12,2,1,What is the destinations of the airline whose headquarters is in Manchester?,"[['dbp:headquarters'], ['dbp:destinations']]",['dbp:headquarters'],factoid,0.0,0.0,0.0,12,2,0,"[['dbp:headquarters'], ['dbp:destinations']]",[],factoid
2681,1.0,1.0,1.0,8,1,1,what does walter f. george lake flow into?,[['dbo:outflow']],['dbo:outflow'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:outflow']],[],factoid
2683,1.0,1.0,1.0,9,1,1,What's a company that works with open source software,[['dbo:industry']],['dbo:industry'],factoid,0.0,0.0,0.0,9,1,0,[['dbo:industry']],[],factoid
2699,0.5,0.5,0.5,10,2,2,what kind of games can I find for PC 9800?,"[['dbo:computingPlatform'], ['dbp:genre']]","['dbo:computingPlatform', 'dbo:genre']",factoid,0.0,0.0,0.0,10,2,1,"[['dbo:computingPlatform'], ['dbp:genre']]",['dbo:genre'],factoid
2718,1.0,1.0,1.0,5,1,1,what is toyota carina's successor?,[['dbo:successor']],['dbo:successor'],factoid,0.0,0.0,0.0,5,1,0,[['dbo:successor']],[],factoid
2725,0.5,1.0,0.6666666666666666,11,2,1,Where is the head quarters of the owner of Hamline Avenue?,"[['dbo:owner'], ['dbp:headquarters']]",['dbp:headquarters'],factoid,0.0,0.0,0.0,11,2,0,"[['dbo:owner'], ['dbp:headquarters']]",[],factoid
2741,0.5,1.0,0.6666666666666666,10,2,1,Who are some cofounders of record labels with Frank Rogers?,"[['dbo:foundedBy'], ['dbp:founder']]",['dbp:founder'],factoid,0.0,0.0,0.0,10,2,0,"[['dbo:foundedBy'], ['dbp:founder']]",[],factoid
2755,0.5,1.0,0.6666666666666666,13,2,1,What are the largest cities in each of the destinations of TranStar Airlines?,"[['dbo:destination'], ['dbo:largestCity']]",['dbo:largestCity'],factoid,0.0,0.0,0.0,13,2,0,"[['dbo:destination'], ['dbo:largestCity']]",[],factoid
2764,1.0,1.0,1.0,8,1,1,where can the payette national forest be found,[['dbo:location']],['dbo:location'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:location']],['dbo:country'],factoid
2771,0.5,0.5,0.5,13,2,2,What is the war in which both K Fordice and P Fitzwallace fight?,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbp:battles']",factoid,0.0,0.0,0.0,13,2,1,"[['dbp:battles'], ['dbp:battles']]",['dbo:battle'],factoid
2796,1.0,1.0,1.0,9,1,1,How many bacterias are there whose division is Firmicutes?,[['dbo:division']],['dbo:division'],count,0.0,0.0,0.0,9,1,0,[['dbo:division']],[],count
2853,1.0,0.5,0.6666666666666666,7,1,2,Which state is mount washburn located in,[['dbo:locatedInArea']],"['dbo:isPartOf', 'dbo:locatedInArea']",factoid,0.0,0.0,0.0,7,1,2,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
2860,0.5,1.0,0.6666666666666666,9,2,1,What are some awards given to the french people?,"[['dbo:stateOfOrigin'], ['dbp:awards']]",['dbp:awards'],factoid,0.0,0.0,0.0,9,2,1,"[['dbo:stateOfOrigin'], ['dbp:awards']]",['dbo:award'],factoid
2890,0.5,0.5,0.5,16,2,2,The president who was in office when Lee Hyun Jae was the PM followed which religion?,"[['dbp:primeminister'], ['dbo:religion']]","['dbo:religion', 'dbp:president']",list,0.0,0.0,0.0,16,2,0,"[['dbp:primeminister'], ['dbo:religion']]",[],list
2891,1.0,0.5,0.6666666666666666,5,1,2,Where is masse broberg from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid
2927,0.5,0.5,0.5,9,2,2,How many people hold important positions alongwith Donna Shalala?,"[['dbo:keyPerson'], ['dbp:keyPeople']]","['dbo:keyPerson', 'dbo:position']",count,0.0,0.0,0.0,9,2,0,"[['dbo:keyPerson'], ['dbp:keyPeople']]",[],count
2943,1.0,0.5,0.6666666666666666,5,1,2,where did nick rhodes originate?,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:hometown'],factoid
2969,0.5,1.0,0.6666666666666666,6,2,1,Who owns a bridge in Boston?,"[['dbo:locatedInArea'], ['dbp:owner']]",['dbp:owner'],factoid,0.0,0.0,0.0,6,2,1,"[['dbo:locatedInArea'], ['dbp:owner']]",['dbo:owner'],factoid
2983,1.0,1.0,1.0,10,1,1,"What is the name of a Galva, Illinois high school?",[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,10,1,0,[['dbo:type']],[],factoid
2991,1.0,0.5,0.6666666666666666,7,1,2,which album was released by kenny burrell?,[['dbo:type']],"['dbo:artist', 'dbo:type']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],factoid
2997,1.0,1.0,1.0,7,1,1,what is an album by karl rove,[['dbo:artist']],['dbo:artist'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:artist']],['dbo:type'],factoid
3006,1.0,1.0,1.0,9,1,1,What was the title of Joe Lovano's 21st album?,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:type']],['dbo:artist'],factoid
3022,0.5,0.5,0.5,13,2,2,List the destinations of the airlines which also serves Mediterranean  Sea ?,"[['dbp:destinations'], ['dbp:destinations']]","['dbo:destination', 'dbp:destinations']",list,0.0,0.0,0.0,13,2,0,"[['dbp:destinations'], ['dbp:destinations']]",[],list
3050,0.5,1.0,0.6666666666666666,11,2,1,Who served a vice president buried in United First Parish Church?,"[['dbp:restingplace'], ['dbo:vicePresident']]",['dbo:vicePresident'],factoid,0.0,0.0,0.0,11,2,0,"[['dbp:restingplace'], ['dbo:vicePresident']]",[],factoid
3066,1.0,1.0,1.0,8,1,1,To which senator did military unit VMF-155 belong?,[['dbo:militaryUnit']],['dbo:militaryUnit'],factoid,0.0,0.0,0.0,8,1,0,[['dbo:militaryUnit']],[],factoid
3084,1.0,1.0,1.0,7,1,1,Which genre of tv program is lalabel?,[['dbp:genre']],['dbp:genre'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:genre']],['dbo:genre'],factoid
