,recall_x,precision_x,f1_x,word_count_x,rel_count_x,sys_relations_x,question,gold_relations_x,system_relations_x,question_type_x,recall_y,precision_y,f1_y,word_count_y,rel_count_y,sys_relations_y,gold_relations_y,system_relations_y,question_type_y,training_count
59,0.5,0.2,0.2857142857142857,15,2,5,Which mainter of Pandaruan Bridge is also the land of Malaysia junior Hockey league ?,"[['dbo:country'], ['dbo:maintainedBy']]","['dbo:birthPlace', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:state']",factoid,0.5,0.2,0.2857142857142857,15,2,5,"[['dbo:country'], ['dbo:maintainedBy']]","['dbo:country', 'dbo:locatedInArea', 'dbo:sourceCountry', 'dbo:state', 'dbp:state']",factoid,"[[2554], [12]]"
60,0.0,0.0,0.0,7,1,5,Name the university of Alexandre Tichonov ?,[['dbp:university']],"['dbo:campus', 'dbo:institution', 'dbo:university', 'dbp:athletics', 'dbp:education']",list,0.0,0.0,0.0,7,1,5,[['dbp:university']],"['dbo:almaMater', 'dbo:campus', 'dbo:institution', 'dbo:university', 'dbp:almaMater']",list,[[3]]
61,0.5,0.2,0.2857142857142857,13,2,5,What is the municipality of the Homestead Grays Bridge and Roberto Clemente Bridge?,"[['dbo:municipality'], ['dbo:municipality']]","['dbo:isPartOf', 'dbo:municipality', 'dbo:state', 'dbp:district', 'dbp:neighboringMunicipalities']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbo:municipality'], ['dbo:municipality']]","['dbo:builder', 'dbo:locatedInArea', 'dbo:maintainedBy', 'dbo:municipality', 'dbp:address']",factoid,"[[9], [9]]"
62,0.5,0.2,0.2857142857142857,11,2,5,"In which region is the rival school of Somerset, Massachusetts located?","[['dbp:rival'], ['dbo:region']]","['dbo:location', 'dbo:region', 'dbo:rival', 'dbo:state', 'dbo:successor']",factoid,0.5,0.2,0.2857142857142857,11,2,5,"[['dbp:rival'], ['dbo:region']]","['dbo:country', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,"[[2], [1153]]"
63,0.5,0.2,0.2857142857142857,10,2,5,whose is famous works are Maniac Magee and Wringer ?,"[['dbp:notableworks'], ['dbp:notableworks']]","['dbo:employer', 'dbo:knownFor', 'dbo:notableWork', 'dbo:occupation', 'dbp:notableworks']",factoid,0.0,0.0,0.0,10,2,5,"[['dbp:notableworks'], ['dbp:notableworks']]","['dbo:author', 'dbo:doctoralStudent', 'dbo:field', 'dbo:knownFor', 'dbo:notableWork']",factoid,"[[16], [16]]"
64,0.0,0.0,0.0,6,1,5,How many shows does HBO have?,[['dbo:company']],"['dbo:genre', 'dbo:network', 'dbp:company', 'dbp:genre', 'dbp:network']",count,0.0,0.0,0.0,6,1,5,[['dbo:company']],"['dbo:network', 'dbp:company', 'dbp:distributor', 'dbp:network', 'dbp:voices']",count,[[11]]
65,0.5,0.2,0.2857142857142857,12,2,5,How many different people hold authority over the members of Balanidae family?,"[['dbo:family'], ['dbo:binomialAuthority']]","['dbo:family', 'dbo:isPartOf', 'dbo:parentOrganisation', 'dbo:region', 'dbp:children']",count,0.5,0.2,0.2857142857142857,12,2,5,"[['dbo:family'], ['dbo:binomialAuthority']]","['dbo:family', 'dbo:relation', 'dbo:residence', 'dbp:allegiance', 'dbp:successor']",count,"[[20], [9]]"
66,0.5,0.2,0.2857142857142857,9,2,5,Which series are Lennier and Londo Mollari both from?,"[['dbo:series'], ['dbo:series']]","['dbo:nationality', 'dbo:notableWork', 'dbo:series', 'dbp:author', 'dbp:series']",factoid,0.5,0.2,0.2857142857142857,9,2,5,"[['dbo:series'], ['dbo:series']]","['dbo:series', 'dbo:starring', 'dbo:subsequentWork', 'dbp:genre', 'dbp:series']",factoid,"[[71], [71]]"
67,0.5,0.2,0.2857142857142857,9,2,5,Whose songs are Tickle Me and Viva Las Vegas?,"[['dbp:artist'], ['dbp:artist']]","['dbo:album', 'dbo:artist', 'dbo:musicalArtist', 'dbp:artist', 'dbp:director']",factoid,0.5,0.2,0.2857142857142857,9,2,5,"[['dbp:artist'], ['dbp:artist']]","['dbo:artist', 'dbo:associatedBand', 'dbo:musicalArtist', 'dbp:album', 'dbp:artist']",factoid,"[[38], [38]]"
68,0.5,0.2,0.2857142857142857,8,2,5,List the colonel with branch as Militia ?,"[['dbp:branch'], ['dbp:rank']]","['dbo:genre', 'dbo:governor', 'dbo:locatedInArea', 'dbo:militaryBranch', 'dbp:branch']",list,0.0,0.0,0.0,8,2,5,"[['dbp:branch'], ['dbp:rank']]","['dbo:militaryBranch', 'dbo:militaryRank', 'dbo:militaryUnit', 'dbo:relation', 'dbp:notableCommanders']",list,"[[18], [6]]"
69,0.0,0.0,0.0,8,1,5,Which models were featured in Playboy Playmates 1954?,[['dbp:succeeded']],"['dbo:associatedBand', 'dbo:genre', 'dbo:predecessor', 'dbo:recordedIn', 'dbp:related']",factoid,0.0,0.0,0.0,8,1,5,[['dbp:succeeded']],"['dbo:birthPlace', 'dbo:formerPartner', 'dbo:knownFor', 'dbp:birthPlace', 'dbp:cinematography']",factoid,[[1]]
70,0.0,0.0,0.0,15,2,5,Who are the people whose alumna is a part of the National Collegiate Athletic Association?,"[['dbo:athletics'], ['dbp:education']]","['dbo:affiliation', 'dbo:almaMater', 'dbo:birthPlace', 'dbp:almaMater', 'dbp:athletics']",factoid,0.5,0.2,0.2857142857142857,15,2,5,"[['dbo:athletics'], ['dbp:education']]","['dbo:athletics', 'dbo:president', 'dbo:sport', 'dbp:athletics', 'dbp:mascot']",factoid,"[[10], [21]]"
71,0.0,0.0,0.0,8,1,5,When did the Boston Tea Party take place?,[['dbp:date']],"['dbo:hometown', 'dbo:place', 'dbo:tenant', 'dbp:place', 'dbp:venue']",factoid,0.0,0.0,0.0,8,1,5,[['dbp:date']],"['dbo:leader', 'dbo:leaderName', 'dbo:location', 'dbo:place', 'dbp:leader']",factoid,[[2]]
72,0.0,0.0,0.0,12,2,5,Which prime ministers were served by the governor who appointed Murray Gleeson?,"[['dbo:appointer'], ['dbo:primeMinister']]","['dbo:governor', 'dbo:nominee', 'dbp:branch', 'dbp:governor', 'dbp:primeminister']",factoid,0.5,0.2,0.2857142857142857,12,2,5,"[['dbo:appointer'], ['dbo:primeMinister']]","['dbo:primeMinister', 'dbp:appointer', 'dbp:deputy', 'dbp:governor', 'dbp:president']",factoid,"[[7], [10]]"
73,0.5,0.2,0.2857142857142857,13,2,5,What is the baseball team whose club manager's debut team is Houston Astros?,"[['dbo:manager'], ['dbo:debutTeam']]","['dbo:debutTeam', 'dbo:position', 'dbo:team', 'dbp:birthPlace', 'dbp:debutteam']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbo:manager'], ['dbo:debutTeam']]","['dbo:debutTeam', 'dbo:managerClub', 'dbo:team', 'dbp:debutteam', 'dbp:playedFor']",factoid,"[[10], [20]]"
74,0.5,0.2,0.2857142857142857,9,2,5,Solon Spencer Beman has architected in how many cities?,"[['dbp:locationTown'], ['dbo:architect']]","['dbo:architect', 'dbo:city', 'dbo:designer', 'dbp:architect', 'dbp:designer']",count,0.5,0.2,0.2857142857142857,9,2,5,"[['dbp:locationTown'], ['dbo:architect']]","['dbo:architect', 'dbo:builder', 'dbo:tenant', 'dbp:address', 'dbp:architect']",count,"[[6], [43]]"
75,0.5,0.2,0.2857142857142857,6,2,5,What was the first Queen album?,"[['dbo:artist'], ['dbo:releaseDate']]","['dbo:artist', 'dbo:birthPlace', 'dbo:genre', 'dbo:type', 'dbp:birthPlace']",factoid,0.5,0.2,0.2857142857142857,6,2,5,"[['dbo:artist'], ['dbo:releaseDate']]","['dbo:album', 'dbo:artist', 'dbo:country', 'dbo:hometown', 'dbo:type']",factoid,"[[1147], [4]]"
76,0.0,0.0,0.0,12,1,5,When will start the final match of the football world cup 2018?,[['dbp:date']],"['dbo:riverMouth', 'dbo:routeEnd', 'dbo:sourceCountry', 'dbo:subsequentWork', 'dbp:debutteam']",factoid,0.0,0.0,0.0,12,1,5,[['dbp:date']],"['dbo:ground', 'dbo:hometown', 'dbo:league', 'dbo:locationCity', 'dbp:name']",factoid,[[2]]
77,0.0,0.0,0.0,8,2,5,In which cities are there stations of SCOLA?,"[['dbo:broadcastNetwork'], ['dbp:city']]","['dbo:city', 'dbo:programmeFormat', 'dbp:area', 'dbp:location', 'dbp:sisterStations']",factoid,0.5,0.2,0.2857142857142857,8,2,5,"[['dbo:broadcastNetwork'], ['dbp:city']]","['dbo:city', 'dbo:location', 'dbp:cities', 'dbp:city', 'dbp:location']",factoid,"[[2], [28]]"
78,0.5,0.2,0.2857142857142857,16,2,5,Daniel L D Granger and Job Durfee have based their political career in which US state?,"[['dbp:state'], ['dbp:state']]","['dbo:location', 'dbo:occupation', 'dbo:state', 'dbo:stateOfOrigin', 'dbp:state']",list,0.0,0.0,0.0,16,2,5,"[['dbp:state'], ['dbp:state']]","['dbo:birthPlace', 'dbo:occupation', 'dbo:residence', 'dbp:birthPlace', 'dbp:office']",list,"[[21], [21]]"
79,0.5,0.2,0.2857142857142857,11,2,5,Which ancient country had capital as Nicomedia and History of Trier?,"[['dbo:capital'], ['dbo:capital']]","['dbo:birthPlace', 'dbo:capital', 'dbo:country', 'dbo:nationality', 'dbo:region']",factoid,0.5,0.2,0.2857142857142857,11,2,5,"[['dbo:capital'], ['dbo:capital']]","['dbo:capital', 'dbo:country', 'dbo:largestCity', 'dbp:country', 'dbp:locationCountry']",factoid,"[[21], [21]]"
80,0.5,0.2,0.2857142857142857,11,2,5,what are the nicknames of the people who are in Ekstraliga?,"[['dbp:league'], ['dbp:nickname']]","['dbo:birthPlace', 'dbp:birthPlace', 'dbp:city', 'dbp:nickname', 'dbp:title']",factoid,0.5,0.2,0.2857142857142857,11,2,5,"[['dbp:league'], ['dbp:nickname']]","['dbo:militaryUnit', 'dbp:city', 'dbp:mascot', 'dbp:nickname', 'dbp:pastMembers']",factoid,"[[12], [19]]"
81,0.5,0.2,0.2857142857142857,13,2,5,What are the software whose operating systems are Mac OS and Microsoft Windows?,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]","['dbo:computingPlatform', 'dbo:license', 'dbo:operatingSystem', 'dbp:os', 'dbp:programmingLanguage']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbo:operatingSystem'], ['dbo:operatingSystem']]","['dbo:developer', 'dbo:license', 'dbo:operatingSystem', 'dbp:developer', 'dbp:programmingLanguage']",factoid,"[[15], [15]]"
82,0.5,0.2,0.2857142857142857,17,2,5,What is the draft team of the Antoine Bibeau and also has player named Nathan Dempsey ?,"[['dbp:draftTeam'], ['dbp:playedFor']]","['dbo:team', 'dbp:draftTeam', 'dbp:placeOfBirth', 'dbp:placeOfDeath', 'dbp:prospectTeam']",factoid,0.5,0.2,0.2857142857142857,17,2,5,"[['dbp:draftTeam'], ['dbp:playedFor']]","['dbo:debutTeam', 'dbo:team', 'dbp:debutteam', 'dbp:draftTeam', 'dbp:prospectTeam']",factoid,"[[17], [16]]"
83,0.5,0.2,0.2857142857142857,13,2,5,"In which ice hockey league, did the team coached by Joel Quenneville win?","[['dbp:champion'], ['dbp:headCoach']]","['dbo:coach', 'dbo:league', 'dbp:coach', 'dbp:headCoach', 'dbp:team']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:champion'], ['dbp:headCoach']]","['dbo:coach', 'dbo:manager', 'dbp:coach', 'dbp:headCoach', 'dbp:headcoach']",factoid,"[[6], [7]]"
84,0.5,0.2,0.2857142857142857,13,2,5,How many movies were directed by the graduate of Burbank High School ?,"[['dbp:director'], ['dbp:education']]","['dbo:almaMater', 'dbo:director', 'dbo:distributor', 'dbp:almaMater', 'dbp:director']",count,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:director'], ['dbp:education']]","['dbo:director', 'dbp:animator', 'dbp:director', 'dbp:editing', 'dbp:starring']",count,"[[19], [21]]"
85,0.0,0.0,0.0,10,1,5,Name the movies writtten by the group Monty Python ?,[['dbp:writer']],"['dbo:cinematography', 'dbo:writer', 'dbp:director', 'dbp:music', 'dbp:studio']",list,0.0,0.0,0.0,10,1,5,[['dbp:writer']],"['dbo:starring', 'dbp:artist', 'dbp:starring', 'dbp:themeMusicComposer', 'dbp:voices']",list,[[61]]
86,0.0,0.0,0.0,6,1,5,Which school did Robbie Diack attend?,[['dbp:school']],"['dbo:almaMater', 'dbo:education', 'dbo:school', 'dbo:type', 'dbp:highSchool']",factoid,0.0,0.0,0.0,6,1,5,[['dbp:school']],"['dbo:college', 'dbo:education', 'dbo:type', 'dbp:almaMater', 'dbp:education']",factoid,[[4]]
87,0.5,0.2,0.2857142857142857,18,2,5,"List the significant buildings of the arch. whose one of the important work is Government Building, Kiev ?","[['dbo:significantBuilding'], ['dbo:significantBuilding']]","['dbo:location', 'dbo:notableWork', 'dbo:significantBuilding', 'dbp:majorShrine', 'dbp:office']",list,0.0,0.0,0.0,18,2,5,"[['dbo:significantBuilding'], ['dbo:significantBuilding']]","['dbo:architect', 'dbo:builder', 'dbo:tenant', 'dbp:address', 'dbp:architect']",list,"[[7], [7]]"
88,0.5,0.2,0.2857142857142857,12,2,5,How many more teams have rented the stadium used by Raptors 905?,"[['dbp:arena'], ['dbo:tenant']]","['dbo:tenant', 'dbp:location', 'dbp:owner', 'dbp:tenants', 'dbp:venue']",count,0.5,0.2,0.2857142857142857,12,2,5,"[['dbp:arena'], ['dbo:tenant']]","['dbo:builder', 'dbo:location', 'dbo:tenant', 'dbp:tenants', 'dbp:venue']",count,"[[7], [28]]"
89,0.0,0.0,0.0,10,1,5,Name an architect famous for the sever hall in Massachusetts.,[['dbo:architect']],"['dbo:city', 'dbo:location', 'dbp:architect', 'dbp:birthPlace', 'dbp:knownFor']",list,0.0,0.0,0.0,10,1,5,[['dbo:architect']],"['dbo:city', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",list,[[43]]
90,0.5,0.2,0.2857142857142857,8,2,5,Which shows had their painters born in England?,"[['dbo:creator'], ['dbp:birthPlace']]","['dbo:birthPlace', 'dbo:country', 'dbo:hometown', 'dbp:birthPlace', 'dbp:genre']",factoid,0.5,0.2,0.2857142857142857,8,2,5,"[['dbo:creator'], ['dbp:birthPlace']]","['dbo:birthPlace', 'dbo:starring', 'dbp:birthPlace', 'dbp:placeOfBirth', 'dbp:starring']",factoid,"[[246], [1526]]"
91,0.5,0.2,0.2857142857142857,12,2,5,Which awards has been given to both michel hazanavicius and geoffrey rush?,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbo:honours', 'dbo:restingPlace', 'dbo:service', 'dbp:awards']",factoid,0.5,0.2,0.2857142857142857,12,2,5,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbo:honours', 'dbo:service', 'dbp:awards', 'dbp:restingplace']",factoid,"[[50], [50]]"
92,0.5,0.2,0.2857142857142857,14,2,5,Which river's source mountain is Baikal Mountains and is located in Laptev Sea ?,"[['dbo:sourceMountain'], ['dbp:mouthLocation']]","['dbo:locatedInArea', 'dbo:location', 'dbo:source', 'dbo:sourceMountain', 'dbo:sourcePlace']",factoid,0.0,0.0,0.0,14,2,5,"[['dbo:sourceMountain'], ['dbp:mouthLocation']]","['dbo:locatedInArea', 'dbo:mouthMountain', 'dbo:outflow', 'dbo:riverMouth', 'dbp:outflow']",factoid,"[[11], [14]]"
93,0.0,0.0,0.0,9,1,5,How many states does the Pioneer corporation operate in?,[['dbp:country']],"['dbo:country', 'dbo:location', 'dbo:state', 'dbp:operator', 'dbp:state']",count,0.0,0.0,0.0,9,1,5,[['dbp:country']],"['dbo:city', 'dbo:industry', 'dbo:location', 'dbo:locationCity', 'dbo:operator']",count,[[18]]
94,0.5,0.2,0.2857142857142857,10,2,5,What show has writing of Erik Jendresen and Graham Yost?,"[['dbp:writer'], ['dbp:writer']]","['dbo:author', 'dbo:writer', 'dbp:author', 'dbp:producer', 'dbp:writer']",factoid,0.5,0.2,0.2857142857142857,10,2,5,"[['dbp:writer'], ['dbp:writer']]","['dbo:author', 'dbo:writer', 'dbp:author', 'dbp:creator', 'dbp:writer']",factoid,"[[61], [61]]"
95,0.0,0.0,0.0,13,1,5,Did Hank Williams Jr. make Early in the Morning and Late at Night?,[['dbo:musicalArtist']],"['dbo:child', 'dbo:hometown', 'dbo:manufacturer', 'dbo:musicalBand', 'dbp:birthPlace']",boolean,0.0,0.0,0.0,13,1,5,[['dbo:musicalArtist']],"['dbo:associatedBand', 'dbo:subsequentWork', 'dbp:artist', 'dbp:creator', 'dbp:themeMusicComposer']",boolean,[[23]]
96,0.5,0.2,0.2857142857142857,9,2,5,Who collaborated with Johnny Cash and Kris Kristofferson ?,"[['dbp:associatedActs'], ['dbp:associatedActs']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:partner', 'dbp:associatedActs', 'dbp:writer']",factoid,0.0,0.0,0.0,9,2,5,"[['dbp:associatedActs'], ['dbp:associatedActs']]","['dbo:associatedMusicalArtist', 'dbo:employer', 'dbo:musicComposer', 'dbp:keyPeople', 'dbp:label']",factoid,"[[19], [19]]"
97,0.5,0.2,0.2857142857142857,16,2,5,"Which band made the song Take me There, and has collaborated with Blayse in the past?","[['dbo:associatedBand'], ['dbo:musicalBand']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:musicComposer', 'dbo:musicalArtist', 'dbp:pastMembers']",factoid,0.5,0.2,0.2857142857142857,16,2,5,"[['dbo:associatedBand'], ['dbo:musicalBand']]","['dbo:associatedBand', 'dbo:associatedMusicalArtist', 'dbo:bandMember', 'dbo:formerBandMember', 'dbp:artist']",factoid,"[[22], [10]]"
98,0.5,0.2,0.2857142857142857,13,2,5,"Where is the assembly of Plymouth Savoy, and where Special 26 was recorded?","[['dbo:assembly'], ['dbp:recorded']]","['dbo:assembly', 'dbo:country', 'dbo:publisher', 'dbo:recordedIn', 'dbp:studio']",factoid,0.0,0.0,0.0,13,2,5,"[['dbo:assembly'], ['dbp:recorded']]","['dbo:capital', 'dbo:destination', 'dbo:locationCity', 'dbp:headquarters', 'dbp:nationalOrigin']",factoid,"[[7], [6]]"
99,0.5,0.2,0.2857142857142857,13,2,5,Who are the shareholder of the soccer club for whom Steve Holland plays?,"[['dbp:currentclub'], ['dbp:owner']]","['dbo:author', 'dbo:league', 'dbo:owner', 'dbo:team', 'dbp:owner']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:currentclub'], ['dbp:owner']]","['dbo:formerTeam', 'dbo:managerClub', 'dbo:owner', 'dbp:ground', 'dbp:owner']",factoid,"[[12], [51]]"
100,0.0,0.0,0.0,14,2,5,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]","['dbo:almaMater', 'dbo:foundedBy', 'dbo:president', 'dbo:sport', 'dbo:type']",list,0.0,0.0,0.0,14,2,5,"[['dbo:headquarter'], ['dbp:agencyName']]","['dbo:leader', 'dbo:leaderName', 'dbo:location', 'dbp:governingBody', 'dbp:headquarters']",list,"[[73], [4]]"
101,0.5,0.2,0.2857142857142857,15,2,5,What is the religion of the political party which is an international party of Hamas?,"[['dbp:international'], ['dbo:religion']]","['dbo:ideology', 'dbo:party', 'dbo:religion', 'dbp:party', 'dbp:religion']",factoid,0.5,0.2,0.2857142857142857,15,2,5,"[['dbp:international'], ['dbo:religion']]","['dbo:ideology', 'dbo:party', 'dbo:religion', 'dbp:party', 'dbp:religion']",factoid,"[[3], [257]]"
102,0.0,0.0,0.0,13,1,5,Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,[['dbp:children']],"['dbo:affiliation', 'dbo:leaderName', 'dbo:party', 'dbp:leader', 'dbp:party']",factoid,0.0,0.0,0.0,13,1,5,[['dbp:children']],"['dbo:affiliation', 'dbo:leaderName', 'dbo:party', 'dbp:constituency', 'dbp:party']",factoid,[[33]]
103,0.5,0.2,0.2857142857142857,14,2,5,What awards have been given to people schooled in the Everton park state high?,"[['dbp:education'], ['dbp:awards']]","['dbo:award', 'dbo:birthPlace', 'dbo:city', 'dbo:honours', 'dbp:awards']",factoid,0.5,0.2,0.2857142857142857,14,2,5,"[['dbp:education'], ['dbp:awards']]","['dbo:almaMater', 'dbo:award', 'dbo:honours', 'dbp:awards', 'dbp:state']",factoid,"[[21], [50]]"
104,0.5,0.2,0.2857142857142857,19,2,5,How many other wine region are there of the grapes whose one of the wine region is Michigan ?,"[['dbo:wineRegion'], ['dbo:wineRegion']]","['dbo:country', 'dbo:origin', 'dbo:region', 'dbo:wineRegion', 'dbp:region']",count,0.5,0.2,0.2857142857142857,19,2,5,"[['dbo:wineRegion'], ['dbo:wineRegion']]","['dbo:region', 'dbo:species', 'dbo:wineRegion', 'dbp:country', 'dbp:locationCity']",count,"[[12], [12]]"
105,0.5,0.2,0.2857142857142857,18,2,5, Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro ?,"[['dbo:leaderName'], ['dbp:province']]","['dbo:city', 'dbo:location', 'dbo:province', 'dbp:leaderName', 'dbp:province']",list,0.5,0.2,0.2857142857142857,18,2,5,"[['dbo:leaderName'], ['dbp:province']]","['dbo:capital', 'dbo:leader', 'dbo:leaderName', 'dbo:location', 'dbp:governingBody']",list,"[[25], [5]]"
106,0.5,0.2,0.2857142857142857,11,2,5,Who represent the constituencies of Noe Valley and Duboce Triangle ?,"[['dbp:constituency'], ['dbp:constituency']]","['dbo:country', 'dbo:district', 'dbo:region', 'dbo:tenant', 'dbp:constituency']",factoid,0.5,0.2,0.2857142857142857,11,2,5,"[['dbp:constituency'], ['dbp:constituency']]","['dbo:leaderName', 'dbo:party', 'dbo:residence', 'dbp:constituency', 'dbp:party']",factoid,"[[23], [23]]"
107,0.5,0.2,0.2857142857142857,10,2,5,List the birthplace of the medicians who studied in Harvard.,"[['dbo:institution'], ['dbo:birthPlace']]","['dbo:almaMater', 'dbo:birthPlace', 'dbo:party', 'dbp:birthPlace', 'dbp:education']",list,0.5,0.2,0.2857142857142857,10,2,5,"[['dbo:institution'], ['dbo:birthPlace']]","['dbo:birthPlace', 'dbo:knownFor', 'dbp:birthPlace', 'dbp:knownFor', 'dbp:placeOfBirth']",list,"[[17], [4201]]"
108,0.5,0.2,0.2857142857142857,11,2,5,"What region was Gloria Schaffer born in, which also contains Newington?","[['dbp:birthPlace'], ['dbo:isPartOf']]","['dbo:country', 'dbo:region', 'dbp:birthPlace', 'dbp:placeOfBirth', 'dbp:region']",factoid,0.5,0.2,0.2857142857142857,11,2,5,"[['dbp:birthPlace'], ['dbo:isPartOf']]","['dbo:birthPlace', 'dbo:country', 'dbo:nationality', 'dbp:birthPlace', 'dbp:placeOfBirth']",factoid,"[[1526], [1891]]"
109,0.5,0.2,0.2857142857142857,14,2,5,"What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for?","[['dbo:sport'], ['dbo:occupation']]","['dbo:athletics', 'dbo:knownFor', 'dbo:sport', 'dbp:genre', 'dbp:religiousAffiliation']",factoid,0.5,0.2,0.2857142857142857,14,2,5,"[['dbo:sport'], ['dbo:occupation']]","['dbo:athletics', 'dbo:sport', 'dbp:athletics', 'dbp:discipline', 'dbp:state']",factoid,"[[41], [629]]"
110,0.5,0.2,0.2857142857142857,10,2,5,Where are the movies directed by Faisal Aman Khan recorded?,"[['dbo:director'], ['dbp:recorded']]","['dbo:director', 'dbo:recordedIn', 'dbp:director', 'dbp:starring', 'dbp:writer']",factoid,0.5,0.2,0.2857142857142857,10,2,5,"[['dbo:director'], ['dbp:recorded']]","['dbo:cinematography', 'dbo:director', 'dbo:starring', 'dbp:director', 'dbp:starring']",factoid,"[[607], [6]]"
111,0.5,0.2,0.2857142857142857,13,2,5,Which is the common prospect team of Mikhail Pashnin and Robin kovacs ?,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]","['dbo:notableWork', 'dbp:draftTeam', 'dbp:fields', 'dbp:playedFor', 'dbp:prospectTeam']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]","['dbo:debutTeam', 'dbo:team', 'dbp:debutteam', 'dbp:draftTeam', 'dbp:prospectTeam']",factoid,"[[8], [2]]"
112,0.5,0.2,0.2857142857142857,13,2,5,What is the city nearest to the islands in the Northwestern Hawaiian Islands?,"[['dbp:archipelago'], ['dbp:nearestCity']]","['dbo:city', 'dbo:isPartOf', 'dbo:location', 'dbo:nearestCity', 'dbp:nearestCity']",factoid,0.5,0.2,0.2857142857142857,13,2,5,"[['dbp:archipelago'], ['dbp:nearestCity']]","['dbo:largestCity', 'dbo:location', 'dbo:nearestCity', 'dbp:archipelago', 'dbp:cities']",factoid,"[[9], [9]]"
113,0.5,0.2,0.2857142857142857,9,2,5,Who acted in the work written by Colin Brake?,"[['dbp:writer'], ['dbp:starring']]","['dbo:author', 'dbo:starring', 'dbo:writer', 'dbp:author', 'dbp:writer']",factoid,0.5,0.2,0.2857142857142857,9,2,5,"[['dbp:writer'], ['dbp:starring']]","['dbo:author', 'dbo:notableWork', 'dbo:writer', 'dbp:author', 'dbp:writer']",factoid,"[[61], [31]]"
114,0.0,0.0,0.0,6,1,5,what types of play is geist,[['dbp:modes']],"['dbo:genre', 'dbo:instrument', 'dbo:position', 'dbo:programmeFormat', 'dbo:type']",factoid,0.0,0.0,0.0,6,1,5,[['dbp:modes']],"['dbo:artist', 'dbo:genre', 'dbo:programmeFormat', 'dbo:type', 'dbp:genre']",factoid,[[265]]
115,0.5,0.2,0.2857142857142857,8,2,5,Name some sports played in institutions of Maharashtra?,"[['dbp:state'], ['dbo:sport']]","['dbo:city', 'dbo:sport', 'dbo:state', 'dbp:athletics', 'dbp:province']",list,0.5,0.2,0.2857142857142857,8,2,5,"[['dbp:state'], ['dbo:sport']]","['dbo:affiliation', 'dbo:athletics', 'dbo:location', 'dbo:sport', 'dbp:athletics']",list,"[[21], [41]]"
116,0.0,0.0,0.0,10,1,5,Which universities are also known as the Tulane Green wave?,[['dbp:nickname']],"['dbo:genre', 'dbo:isPartOf', 'dbo:knownFor', 'dbo:state', 'dbp:knownFor']",factoid,0.0,0.0,0.0,10,1,5,[['dbp:nickname']],"['dbo:athletics', 'dbo:campus', 'dbo:sport', 'dbo:university', 'dbp:athletics']",factoid,[[19]]
117,0.5,0.2,0.2857142857142857,8,2,5,What are some movies written by British writers?,"[['dbo:writer'], ['dbo:nationality']]","['dbo:writer', 'dbp:author', 'dbp:language', 'dbp:screenplay', 'dbp:writer']",factoid,0.5,0.2,0.2857142857142857,8,2,5,"[['dbo:writer'], ['dbo:nationality']]","['dbo:author', 'dbo:occupation', 'dbo:writer', 'dbp:lyrics', 'dbp:writer']",factoid,"[[1148], [266]]"
118,0.0,0.0,0.0,11,2,5,What is the common genere of Abhijit Kunte and Kasparov ?,"[['dbp:knownFor'], ['dbo:genre']]","['dbo:artist', 'dbo:parent', 'dbo:region', 'dbp:ethnicity', 'dbp:license']",factoid,0.0,0.0,0.0,11,2,5,"[['dbp:knownFor'], ['dbo:genre']]","['dbo:species', 'dbp:artist', 'dbp:genre', 'dbp:meaning', 'dbp:relatives']",factoid,"[[20], [5588]]"
119,0.5,0.2,0.2857142857142857,10,2,5,In which state can I find Burr Truss styled bridges?,"[['dbp:style'], ['dbo:state']]","['dbo:locatedInArea', 'dbo:state', 'dbo:writer', 'dbp:designer', 'dbp:state']",factoid,0.0,0.0,0.0,10,2,5,"[['dbp:style'], ['dbo:state']]","['dbo:architect', 'dbo:crosses', 'dbo:locatedInArea', 'dbp:crosses', 'dbp:designer']",factoid,"[[4], [875]]"
