,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
823,0.5,1.0,0.6666666666666666,14,2,1,What is the ethnicity of the people working for the Philippines house of representatives?,"[['dbo:occupation'], ['dbo:ethnicity']]",['dbo:ethnicity'],factoid,0.5,1.0,0.6666666666666666,14,2,1,"[['dbo:occupation'], ['dbo:ethnicity']]",['dbo:ethnicity'],factoid
824,0.5,0.5,0.5,10,2,2,"Name the university whose affiliations's foundation place is Washington, D.C.?","[['dbp:affiliations'], ['dbo:foundationPlace']]","['dbp:affiliations', 'dbp:foundation']",list,0.5,1.0,0.6666666666666666,10,2,1,"[['dbp:affiliations'], ['dbo:foundationPlace']]",['dbp:affiliations'],list
825,1.0,0.8571428571428571,0.923076923076923,6,1,7,what community is located in mississippi?,"[['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,0.8571428571428571,0.923076923076923,6,1,7,"[['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
826,1.0,1.0,1.0,7,1,1,Where was györgy kósa when he died,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
827,1.0,1.0,1.0,10,1,1,Which military man was involved with the second boer war?,[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:battle']],['dbo:battle'],factoid
829,1.0,1.0,1.0,14,1,1,what kind of music can be found by listening to the album just chillin',[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:genre']],['dbo:genre'],factoid
830,1.0,1.0,1.0,5,1,1,Where did douglas fairbanks die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
831,1.0,1.0,1.0,5,1,1,Who is a j-pop artist?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
832,1.0,1.0,1.0,7,1,1,what are names of edward fox's children,[['dbo:parent']],['dbo:parent'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:parent']],['dbo:parent'],factoid
834,1.0,1.0,1.0,9,1,1,who is a pitcher for the boston red sox,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position'],factoid
835,0.5,1.0,0.6666666666666666,11,2,1,Count the number of different religions that field marshals have followed?,"[['dbo:militaryRank'], ['dbo:religion']]",['dbo:religion'],count,0.5,1.0,0.6666666666666666,11,2,1,"[['dbo:militaryRank'], ['dbo:religion']]",['dbo:religion'],count
836,1.0,1.0,1.0,6,1,1,where in europe is binsted located?,"[['dbo:district', 'dbo:country', 'dbo:region']]",['dbo:country'],factoid,1.0,1.0,1.0,6,1,1,"[['dbo:district', 'dbo:country', 'dbo:region']]",['dbo:country'],factoid
838,1.0,1.0,1.0,8,1,1,what movie did michael nyman create music for?,[['dbo:musicComposer']],['dbo:musicComposer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:musicComposer']],['dbo:musicComposer'],factoid
839,1.0,1.0,1.0,7,1,2,"which actor was born in washington, d.c.?","[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
840,1.0,1.0,1.0,10,1,1,what is the country of origin of deka kurokawa suzuki,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:country']],['dbo:country'],factoid
841,1.0,1.0,1.0,8,1,1,What type of game is the bourne conspiracy,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
842,1.0,1.0,1.0,8,1,1,what's the name of a robert plant album,[['dbo:artist']],['dbo:artist'],list,1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist'],list
843,1.0,1.0,1.0,13,1,1,what kinds of gameplay is required of doki! doki! yūenchi: crazy land daisakusen,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,13,1,1,[['dbp:modes']],['dbp:modes'],factoid
844,1.0,1.0,1.0,6,1,1,what was billy walton's football position?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
845,1.0,1.0,1.0,6,1,1,what is an americana (music) album?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
847,1.0,1.0,1.0,4,1,1,What is tristania's origin?,[['dbo:hometown']],['dbo:hometown'],factoid,1.0,0.5,0.6666666666666666,4,1,2,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid
849,1.0,1.0,1.0,7,1,1,What hockey position does geoff smith play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
850,1.0,1.0,1.0,10,1,1,what mode of gameplay is the videogame enemy in sight,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,10,1,1,[['dbp:modes']],['dbp:modes'],factoid
851,1.0,1.0,1.0,5,1,1,Where did zhu de die?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
852,1.0,1.0,1.0,12,1,1,what kind of music can be found on the album the circus,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre'],factoid
854,1.0,1.0,1.0,5,1,2,Name an airport in barbados,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:state']]","['dbo:city', 'dbo:location']",list,1.0,0.6,0.7499999999999999,5,1,5,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:location', 'dbo:state']]","['dbo:city', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region']",list
855,1.0,1.0,1.0,9,1,1,what type of release is the ultimate luther vandross?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:type']],['dbo:type'],factoid
857,1.0,1.0,1.0,5,1,1,what games is action game,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
858,1.0,1.0,1.0,7,1,2,What man was born in coos bay?,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
859,1.0,1.0,1.0,7,1,1,what area is central africa time in,[['dbo:timeZone']],['dbo:timeZone'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:timeZone']],['dbo:timeZone'],factoid
860,1.0,1.0,1.0,9,1,1,which city did cato maximilian guldberg pass away in,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
861,1.0,1.0,1.0,5,1,1,where is 50 cent from?,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown'],factoid,1.0,1.0,1.0,5,1,1,"[['dbo:hometown', 'dbo:birthPlace']]",['dbo:hometown'],factoid
863,1.0,1.0,1.0,6,1,1,What languages are spoken in Pakistan?,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:language']],['dbo:language'],factoid
865,1.0,1.0,1.0,7,1,2,Name someone who was born in vancouver,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list,1.0,1.0,1.0,7,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",list
866,1.0,1.0,1.0,8,1,1,what movement was pursued by j. alden weir,[['dbo:movement']],['dbo:movement'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:movement']],['dbo:movement'],factoid
867,1.0,1.0,1.0,8,1,1,where does the mogami river flow out from,[['dbo:riverMouth']],['dbo:riverMouth'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:riverMouth']],['dbo:riverMouth'],factoid
869,1.0,1.0,1.0,9,1,1,What type of tv show is house of lies,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
870,1.0,1.0,1.0,6,1,7,what cities are in north carolina?,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,6,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
871,1.0,1.0,1.0,7,1,1,What license does the software swiftfox have?,[['dbo:license']],['dbo:license'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:license']],['dbo:license'],factoid
873,1.0,1.0,1.0,6,1,1,Which position did emmanuel olisadebe play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
874,1.0,1.0,1.0,6,1,1,What position did chico fernández play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
875,1.0,1.0,1.0,9,1,1,fabric 14: stacey pullen is what type of music,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
877,1.0,1.0,1.0,7,1,1,what is saúl riveras position in baseball,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
879,1.0,1.0,1.0,6,1,1,what types of music is p.h.u.q.,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
880,1.0,1.0,1.0,6,1,1,What netflix genre is the hitchhiker,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
881,1.0,1.0,1.0,5,1,1,Who influenced ben f. laposky?,[['dbo:influencedBy']],['dbo:influencedBy'],factoid,1.0,0.5,0.6666666666666666,5,1,2,[['dbo:influencedBy']],"['dbo:influenced', 'dbo:influencedBy']",factoid
882,1.0,1.0,1.0,9,1,1,what kind of music is played in dizzy heights,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
883,1.0,1.0,1.0,11,1,1,what's the name of a movie that samuel z. arkoff produced,[['dbo:producer']],['dbo:producer'],list,1.0,1.0,1.0,11,1,1,[['dbo:producer']],['dbo:producer'],list
885,1.0,1.0,1.0,8,1,1,what is a song by richard m. sherman,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist'],factoid
886,1.0,1.0,1.0,6,1,1,what films did robert rossen write,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:writer']],['dbo:writer'],factoid
887,1.0,1.0,1.0,7,1,7,what area is contained in north carolina,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid,1.0,1.0,1.0,7,1,7,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:locatedInArea', 'dbo:location', 'dbo:region', 'dbo:state']",factoid
888,1.0,1.0,1.0,7,1,1,which city was thomas hartley born in,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
889,1.0,1.0,1.0,6,1,1,which films did richard brooks produce?,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:producer']],['dbo:producer'],factoid
890,1.0,1.0,1.0,7,1,1,what country is the movie immigrants from?,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:country']],['dbo:country'],factoid
892,1.0,1.0,1.0,7,1,1,what type of music is thunder seven?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
893,1.0,1.0,1.0,7,1,1,What's an album written by tenacious d,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:artist']],['dbo:artist'],factoid
894,1.0,1.0,1.0,9,1,1,what's an album that has rock music on it,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],list
895,1.0,1.0,1.0,9,1,1,who is a person with the profession film producer,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
896,1.0,1.0,1.0,5,1,1,Who composed the alabama song?,[['dbo:writer']],['dbo:writer'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:writer']],['dbo:writer'],factoid
897,1.0,1.0,1.0,8,1,3,What city is orange coast college located in?,"[['dbo:country', 'dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid,1.0,1.0,1.0,8,1,3,"[['dbo:country', 'dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid
898,1.0,1.0,1.0,12,1,1,what is the name of the artist who records under asylum records,[['dbo:recordLabel']],['dbo:recordLabel'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:recordLabel']],['dbo:recordLabel'],factoid
899,1.0,1.0,1.0,7,1,1,what is paul hutchison's place of birth,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
900,1.0,1.0,1.0,6,1,1,who is a burmese film producer?,[['dbo:occupation']],['dbo:occupation'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:occupation']],['dbo:occupation'],factoid
901,1.0,1.0,1.0,5,1,1,where was david lyons's birthplace,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
902,1.0,1.0,1.0,8,1,1,what language was a mom for christmas in?,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:language']],['dbo:language'],factoid
904,1.0,1.0,1.0,8,1,1,what kind of gameplay mode does nucleus have,[['dbp:modes']],['dbp:modes'],factoid,1.0,1.0,1.0,8,1,1,[['dbp:modes']],['dbp:modes'],factoid
905,1.0,1.0,1.0,8,1,1,what type of music does oomalama album play,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
908,1.0,1.0,1.0,4,1,1,Name a fiction book,[['dbo:literaryGenre']],['dbo:literaryGenre'],list,1.0,1.0,1.0,4,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],list
911,1.0,1.0,1.0,6,1,1,what kind of book is ragtime?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
912,1.0,0.5,0.6666666666666666,6,1,2,Name a person born in plasencia,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbp:birthPlace']",list,1.0,1.0,1.0,6,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],list
913,1.0,1.0,1.0,7,1,1,"alife, campania is contained by what province","[['dbo:country', 'dbo:region']]",['dbo:country'],factoid,1.0,1.0,1.0,7,1,2,"[['dbo:country', 'dbo:region']]","['dbo:country', 'dbo:region']",factoid
914,1.0,1.0,1.0,11,1,1,what is the name of a film that charles walters directed?,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:director']],['dbo:director'],factoid
915,1.0,1.0,1.0,14,1,1,What type of release was the album all the news thats fit to sing?,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,14,1,1,[['dbo:type']],['dbo:type'],factoid
916,1.0,1.0,1.0,6,1,1,who performs heavy metal  music,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
917,1.0,1.0,1.0,4,1,1,Name a maze game,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,4,1,1,[['dbo:genre']],['dbo:genre'],list
918,1.0,1.0,1.0,8,1,1,Was einstein a doctoral student of Alfred Kleiner?,[['dbo:doctoralStudent']],['dbo:doctoralStudent'],boolean,1.0,1.0,1.0,8,1,1,[['dbo:doctoralStudent']],['dbo:doctoralStudent'],boolean
919,1.0,1.0,1.0,7,1,1,who was the cinematographer for socket (film),[['dbo:cinematography']],['dbo:cinematography'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:cinematography']],['dbo:cinematography'],factoid
920,1.0,1.0,1.0,7,1,1,which soccer position does adam blacklaw play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:position']],['dbo:position'],factoid
921,0.5,1.0,0.6666666666666666,15,2,1,Who are the writer of the singles whose music genre is Rhythm and blues ?,"[['dbo:genre'], ['dbo:writer']]",['dbo:genre'],factoid,0.5,1.0,0.6666666666666666,15,2,1,"[['dbo:genre'], ['dbo:writer']]",['dbo:genre'],factoid
922,1.0,1.0,1.0,7,1,1,Where did charles allan gilbert pass away?,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
923,1.0,1.0,1.0,12,1,1,what kind of music is played in the in a warzone album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre'],factoid
924,1.0,1.0,1.0,10,1,1,What is the name of a popular gloria estefan album,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:artist']],['dbo:artist'],factoid
925,1.0,1.0,1.0,9,1,1,what city and state was  julia child born,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
926,1.0,1.0,1.0,6,1,1,what is an experimental music album,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:genre']],['dbo:genre'],factoid
927,1.0,1.0,1.0,6,1,1,what albums did lindsey buckingham release?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:artist']],['dbo:artist'],factoid
929,1.0,1.0,1.0,9,1,3,which country is andover newton theological school located in?,"[['dbo:country', 'dbo:city', 'dbo:state']]","['dbo:city', 'dbo:country', 'dbo:state']",factoid,1.0,1.0,1.0,9,1,1,"[['dbo:country', 'dbo:city', 'dbo:state']]",['dbo:city'],factoid
931,1.0,1.0,1.0,4,1,1,what country produce guidestones,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:country']],['dbo:country'],factoid
932,1.0,1.0,1.0,10,1,1,whats the genre of the album motion sickness: live recordings,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,10,1,1,[['dbo:genre']],['dbo:genre'],factoid
934,1.0,1.0,1.0,7,1,1,who directed the film john and mary,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:director']],['dbo:director'],factoid
936,1.0,1.0,1.0,8,1,1,which company made the software netscape messenger 9,[['dbo:developer']],['dbo:developer'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:developer']],['dbo:developer'],factoid
938,1.0,1.0,1.0,5,1,1,Where did artur pipan die?,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,"[['dbp:deathPlace', 'dbo:deathPlace']]",['dbo:deathPlace'],factoid
939,1.0,1.0,1.0,8,1,1,which politician was involved in world war i?,[['dbo:battle']],['dbo:battle'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:battle']],['dbo:battle'],factoid
940,1.0,1.0,1.0,4,1,2,where is dixie located?,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid,1.0,1.0,1.0,4,1,2,"[['dbo:country', 'dbo:isPartOf']]","['dbo:country', 'dbo:isPartOf']",factoid
941,1.0,1.0,1.0,7,1,1,Who founded the organization nu skin enterprises?,[['dbo:foundedBy']],['dbo:foundedBy'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:foundedBy']],['dbo:foundedBy'],factoid
942,1.0,1.0,1.0,5,1,1,What is a basketball videogame,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:genre']],['dbo:genre'],factoid
944,1.0,1.0,1.0,7,1,1,what constellation of gamma canis majoris is,[['dbp:constell']],['dbp:constell'],factoid,1.0,1.0,1.0,7,1,1,[['dbp:constell']],['dbp:constell'],factoid
945,1.0,1.0,1.0,11,1,1,shell oil company's business operations are a part of what industry,[['dbo:industry']],['dbo:industry'],list,1.0,1.0,1.0,11,1,1,[['dbo:industry']],['dbo:industry'],list
946,1.0,1.0,1.0,8,1,1,what track is from the artist samael (band)?,[['dbo:artist']],['dbo:artist'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:artist']],['dbo:artist'],factoid
947,1.0,1.0,1.0,7,1,1,who is a rock and roll artist,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:genre']],['dbo:genre'],factoid
949,1.0,1.0,1.0,9,1,1,What genre of music is james bourne know for?,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:genre']],['dbo:genre'],factoid
950,1.0,1.0,1.0,9,1,1,Who is someone suffering from chronic obstructive pulmonary disease?,[['dbo:deathCause']],['dbo:deathCause'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:deathCause']],['dbo:deathCause'],factoid
952,1.0,1.0,1.0,12,1,1,what language is the film digimon frontier: island of lost digimon in,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:language']],['dbo:language'],factoid
953,1.0,1.0,1.0,9,1,1,what is the ideology of the national fascist party,[['dbo:ideology']],['dbo:ideology'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:ideology']],['dbo:ideology'],factoid
954,1.0,1.0,1.0,7,1,1,in which country was annai velankanni filmed,[['dbo:country']],['dbo:country'],factoid,1.0,1.0,1.0,7,1,1,[['dbo:country']],['dbo:country'],factoid
955,1.0,1.0,1.0,9,1,1,What language is comrades: almost a love story in?,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:language']],['dbo:language'],factoid
956,1.0,1.0,1.0,8,1,1,Who is the nominee of Jack Ryan ?,[['dbo:nominee']],['dbo:nominee'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:nominee']],['dbo:nominee'],factoid
959,1.0,1.0,1.0,4,1,2,Who is from poland,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid,1.0,1.0,1.0,4,1,2,"[['dbp:birthPlace', 'dbo:birthPlace']]","['dbo:birthPlace', 'dbp:birthPlace']",factoid
960,1.0,0.5,0.6666666666666666,7,1,2,where in canada did poledo originate from?,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,1.0,1.0,1.0,7,1,1,[['dbo:hometown']],['dbo:hometown'],factoid
961,1.0,1.0,1.0,9,1,1,what position does anderson roberto da silva luiz play,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:position']],['dbo:position'],factoid
962,1.0,1.0,1.0,5,1,1,where did arnold gingrich die,[['dbo:deathPlace']],['dbo:deathPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:deathPlace']],['dbo:deathPlace'],factoid
963,1.0,1.0,1.0,13,1,1,who is the author of the book the evidence of things not seen,[['dbo:author']],['dbo:author'],factoid,1.0,1.0,1.0,13,1,1,[['dbo:author']],['dbo:author'],factoid
964,1.0,1.0,1.0,8,1,1,what kind of music is on ugly beautiful,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],factoid
965,1.0,1.0,1.0,9,1,1,what type of musical composition is little lucid moments,[['dbo:type']],['dbo:type'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:type']],['dbo:type'],factoid
966,1.0,1.0,1.0,9,1,1,what films have been directed by william c. demille?,[['dbo:director']],['dbo:director'],factoid,1.0,1.0,1.0,9,1,1,[['dbo:director']],['dbo:director'],factoid
967,1.0,1.0,1.0,8,1,1,what is the headquarters of Juan Dalmau Ramerez?,[['dbp:headquarters']],['dbp:headquarters'],factoid,1.0,1.0,1.0,8,1,1,[['dbp:headquarters']],['dbp:headquarters'],factoid
968,1.0,1.0,1.0,8,1,1,which baseball position is ray shearer charged of,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,8,1,1,[['dbo:position']],['dbo:position'],factoid
969,1.0,1.0,1.0,6,1,1,Which position did ray mcdavid play?,[['dbo:position']],['dbo:position'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:position']],['dbo:position'],factoid
970,1.0,1.0,1.0,6,1,1,what book genre is roadside picnic?,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid,1.0,1.0,1.0,6,1,1,[['dbo:literaryGenre']],['dbo:literaryGenre'],factoid
971,1.0,1.0,1.0,5,1,1,Where was sam steiger born?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,1.0,1.0,1.0,5,1,1,[['dbo:birthPlace']],['dbo:birthPlace'],factoid
972,1.0,1.0,1.0,4,1,1,who produced the tune,[['dbo:producer']],['dbo:producer'],factoid,1.0,1.0,1.0,4,1,1,[['dbo:producer']],['dbo:producer'],factoid
974,1.0,1.0,1.0,8,1,1,Name a popular racing game for the Xbox.,[['dbo:genre']],['dbo:genre'],list,1.0,1.0,1.0,8,1,1,[['dbo:genre']],['dbo:genre'],list
976,1.0,1.0,1.0,12,1,1,what kind of video game is americas army: rise of a soldier,[['dbo:genre']],['dbo:genre'],factoid,1.0,1.0,1.0,12,1,1,[['dbo:genre']],['dbo:genre'],factoid
977,1.0,1.0,1.0,11,1,1,which language was don't go near the water originally written in,[['dbo:language']],['dbo:language'],factoid,1.0,1.0,1.0,11,1,1,[['dbo:language']],['dbo:language'],factoid
