,recall,precision,f1,word_count,rel_count,sys_relations,question,gold_relations,system_relations,question_type
1858,0.0,0.0,0.0,9,1,1,Name the alma mater of Ernest de Saisset ?,[['dbo:almaMater']],['dbp:almaMater'],list
1866,0.0,0.0,0.0,8,1,1,Who was the program director for Third Watch?,[['dbo:creator']],['dbo:director'],factoid
1867,0.0,0.0,0.0,9,1,1,what company produced the action game milons secret castle,[['dbo:publisher']],['dbp:studio'],factoid
1872,0.0,0.0,0.0,8,2,1,"Who is married to a Miss Louisiana, USA?","[['dbp:title'], ['dbp:spouse']]",['dbo:spouse'],factoid
1875,0.0,0.0,0.0,8,1,1,which 2001 album was released by simple minds?,[['dbo:type']],['dbo:artist'],factoid
1880,0.0,0.0,0.0,8,1,1,what types of music is love and happiness,[['dbo:type']],['dbo:genre'],factoid
1887,0.0,0.0,0.0,7,1,1,What is a train station is japan,"[['dbo:locatedInArea', 'dbo:city', 'dbo:country', 'dbo:isPartOf', 'dbo:location', 'dbo:region', 'dbo:state']]",['dbo:programmeFormat'],factoid
1903,0.0,0.0,0.0,6,1,1,what country is nieves mathews from,[['dbo:country']],['dbo:birthPlace'],factoid
1908,0.0,0.0,0.0,9,1,1,What is the debut team of ngel Escobar ?,[['dbp:debutteam']],['dbo:debutTeam'],factoid
1911,0.0,0.0,0.0,5,1,1,what is pato bantons nationality,[['dbo:hometown']],['dbo:birthPlace'],factoid
1923,0.0,0.0,0.0,9,1,1,Which country is the city of grojec inside of,"[['dbo:country', 'dbo:isPartOf']]",['dbo:location'],factoid
1950,0.0,0.0,0.0,8,1,1,what is the name of a jazz album,[['dbo:type']],['dbo:genre'],factoid
1957,0.0,0.0,0.0,10,2,1,How many politicians are there from the city of Ganges?,"[['dbp:city'], ['dbo:leaderName']]",['dbo:birthPlace'],count
1970,0.0,0.0,0.0,9,1,1,Was mother teresa beatified by John Paul the second?,[['dbp:beatifiedBy']],['dbo:parent'],boolean
1979,0.0,0.0,0.0,13,1,1,Did Bob Dylan write the lyrics of the times they are a changin'?,[['dbp:lyrics']],['dbo:writer'],boolean
1980,0.0,0.0,0.0,9,1,1,What are the type of Greenup County High School?,[['dbp:type']],['dbo:type'],factoid
1984,0.0,0.0,0.0,8,1,1,Who is a religious figure titled superior general?,[['dbp:title']],['dbp:birthPlace'],factoid
1991,0.0,0.0,0.0,5,1,1,What nationality is Ferdinand Zirkel?,[['dbo:nationality']],['dbo:birthPlace'],factoid
1992,0.0,0.0,0.0,14,2,1,Where was the deadbody discovered of one of the alumni of General Educational Development?,"[['dbp:education'], ['dbp:bodyDiscovered']]",['dbo:almaMater'],factoid
1996,0.0,0.0,0.0,12,2,1,In which cities are there american football teams where Matt Snorton played?,"[['dbp:pastteams'], ['dbo:locationCity']]",['dbo:formerTeam'],factoid
1998,0.0,0.0,0.0,7,1,1,Whats example of a speculative fiction film,[['dbo:literaryGenre']],['dbp:genre'],factoid
2011,0.0,0.0,0.0,6,1,1,Which nationality does fons bastijns have,[['dbo:birthPlace']],['dbo:nationality'],factoid
2012,0.0,0.0,0.0,3,1,1,who wrote showdown?,[['dbo:author']],['dbo:writer'],factoid
2016,0.0,0.0,0.0,8,1,1,What is the broadcast area of CFRX ?,[['dbo:broadcastArea']],['dbp:area'],factoid
2018,0.0,0.0,0.0,6,1,1,Where is  alberto salazar from,[['dbo:nationality']],['dbo:birthPlace'],factoid
2023,0.0,0.0,0.0,11,2,1,Which shows have voices from people signed up with ABC Records?,"[['dbp:voices'], ['dbp:label']]",['dbo:recordLabel'],factoid
2027,0.0,0.0,0.0,9,1,1,What's a piece of music written by jacques dutronc,[['dbo:writer']],['dbo:artist'],factoid
2031,0.0,0.0,0.0,9,1,1,which albums were released by the bay city rollers?,[['dbo:artist']],['dbo:type'],factoid
2034,0.0,0.0,0.0,6,1,2,What area does wgrz broadcast in?,[['dbo:location']],"['dbo:broadcastArea', 'dbo:city']",factoid
2051,0.0,0.0,0.0,7,1,2,What country is clarkia a part of,[['dbo:isPartOf']],"['dbo:country', 'dbo:region']",factoid
2053,0.0,0.0,0.0,9,1,1,what genre would ode to a banker go under,[['dbo:literaryGenre']],['dbo:genre'],factoid
2059,0.0,0.0,0.0,6,1,1,Where does lord wind hail from?,[['dbo:birthPlace']],['dbo:hometown'],factoid
2069,0.0,0.0,0.0,6,1,1,Who is the editor of Forbes?,[['dbo:editor']],['dbo:editing'],factoid
2078,0.0,0.0,0.0,9,1,1,which country album was recorded by the dixie chicks?,[['dbo:genre']],['dbo:country'],factoid
2083,0.0,0.0,0.0,13,1,1,Is Another Lonely Night in New York by the musical band Robin Gibb?,[['dbo:musicalBand']],['dbo:associatedBand'],boolean
2094,0.0,0.0,0.0,8,1,1,Does Ford own the Ford Kansas Assembly plant?,[['dbo:owningOrganisation']],['dbp:company'],boolean
2096,0.0,0.0,0.0,6,1,1,Name few companies founded in Texas?,[['dbo:foundationPlace']],['dbp:foundation'],list
2100,0.0,0.0,0.0,8,1,1,Is the chestnut white bellied rat a mammal?,[['dbo:class']],['dbo:deathPlace'],boolean
2110,0.0,0.0,0.0,5,1,1,What is mark vines' nationality?,[['dbo:country']],['dbo:birthPlace'],factoid
2111,0.0,0.0,0.0,10,1,1,Which company produced a big hand for the little lady,[['dbo:distributor']],['dbp:studio'],factoid
2112,0.0,0.0,0.0,6,1,1,Which musician released music of africa,[['dbo:genre']],['dbo:musicComposer'],factoid
2118,0.0,0.0,0.0,6,1,2,Which country is greg demos from,[['dbo:nationality']],"['dbo:country', 'dbo:hometown']",factoid
2123,0.0,0.0,0.0,8,1,1,Name few television shows's anchored by Ryan Seacrest?,[['dbo:presenter']],['dbp:network'],list
2141,0.0,0.0,0.0,17,2,1,List the total number of regions of the building whose are located in\Grand Forks Air Force Base?,"[['dbo:region'], ['dbo:region']]",['dbp:location'],list
2142,0.0,0.0,0.0,5,1,1,Where did Sophus Hansen die?,[['dbo:deathPlace']],['dbp:placeOfDeath'],factoid
2143,0.0,0.0,0.0,9,1,1,which state did larry wu-tai chin pass away in?,[['dbp:deathPlace']],['dbo:deathPlace'],factoid
2161,0.0,0.0,0.0,8,1,1,which ivy league university did ezra cornell create,[['dbo:foundedBy']],['dbo:creator'],factoid
2180,0.0,0.0,0.0,9,1,1,What is the origin of the artist Mick Karn?,[['dbo:birthPlace']],['dbo:hometown'],factoid
2181,0.0,0.0,0.0,11,2,1,Where is the lake located into which the Winnipeg River flows?,"[['dbp:outflow'], ['dbp:location']]",['dbo:outflow'],factoid
2188,0.0,0.0,0.0,16,2,1,How many different organizations own the railway lines which are a part of Norfolk Southern Railway?,"[['dbp:owner'], ['dbp:system']]",['dbo:owningOrganisation'],count
2202,0.0,0.0,0.0,15,2,1,What is the person known for who is the movie director of Sleepy-Time Squirrel ?,"[['dbp:director'], ['dbo:knownFor']]",['dbo:director'],factoid
2203,0.0,0.0,0.0,6,1,1,which religion does anaukpetlun primarily practice,[['dbp:religion']],['dbo:religion'],factoid
2216,0.0,0.0,0.0,6,1,1,What european country is herostratus from,[['dbo:country']],['dbo:birthPlace'],factoid
2225,0.0,0.0,0.0,8,1,1,what kind of art does roger welch create,[['dbo:movement']],['dbo:field'],factoid
2227,0.0,0.0,0.0,8,1,1,Who is the leader of Allgemeine SS ?,[['dbo:leader']],['dbo:leaderName'],factoid
2235,0.0,0.0,0.0,22,2,2,Name the company whose one of the product is Pixar Image Computer and has one of the key person as Edwin Catmull?,"[['dbo:keyPerson'], ['dbo:product']]","['dbp:keyPeople', 'dbp:products']",list
2249,0.0,0.0,0.0,7,1,1,what type of software does bleem use,[['dbo:genre']],['dbo:license'],factoid
2250,0.0,0.0,0.0,9,2,1,What religion did the spouse of Richie Aprile follow?,"[['dbp:spouse'], ['dbo:religion']]",['dbp:religion'],factoid
2253,0.0,0.0,0.0,10,1,1,What is the genre of allan's wife & other tales?,[['dbo:literaryGenre']],['dbo:genre'],factoid
2254,0.0,0.0,0.0,7,1,1,which album is created by rod stewart,[['dbo:type']],['dbo:recordLabel'],factoid
2256,0.0,0.0,0.0,11,1,1,who was the president under which Joe Purcell is a lieutenant?,[['dbo:lieutenant']],['dbp:lieutenant'],factoid
2260,0.0,0.0,0.0,12,2,1,Radios on what topics can be tuned in to in Washington DC?,"[['dbo:broadcastArea'], ['dbo:programmeFormat']]",['dbp:subject'],list
2276,0.0,0.0,0.0,11,1,1,"List the affiliation of Indian general election, 2004 (Andhra Pradesh) ?",[['dbo:affiliation']],['dbp:affiliation'],list
2278,0.0,0.0,0.0,9,1,1,Which countries have places with more than two caves?,[['dbo:location']],['dbo:country'],factoid
2282,0.0,0.0,0.0,5,1,1,where is university hall located,[['dbo:location']],['dbo:city'],factoid
2294,0.0,0.0,0.0,13,2,1,Which company produced the car which was a new version of Daewoo's Tico?,"[['dbp:predecessor'], ['dbp:parentCompany']]",['dbo:product'],factoid
2297,0.0,0.0,0.0,9,1,1,What are the awrds won by Laemmle Theatres ?,[['dbo:service']],['dbp:awards'],factoid
2300,0.0,0.0,0.0,21,2,1,What is the associated band of the musical artist who is the producer of The Trumpet Kings Meet Joe Turner ?,"[['dbp:producer'], ['dbo:associatedBand']]",['dbo:associatedMusicalArtist'],factoid
2328,0.0,0.0,0.0,8,1,1,which song was created by the almighty r.s.o.,[['dbo:recordLabel']],['dbo:artist'],factoid
2341,0.0,0.0,0.0,7,1,1,Where did luther ely smith pass away,[['dbo:birthPlace']],['dbo:deathPlace'],factoid
2348,0.0,0.0,0.0,8,1,1,Is Trevor Peacock the narrator of Fred Claus?,[['dbp:narrator']],['dbo:narrator'],boolean
2352,0.0,0.0,0.0,4,1,1,Where is garrison located,"[['dbo:country', 'dbo:isPartOf']]",['dbo:location'],factoid
2355,0.0,0.0,0.0,7,1,1,what's the name of a budapest-born musician,"[['dbp:birthPlace', 'dbo:birthPlace']]",['dbo:genre'],list
2358,0.0,0.0,0.0,9,2,1,Things going to the mediterranean sea also go where?,"[['dbp:destinations'], ['dbo:destination']]",['dbp:cities'],count
2370,0.0,0.0,0.0,9,1,1,what's the name of a the handsome family album,[['dbo:type']],['dbo:genre'],list
2375,0.0,0.0,0.0,5,1,1,Does KOMC play Gospel Music?,[['dbo:programmeFormat']],['dbo:genre'],boolean
2376,0.0,0.0,0.0,7,1,1,How much carbs does peanut butter have?,[['dbp:carbs']],['dbo:ingredient'],factoid
2377,0.0,0.0,0.0,7,1,1,Is the College Sainte Marie in Mauritius?,[['dbp:county']],['dbo:institution'],boolean
2406,0.0,0.0,0.0,9,1,1,What is the debut team of Tom O'Malley ?,[['dbp:debutteam']],['dbo:debutTeam'],factoid
2421,0.0,0.0,0.0,6,1,1,What nation is nick martin from?,[['dbo:hometown']],['dbo:birthPlace'],factoid
2431,0.0,0.0,0.0,12,1,1,wishart mclea robertson  is a descendent of what Canadian civil servant,[['dbo:child']],['dbo:occupation'],factoid
2437,0.0,0.0,0.0,8,1,1,Where is the birth place of mehdi ghezali,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
2439,0.0,0.0,0.0,7,1,1,Does the owyhee river flow into oregon?,[['dbo:mouthMountain']],['dbo:riverMouth'],boolean
2452,0.0,0.0,0.0,10,1,1,Was Elton John a chairman of a Watford FC Season?,[['dbo:chairman']],['dbp:chairman'],boolean
2456,0.0,0.0,0.0,9,1,1,which kinds of album is the dark knight rises,[['dbo:type']],['dbo:genre'],factoid
2461,0.0,0.0,0.0,11,1,1,By what person of which political party is Balangir district led?,[['dbo:leaderName']],['dbo:party'],factoid
2462,0.0,0.0,0.0,13,2,1,Who are the relatives of the character after which Quagmire's Quagmire was made?,"[['dbo:subsequentWork'], ['dbo:relative']]",['dbo:creator'],factoid
2465,0.0,0.0,0.0,19,2,1,"Of all the teams that Andrew Economos played for, which one did Jerrel Jackson play his first game for?","[['dbo:formerTeam'], ['dbo:debutTeam']]",['dbp:debutteam'],list
2466,0.0,0.0,0.0,9,1,1,what kind of show is kimba the white lion,[['dbp:genre']],['dbo:genre'],factoid
2468,0.0,0.0,0.0,5,1,1,Who did anders chydenius influence,[['dbo:influenced']],['dbo:influencedBy'],factoid
2494,0.0,0.0,0.0,7,2,1,Which rivers flow into a German lake?,"[['dbo:country'], ['dbo:inflow']]",['dbo:riverMouth'],factoid
2506,0.0,0.0,0.0,8,1,1,which country is yan paing a national of,[['dbo:birthPlace']],['dbo:country'],factoid
2518,0.0,0.0,0.0,12,2,1,Which governor of Charles Willing had a child named John Scott ?,"[['dbo:child'], ['dbo:governor']]",['dbp:children'],factoid
2550,0.0,0.0,0.0,7,1,1,Name the champion of National League ?,[['dbp:champion']],['dbp:city'],list
2557,0.0,0.0,0.0,12,2,1,Who appointed both John Drayton and William Clark to their respective offices?,"[['dbp:appointer'], ['dbp:appointer']]",['dbo:appointer'],factoid
2573,0.0,0.0,0.0,10,2,1,Who has canonized someone who's a doctor of the church?,"[['dbp:titles'], ['dbo:canonizedBy']]",['dbp:canonizedBy'],factoid
2581,0.0,0.0,0.0,14,2,2,How many shows belong to the network one of whose sister station is Cartoonite?,"[['dbp:network'], ['dbo:sisterStation']]","['dbo:network', 'dbp:sisterNames']",count
2582,0.0,0.0,0.0,18,2,1,"In all the grand prixes where the first team was Scuderia Ferrari, who all were the pole drivers?","[['dbp:firstTeam'], ['dbp:poleDriver']]",['dbo:poleDriver'],factoid
2583,0.0,0.0,0.0,5,1,1,where did Deion Sanders debut?,[['dbp:debutteam']],['dbo:type'],factoid
2591,0.0,0.0,0.0,7,1,1,Who are the producers of Marie Sisters?,[['dbp:producer']],['dbo:producer'],factoid
2633,0.0,0.0,0.0,12,1,1,who was the movie gifted hands: the ben carson story produced by,[['dbo:producer']],['dbo:writer'],factoid
2636,0.0,0.0,0.0,11,2,1,In how many nations can I find dishes made of Shallot?,"[['dbo:country'], ['dbo:ingredient']]",['dbp:country'],count
2639,0.0,0.0,0.0,7,1,1,what is don stenberg's country of origin?,[['dbo:birthPlace']],['dbo:hometown'],factoid
2641,0.0,0.0,0.0,9,1,1,what city and state was patti rizzo born in,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
2643,0.0,0.0,0.0,9,1,1,Give me all breeds of the German Shepherd dog.,[['dbp:breed']],['dbp:mascot'],list
2651,0.0,0.0,0.0,4,1,1,what musician released ghazal,[['dbo:genre']],['dbo:artist'],factoid
2653,0.0,0.0,0.0,12,1,1,"under what production company was the Indian action psychological thriller, ghajini, released?",[['dbp:studio']],['dbo:distributor'],factoid
2661,0.0,0.0,0.0,7,1,1,what is lu xuechang's place of birth?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
2673,0.0,0.0,0.0,10,1,1,Count the number of region of AN/FSQ-7 Combat Direction Central?,[['dbo:region']],['dbp:deathPlace'],count
2676,0.0,0.0,0.0,4,1,1,Where was harold theobald,[['dbo:birthPlace']],['dbo:district'],factoid
2702,0.0,0.0,0.0,5,1,1,what is michael landon's child?,[['dbo:parent']],['dbo:child'],factoid
2704,0.0,0.0,0.0,13,1,1,What is the genre of lucky starr and the pirates of the asteroids?,[['dbo:literaryGenre']],['dbo:genre'],factoid
2705,0.0,0.0,0.0,6,1,1,which album was created by losdelriospain,[['dbo:recordLabel']],['dbo:artist'],factoid
2710,0.0,0.0,0.0,6,1,1,What is Donald Trump's main business?,[['dbo:owner']],['dbo:industry'],factoid
2722,0.0,0.0,0.0,5,1,1,what is moritz lewitt's nationality?,[['dbo:birthPlace']],['dbo:nationality'],factoid
2724,0.0,0.0,0.0,7,1,1,who sings i can't quit you baby,[['dbo:writer']],['dbo:artist'],factoid
2729,0.0,0.0,0.0,3,1,1,where is metacarta,[['dbo:foundationPlace']],['dbo:country'],factoid
2735,0.0,0.0,0.0,5,1,1,what genre is tam lin?,[['dbo:literaryGenre']],['dbo:genre'],factoid
2736,0.0,0.0,0.0,6,1,1,Which nation is charlotte caffey from?,[['dbo:hometown']],['dbo:birthPlace'],factoid
2740,0.0,0.0,0.0,5,1,1,which country is vatnafjöll in,[['dbo:locatedInArea']],['dbo:country'],factoid
2744,0.0,0.0,0.0,8,1,1,What show is the episode human trials off,[['dbo:series']],['dbo:genre'],factoid
2746,0.0,0.0,0.0,6,1,1,what state is avalon park in,[['dbo:isPartOf']],['dbo:location'],factoid
2753,0.0,0.0,0.0,6,1,1,what's one of edmund blunden's works,[['dbo:author']],['dbo:writer'],list
2765,0.0,0.0,0.0,6,1,1,where would you find richards bay,[['dbo:country']],['dbo:location'],factoid
2778,0.0,0.0,0.0,4,1,1,who is akbar's child?,[['dbo:parent']],['dbo:child'],factoid
2786,0.0,0.0,0.0,13,2,1,What is the award presented by Downtown Athletic Club and Yale Club NYCity?,"[['dbp:presenter'], ['dbp:presenter']]",['dbo:presenter'],factoid
2803,0.0,0.0,0.0,7,1,1,What is the successor of PlayStation 4,[['dbp:successor']],['dbo:successor'],factoid
2826,0.0,0.0,0.0,9,1,1,Of which countries  does Viveka Babajee have citizenship?,[['dbp:citizenship']],['dbo:citizenship'],factoid
2833,0.0,0.0,0.0,8,2,1,Where are jockeys in Dubai World Cup from?,"[['dbo:race'], ['dbp:birthPlace']]",['dbo:country'],factoid
2836,0.0,0.0,0.0,8,1,1,Who is the manager for the Louisville Bats?,[['dbo:position']],['dbo:manager'],factoid
2841,0.0,0.0,0.0,5,1,1,What nationality is Matias Faldbakken?,[['dbo:nationality']],['dbo:birthPlace'],factoid
2842,0.0,0.0,0.0,7,1,1,which european nation does nembrionic belong to?,[['dbo:hometown']],['dbo:birthPlace'],factoid
2853,0.0,0.0,0.0,10,1,1,what type of album is a man & the blues,[['dbo:type']],['dbo:genre'],factoid
2854,0.0,0.0,0.0,5,1,1,What nation is robin young?,[['dbo:nationality']],['dbo:country'],factoid
2856,0.0,0.0,0.0,5,1,1,What is steve banyard's nationality?,[['dbo:nationality']],['dbo:birthPlace'],factoid
2867,0.0,0.0,0.0,13,2,1,What artist was associated closely with the bare necessities and rock a doodle?,"[['dbo:starring'], ['dbo:artist']]",['dbo:genre'],factoid
2871,0.0,0.0,0.0,13,2,1,Where is the tombstone of the congressman who died in the McLean hospital?,"[['dbo:deathPlace'], ['dbp:restingplace']]",['dbo:restingPlace'],factoid
2877,0.0,0.0,0.0,8,1,1,which animation show is based on hollywood gossip?,"[['dbo:genre', 'dbp:genre']]",['dbo:distributor'],factoid
2879,0.0,0.0,0.0,11,2,1,List the places where the relatives of Mark Donaldson died ?,"[['dbp:relatives'], ['dbo:deathPlace']]",['dbp:placeOfDeath'],list
2897,0.0,0.0,0.0,5,1,1,which group released nuclear blast,[['dbo:recordLabel']],['dbo:publisher'],factoid
2906,0.0,0.0,0.0,11,2,1,What is the deathplace of people who have worked in Ethics?,"[['dbp:mainInterests'], ['dbp:placeOfDeath']]",['dbp:deathPlace'],factoid
2917,0.0,0.0,0.0,8,1,1,where does the channel dash vent take place,[['dbo:place']],['dbo:country'],factoid
2929,0.0,0.0,0.0,5,1,1,Which bridges cross the Seine?,[['dbo:crosses']],['dbp:crosses'],factoid
2933,0.0,0.0,0.0,8,1,1,Who is the employer of Ralph flanders ?,[['dbp:occupation']],['dbo:employer'],factoid
2934,0.0,0.0,0.0,10,2,1,In which municipalities does the NYC housing authority own buildings?,"[['dbo:owningOrganisation'], ['dbo:municipality']]",['dbo:location'],factoid
2948,0.0,0.0,0.0,9,2,1,How many years was the Ford Model T manufactured?,"[['dbo:productionEndYear'], ['dbo:productionStartYear']]",['dbo:manufacturer'],count
2956,0.0,0.0,0.0,7,1,1,what is the nationality of fatih erkoç?,[['dbo:hometown']],['dbo:birthPlace'],factoid
2967,0.0,0.0,0.0,13,1,1,What actor once played the role of Rolf in A Somewhat Gentle Man?,[['dbo:occupation']],['dbo:starring'],factoid
2972,0.0,0.0,0.0,8,1,1,where in texas is kamichael hall from originally,[['dbo:birthPlace']],['dbo:hometown'],factoid
2975,0.0,0.0,0.0,9,1,1,What is the regional radio sports network associated with?,[['dbp:affiliations']],['dbo:programmeFormat'],factoid
3008,0.0,0.0,0.0,5,1,1,where was saraswathi gora born?,[['dbo:nationality']],['dbo:birthPlace'],factoid
3011,0.0,0.0,0.0,7,1,1,what city does the d.o.c. come from,[['dbo:birthPlace']],['dbo:hometown'],factoid
3018,0.0,0.0,0.0,6,1,1,where is el condor pasa from,[['dbo:country']],['dbo:birthPlace'],factoid
3021,0.0,0.0,0.0,6,1,1,what language is kaffe written in?,[['dbo:programmingLanguage']],['dbo:language'],factoid
3024,0.0,0.0,0.0,13,2,1,What is the common country of Ganz UV and Balaton wine region ?,"[['dbo:location'], ['dbo:operator']]",['dbo:country'],factoid
3033,0.0,0.0,0.0,6,1,1,where is the bayou st. john,[['dbo:region']],['dbo:country'],factoid
3034,0.0,0.0,0.0,9,1,1,what kind of show is mobile suit gundam 00?,[['dbp:genre']],['dbo:genre'],factoid
3057,0.0,0.0,0.0,9,2,1,Where can I find some buildings of modern architecture?,"[['dbp:architecturalStyle'], ['dbp:address']]",['dbo:architecturalStyle'],factoid
3061,0.0,0.0,0.0,5,1,1,Which veterans served at CBS?,[['dbo:occupation']],['dbo:broadcastArea'],factoid
3065,0.0,0.0,0.0,9,1,1,What was the place of birth for brad hargreaves?,[['dbo:hometown']],['dbo:birthPlace'],factoid
3078,0.0,0.0,0.0,11,1,1,what is a show that michael j. weithorn is known for,[['dbo:creator']],['dbo:genre'],factoid
3086,0.0,0.0,0.0,7,1,1,Which country is brahma gopal bhadury from,[['dbo:nationality']],['dbo:birthPlace'],factoid
3091,0.0,0.0,0.0,8,1,1,Which baseball team is owned by Robert Nutting?,[['dbp:owner']],['dbo:position'],factoid
3093,0.0,0.0,0.0,11,1,1,Does the US route 281 have a junction at San Antonio?,[['dbp:junction']],['dbo:routeJunction'],boolean
3094,0.0,0.0,0.0,20,2,1,"Who was the prime minister of Victor Hope, 2nd Marquess of Linlithgow and also the editor of British Gazette ?","[['dbp:editor'], ['dbp:primeminister']]",['dbo:primeMinister'],factoid
3100,0.0,0.0,0.0,6,1,1,where is mashpee neck located in,"[['dbo:country', 'dbo:isPartOf']]",['dbo:locatedInArea'],factoid
3102,0.0,0.0,0.0,6,1,1,which music format does envy play?,[['dbo:genre']],['dbo:programmeFormat'],factoid
3105,0.0,0.0,0.0,6,1,1,When was Alberta admitted as province?,[['dbp:admittancedate']],['dbo:province'],factoid
3109,0.0,0.0,0.0,7,1,1,List the relatives of clay Aiken ?,[['dbp:relatives']],['dbo:relative'],list
3114,0.0,0.0,0.0,6,1,1,What's an album featuring tito puente,[['dbo:type']],['dbo:artist'],factoid
3115,0.0,0.0,0.0,6,1,1,what game is a visual novel?,[['dbo:genre']],['dbo:literaryGenre'],factoid
3116,0.0,0.0,0.0,11,2,1,What is the religion of the academic authority on Ceratosoma tenue?,"[['dbo:binomialAuthority'], ['dbp:veneratedIn']]",['dbo:religion'],factoid
3119,0.0,0.0,0.0,7,1,1,what episode is in larry doyle's portfolio,"[['dbo:writer', 'dbp:writer']]",['dbo:musicComposer'],factoid
3122,0.0,0.0,0.0,7,1,1,Name a work written by william blake,[['dbo:notableWork']],['dbo:author'],list
3128,0.0,0.0,0.0,8,1,1,Which country did anthony acid have nationality in,[['dbo:hometown']],['dbo:nationality'],factoid
3129,0.0,0.0,0.0,10,2,1,Which venues are located at places governed by John Roberts?,"[['dbp:address'], ['dbo:leader']]",['dbp:leaderName'],factoid
3133,0.0,0.0,0.0,7,1,2,Which city is beacon hill park in?,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid
3160,0.0,0.0,0.0,15,2,2,List the scientists whose doctoral advisor is Ernest Rutherford and are known for Manhattan Project?,"[['dbo:doctoralAdvisor'], ['dbp:knownFor']]","['dbo:knownFor', 'dbp:doctoralAdvisor']",list
3168,0.0,0.0,0.0,10,1,1,Where did Fort Lauderdale Strikers season of 16 take place?,[['dbo:ground']],['dbo:location'],factoid
3178,0.0,0.0,0.0,10,1,1,President of Ghana is the leader title of which country?,[['dbp:leaderTitle']],['dbo:leader'],list
3180,0.0,0.0,0.0,11,2,1,Where does the network cofounded by Seewoosagur Ramgoolam air its shows?,"[['dbp:founder'], ['dbp:broadcastArea']]",['dbo:foundedBy'],factoid
3189,0.0,0.0,0.0,7,1,1,what religion does yury of zvenigorod practice,[['dbp:religion']],['dbo:religion'],factoid
3206,0.0,0.0,0.0,6,1,1,What country is arthur mcarthur from,[['dbo:hometown']],['dbo:birthPlace'],factoid
3210,0.0,0.0,0.0,17,2,1,Which content license of the MSX BASIC is also the profession of the Laura K. Ipsen ?,"[['dbo:occupation'], ['dbp:license']]",['dbo:profession'],factoid
3221,0.0,0.0,0.0,9,1,1,which are the short stories that kurt vonnegut wrote?,[['dbo:author']],['dbo:writer'],factoid
3225,0.0,0.0,0.0,15,2,1,List the home town of the people who have Ontario as one of it ?,"[['dbp:homeTown'], ['dbp:homeTown']]",['dbo:hometown'],list
3238,0.0,0.0,0.0,9,1,1,what is the origin of the artist sunny sweeney,[['dbo:birthPlace']],['dbo:hometown'],factoid
3249,0.0,0.0,0.0,9,1,1,List the team for which Doug Acomb played ?,[['dbp:playedFor']],['dbo:team'],list
3254,0.0,0.0,0.0,6,1,1,which albums did modern talking make?,[['dbo:artist']],['dbo:genre'],factoid
3261,0.0,0.0,0.0,8,1,1,Who was the composer of carry on girls,[['dbo:musicComposer']],['dbo:writer'],factoid
3276,0.0,0.0,0.0,19,2,1,"Which indian party has won the arunachal pradesh elections of 2014, and has been in the 4th legislative assembly?","[['dbp:party'], ['dbp:party']]",['dbo:affiliation'],factoid
3285,0.0,0.0,0.0,18,2,1,"Who  has these major shrines  : Emmitsburg, Maryland and Shrine of St. Elizabeth Ann Bayley Seton?","[['dbo:majorShrine'], ['dbo:majorShrine']]",['dbp:majorShrine'],factoid
3288,0.0,0.0,0.0,14,2,1,"Amongst the winner of Lovelace medal, who has John Robert as doctoral supervisor ?","[['dbp:doctoralAdvisor'], ['dbp:prizes']]",['dbp:doctoralStudents'],list
3296,0.0,0.0,0.0,5,1,1,Who wrote the turkish passion?,[['dbo:writer']],['dbo:author'],factoid
3311,0.0,0.0,0.0,6,1,1,what country is min-jung seo from,[['dbo:birthPlace']],['dbo:country'],factoid
3315,0.0,0.0,0.0,5,1,1,Name  some ww1 veterans?,[['dbp:battles']],['dbo:almaMater'],list
3320,0.0,0.0,0.0,17,2,1,"What awards have been once awarded to Ingmar Bergman, and have employed the service of Laemmle Theatres?","[['dbp:awards'], ['dbo:service']]",['dbo:award'],factoid
3330,0.0,0.0,0.0,10,2,1,How many people are there whose children died in Indiana?,"[['dbo:child'], ['dbo:deathPlace']]",['dbp:children'],count
3338,0.0,0.0,0.0,6,1,1,what type of album is you,[['dbo:type']],['dbo:genre'],factoid
3351,0.0,0.0,0.0,6,1,1,who directed the secret agent club,[['dbo:cinematography']],['dbo:director'],factoid
3352,0.0,0.0,0.0,6,1,1,what country is rockingham county in?,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]",['dbo:country'],factoid
3353,0.0,0.0,0.0,8,1,1,what city was the birthplace of denny sothern,[['dbp:birthPlace']],['dbo:birthPlace'],factoid
3359,0.0,0.0,0.0,8,1,1,What did movie did chris marker shoot for,[['dbo:cinematography']],['dbo:director'],factoid
3365,0.0,0.0,0.0,8,1,1,what is the nationality of thad h. brown,[['dbo:country']],['dbo:nationality'],factoid
3373,0.0,0.0,0.0,12,1,1,Was Buzz Williams the headcoach of the Marquette Golden Eagles mens team?,[['dbp:headcoach']],['dbp:headCoach'],boolean
3383,0.0,0.0,0.0,7,1,1,which albums are created by pat marino?,[['dbo:type']],['dbo:artist'],factoid
3384,0.0,0.0,0.0,7,1,1,what is a song by bonnie raitt,[['dbo:artist']],['dbo:writer'],factoid
