,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right,training_count
111,0.0,0.0,0.0,11,1,1,Name the language of I Love How You Love Me ?,[['dbp:language']],['dbo:language'],list,0.0,0.0,0.0,11,1,1,[['dbp:language']],['dbo:language'],list,[[12]]
112,0.0,0.0,0.0,8,1,1,"what high school is located in easton, pennsylvania","[['dbo:locatedInArea', 'dbo:city', 'dbo:location']]",['dbo:type'],factoid,0.0,0.0,0.0,8,1,1,"[['dbo:locatedInArea', 'dbo:city', 'dbo:location']]",['dbo:type'],factoid,"[[1072, 1218, 1670]]"
113,0.0,0.0,0.0,6,1,1,what was created by fred appleyard,[['dbo:field']],['dbo:creator'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:field']],['dbo:creator'],factoid,[[83]]
114,0.0,0.0,0.0,9,1,1,what country in east-central Asia is pagamsuren altantulga from,[['dbo:birthPlace']],['dbo:nationality'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid,[[4201]]
115,0.0,0.0,0.0,11,1,1,what is a piece of music has the philharmonia orchestra played?,[['dbo:artist']],['dbo:musicComposer'],factoid,0.0,0.0,0.0,11,1,1,[['dbo:artist']],['dbo:writer'],factoid,[[1147]]
116,0.5,0.5,0.5,8,2,2,List the colonel with branch as Militia ?,"[['dbp:branch'], ['dbp:rank']]","['dbo:militaryBranch', 'dbp:branch']",list,0.0,0.0,0.0,8,2,1,"[['dbp:branch'], ['dbp:rank']]",['dbo:militaryBranch'],list,"[[18], [6]]"
117,0.0,0.0,0.0,8,1,1,What musicians are signed up with colpix records?,[['dbp:label']],['dbo:recordLabel'],factoid,0.0,0.0,0.0,8,1,1,[['dbp:label']],['dbo:recordLabel'],factoid,[[33]]
118,0.0,0.0,0.0,8,1,1,Which models were featured in Playboy Playmates 1954?,[['dbp:succeeded']],['dbp:related'],factoid,0.0,0.0,0.0,8,1,1,[['dbp:succeeded']],['dbp:birthPlace'],factoid,[[1]]
119,0.0,0.0,0.0,15,2,1,Who are the people whose alumna is a part of the National Collegiate Athletic Association?,"[['dbo:athletics'], ['dbp:education']]",['dbo:almaMater'],factoid,0.0,0.0,0.0,15,2,1,"[['dbo:athletics'], ['dbp:education']]",['dbo:sport'],factoid,"[[10], [21]]"
120,0.0,0.0,0.0,5,1,1,Where is charles leclerc from,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbp:birthPlace']],['dbo:nationality'],factoid,[[1526]]
121,0.0,0.0,0.0,8,1,1,What is the hometown of John Speraw ?,[['dbp:hometown']],['dbo:hometown'],factoid,0.0,0.0,0.0,8,1,1,[['dbp:hometown']],['dbo:hometown'],factoid,[[7]]
122,0.0,0.0,0.0,10,2,1,How many teams have someone playing at the defenceman position?,"[['dbo:team'], ['dbp:position']]",['dbo:position'],count,0.0,0.0,0.0,10,2,1,"[['dbo:team'], ['dbp:position']]",['dbo:position'],count,"[[46], [16]]"
123,0.0,0.0,0.0,8,1,1,When did the Boston Tea Party take place?,[['dbp:date']],['dbo:place'],factoid,0.0,0.0,0.0,8,1,1,[['dbp:date']],['dbo:place'],factoid,[[2]]
124,0.0,0.0,0.0,8,1,1,what is a work by donovan leitch (actor),[['dbo:director']],['dbo:writer'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:director']],['dbo:writer'],factoid,[[607]]
125,0.0,0.0,0.0,6,1,1,where was yummy bingham born at?,[['dbo:hometown']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid,[[505]]
126,0.0,0.0,0.0,9,1,1,what kind of music is on the film dogtown,[['dbo:musicComposer']],['dbo:genre'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:musicComposer']],['dbo:genre'],factoid,[[304]]
127,0.0,0.0,0.0,6,2,1,What was the first Queen album?,"[['dbo:artist'], ['dbo:releaseDate']]",['dbo:type'],factoid,0.0,0.0,0.0,6,2,1,"[['dbo:artist'], ['dbo:releaseDate']]",['dbo:type'],factoid,"[[1147], [4]]"
128,0.0,0.0,0.0,12,1,1,When will start the final match of the football world cup 2018?,[['dbp:date']],['dbp:debutteam'],factoid,0.0,0.0,0.0,12,1,1,[['dbp:date']],['dbo:league'],factoid,[[2]]
129,0.0,0.0,0.0,6,1,2,which state is daviess county in?,[['dbo:isPartOf']],"['dbo:country', 'dbo:state']",factoid,0.0,0.0,0.0,6,1,2,[['dbo:isPartOf']],"['dbo:country', 'dbo:state']",factoid,[[1891]]
130,0.0,0.0,0.0,16,2,1,Daniel L D Granger and Job Durfee have based their political career in which US state?,"[['dbp:state'], ['dbp:state']]",['dbo:location'],list,0.0,0.0,0.0,16,2,1,"[['dbp:state'], ['dbp:state']]",['dbo:occupation'],list,"[[21], [21]]"
131,0.0,0.0,0.0,9,1,1,which category is the romulan way often put under,[['dbo:literaryGenre']],['dbo:genre'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:literaryGenre']],['dbo:genre'],factoid,[[750]]
132,0.0,0.0,0.0,6,1,1,what type of genre is ubik?,[['dbo:literaryGenre']],['dbo:genre'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:literaryGenre']],['dbo:genre'],factoid,[[750]]
133,0.0,0.0,0.0,9,1,1,arad county  has what river running through it,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]",['dbo:country'],factoid,0.0,0.0,0.0,9,1,1,"[['dbo:region', 'dbo:isPartOf', 'dbo:location']]",['dbo:country'],factoid,"[[1153, 1891, 1670]]"
134,0.0,0.0,0.0,5,1,1,What nationality is Shizuka Kuda?,[['dbo:hometown']],['dbo:nationality'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:hometown']],['dbo:nationality'],factoid,[[505]]
135,0.0,0.0,0.0,13,2,1,"In which ice hockey league, did the team coached by Joel Quenneville win?","[['dbp:champion'], ['dbp:headCoach']]",['dbo:coach'],factoid,0.0,0.0,0.0,13,2,1,"[['dbp:champion'], ['dbp:headCoach']]",['dbo:coach'],factoid,"[[6], [7]]"
136,0.0,0.0,0.0,7,1,1,What was the nationality of ku hye-sun?,[['dbo:nationality']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:nationality']],['dbo:birthPlace'],factoid,[[266]]
137,0.0,0.0,0.0,6,1,1,Gregg Toland cinematographed how many things?,[['dbo:cinematography']],['dbp:cinematography'],count,0.0,0.0,0.0,6,1,1,[['dbo:cinematography']],['dbp:cinematography'],count,[[124]]
138,0.5,0.5,0.5,13,2,2,How many movies were directed by the graduate of Burbank High School ?,"[['dbp:director'], ['dbp:education']]","['dbo:director', 'dbp:director']",count,0.0,0.0,0.0,13,2,1,"[['dbp:director'], ['dbp:education']]",['dbo:director'],count,"[[19], [21]]"
139,0.0,0.0,0.0,6,1,1,what is the format of warm,[['dbo:programmeFormat']],['dbo:type'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:programmeFormat']],['dbo:type'],factoid,[[100]]
140,0.0,0.0,0.0,7,1,1,whats the nationality of  kristýna plíšková,[['dbo:country']],['dbo:nationality'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:country']],['dbo:birthPlace'],factoid,[[2554]]
141,0.0,0.0,0.0,10,1,1,Name the movies writtten by the group Monty Python ?,[['dbp:writer']],['dbp:director'],list,0.0,0.0,0.0,10,1,1,[['dbp:writer']],['dbp:starring'],list,[[61]]
142,0.0,0.0,0.0,6,1,1,Which school did Robbie Diack attend?,[['dbp:school']],['dbo:education'],factoid,0.0,0.0,0.0,6,1,1,[['dbp:school']],['dbp:education'],factoid,[[4]]
143,0.0,0.0,0.0,7,1,1,what kind of album is dexter blows,[['dbo:type']],['dbo:genre'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:genre'],factoid,[[1160]]
144,0.0,0.0,0.0,8,1,1,what county is fort randall a part of,[['dbo:location']],['dbo:country'],factoid,0.0,0.0,0.0,8,1,2,[['dbo:location']],"['dbo:country', 'dbo:isPartOf']",factoid,[[1670]]
145,0.0,0.0,0.0,7,1,1,clodagh rodgers was born in what town,[['dbo:hometown']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid,[[505]]
146,0.0,0.0,0.0,6,1,1,Which religion does antun saadeh follow?,[['dbp:religion']],['dbo:religion'],factoid,0.0,0.0,0.0,6,1,1,[['dbp:religion']],['dbo:religion'],factoid,[[78]]
147,0.0,0.0,0.0,7,1,1,List the institute of Robert hall ?,[['dbo:institution']],['dbo:campus'],list,0.0,0.0,0.0,7,1,1,[['dbo:institution']],['dbo:almaMater'],list,[[17]]
148,0.0,0.0,0.0,7,1,1,What is the nationality of irina shayk,[['dbo:nationality']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:nationality']],['dbo:birthPlace'],factoid,[[266]]
149,0.0,0.0,0.0,5,1,1,where was john digiorgio born?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,[[1526]]
150,0.0,0.0,0.0,7,1,1,what is a work by memphis minnie,[['dbo:artist']],['dbo:writer'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:artist']],['dbo:writer'],factoid,[[1147]]
151,0.0,0.0,0.0,10,1,1,Name an architect famous for the sever hall in Massachusetts.,[['dbo:architect']],['dbp:architect'],list,0.0,0.0,0.0,10,1,1,[['dbo:architect']],['dbo:location'],list,[[43]]
152,0.0,0.0,0.0,12,2,1,Which awards has been given to both michel hazanavicius and geoffrey rush?,"[['dbp:awards'], ['dbp:awards']]",['dbo:award'],factoid,0.5,0.5,0.5,12,2,2,"[['dbp:awards'], ['dbp:awards']]","['dbo:award', 'dbp:awards']",factoid,"[[50], [50]]"
153,0.0,0.0,0.0,7,1,1,where does 96.3 real radio xs reach,[['dbo:broadcastArea']],['dbo:location'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:broadcastArea']],['dbo:country'],factoid,[[48]]
154,0.0,0.0,0.0,14,2,1,Which river's source mountain is Baikal Mountains and is located in Laptev Sea ?,"[['dbo:sourceMountain'], ['dbp:mouthLocation']]",['dbo:source'],factoid,0.0,0.0,0.0,14,2,1,"[['dbo:sourceMountain'], ['dbp:mouthLocation']]",['dbo:outflow'],factoid,"[[11], [14]]"
155,0.0,0.0,0.0,6,1,1,which country is aliff aziz from,[['dbo:hometown']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid,[[505]]
156,0.0,0.0,0.0,9,1,1,How many states does the Pioneer corporation operate in?,[['dbp:country']],['dbo:state'],count,0.0,0.0,0.0,9,1,1,[['dbp:country']],['dbo:location'],count,[[18]]
157,0.0,0.0,0.0,5,1,1,What is Jacek Boucki's nationality?,[['dbo:nationality']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace'],factoid,[[266]]
158,0.0,0.0,0.0,6,1,1,which company produced kissing a fool,[['dbo:distributor']],['dbp:studio'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:distributor']],['dbp:studio'],factoid,[[119]]
159,0.0,0.0,0.0,13,1,1,Did Hank Williams Jr. make Early in the Morning and Late at Night?,[['dbo:musicalArtist']],['dbp:birthPlace'],boolean,0.0,0.0,0.0,13,1,1,[['dbo:musicalArtist']],['dbo:associatedBand'],boolean,[[23]]
160,0.0,0.0,0.0,7,1,1,in what country is high knob located,[['dbo:locatedInArea']],['dbo:country'],factoid,0.0,0.0,0.0,7,1,2,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid,[[1072]]
161,0.0,0.0,0.0,14,2,1,List the leaders of all the cities through which the Ganga river flows ?,"[['dbp:city'], ['dbo:leaderName']]",['dbo:leader'],list,0.0,0.0,0.0,14,2,1,"[['dbp:city'], ['dbo:leaderName']]",['dbp:cities'],list,"[[28], [25]]"
162,0.0,0.0,0.0,9,1,1,who wrote i hope they serve beer in hell,[['dbo:author']],['dbo:writer'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:author']],['dbo:writer'],factoid,[[426]]
163,0.0,0.0,0.0,9,1,1,What is the city whose mayor is Giorgos Kaminis?,[['dbp:mayor']],['dbo:mayor'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:mayor']],['dbo:leaderName'],factoid,[[5]]
164,0.0,0.0,0.0,7,1,1,what is the nationality of guri schanke?,[['dbo:hometown']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:hometown']],['dbo:nationality'],factoid,[[505]]
165,0.0,0.0,0.0,9,2,1,Who collaborated with Johnny Cash and Kris Kristofferson ?,"[['dbp:associatedActs'], ['dbp:associatedActs']]",['dbo:associatedMusicalArtist'],factoid,0.0,0.0,0.0,9,2,1,"[['dbp:associatedActs'], ['dbp:associatedActs']]",['dbo:associatedMusicalArtist'],factoid,"[[19], [19]]"
166,0.0,0.0,0.0,11,1,1,Was Michael Schumacher the Pole driver of 1994 Spanish Grand Prix?,[['dbp:poleDriver']],['dbp:firstDriver'],boolean,0.0,0.0,0.0,11,1,1,[['dbp:poleDriver']],['dbo:poleDriver'],boolean,[[4]]
167,0.0,0.0,0.0,13,2,1,"Where is the assembly of Plymouth Savoy, and where Special 26 was recorded?","[['dbo:assembly'], ['dbp:recorded']]",['dbo:recordedIn'],factoid,0.0,0.0,0.0,13,2,1,"[['dbo:assembly'], ['dbp:recorded']]",['dbp:headquarters'],factoid,"[[7], [6]]"
168,0.0,0.0,0.0,6,1,1,Where was Al-Muzaffar Umar buried ?,[['dbp:placeOfBurial']],['dbo:restingPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbp:placeOfBurial']],['dbo:restingPlace'],factoid,[[17]]
169,0.0,0.0,0.0,14,2,1,Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,"[['dbo:headquarter'], ['dbp:agencyName']]",['dbo:sport'],list,0.0,0.0,0.0,14,2,1,"[['dbo:headquarter'], ['dbp:agencyName']]",['dbp:headquarters'],list,"[[73], [4]]"
170,0.0,0.0,0.0,6,1,2,which actor was born in israel?,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,0.0,0.0,0.0,6,1,2,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,[[629]]
171,0.0,0.0,0.0,6,1,2,what city is torre latinoamericana in?,[['dbo:location']],"['dbo:country', 'dbo:region']",factoid,0.0,0.0,0.0,6,1,1,[['dbo:location']],['dbo:country'],factoid,[[1670]]
172,0.0,0.0,0.0,7,1,1,Who was the narrator in the point?,[['dbp:narrated']],['dbo:writer'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:narrated']],['dbo:editing'],factoid,[[12]]
173,0.0,0.0,0.0,8,1,1,Who's an actress that worked at blandford cemetery,[['dbo:restingPlace']],['dbo:occupation'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:restingPlace']],['dbo:occupation'],factoid,[[95]]
174,0.0,0.0,0.0,8,1,1,where in somalia is mohammed awale liban from,[['dbo:birthPlace']],['dbo:country'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid,[[4201]]
175,0.0,0.0,0.0,13,1,1,Which political party got elected in First Legislative Assembly of Uttar Pradesh ?,[['dbp:children']],['dbp:party'],factoid,0.0,0.0,0.0,13,1,1,[['dbp:children']],['dbo:party'],factoid,[[33]]
176,0.0,0.0,0.0,14,2,1,What awards have been given to people schooled in the Everton park state high?,"[['dbp:education'], ['dbp:awards']]",['dbo:award'],factoid,0.0,0.0,0.0,14,2,1,"[['dbp:education'], ['dbp:awards']]",['dbo:award'],factoid,"[[21], [50]]"
177,0.0,0.0,0.0,10,1,2,in which country is the coastal city of oda located,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,10,1,2,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid,[[1153]]
178,0.0,0.0,0.0,6,1,1,which country is harry jeffra from,[['dbo:nationality']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:nationality']],['dbo:birthPlace'],factoid,[[266]]
179,0.0,0.0,0.0,11,2,1,"What region was Gloria Schaffer born in, which also contains Newington?","[['dbp:birthPlace'], ['dbo:isPartOf']]",['dbo:region'],factoid,0.0,0.0,0.0,11,2,1,"[['dbp:birthPlace'], ['dbo:isPartOf']]",['dbo:birthPlace'],factoid,"[[1526], [1891]]"
180,0.0,0.0,0.0,6,1,1,What position does Lee Robinson play?,[['dbp:currentpositionplain']],['dbo:position'],factoid,0.0,0.0,0.0,6,1,1,[['dbp:currentpositionplain']],['dbo:position'],factoid,[[12]]
181,0.0,0.0,0.0,7,1,1,what is a work by edward stratemeyer,[['dbo:notableWork']],['dbo:writer'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:notableWork']],['dbo:author'],factoid,[[92]]
182,0.0,0.0,0.0,13,2,1,What is the city nearest to the islands in the Northwestern Hawaiian Islands?,"[['dbp:archipelago'], ['dbp:nearestCity']]",['dbo:nearestCity'],factoid,0.0,0.0,0.0,13,2,1,"[['dbp:archipelago'], ['dbp:nearestCity']]",['dbo:nearestCity'],factoid,"[[9], [9]]"
183,0.0,0.0,0.0,9,1,1,Did Kaurismäki ever win the Grand Prix at Cannes?,[['dbo:award']],['dbo:religion'],boolean,0.0,0.0,0.0,9,1,1,[['dbo:award']],['dbo:honours'],boolean,[[67]]
184,0.0,0.0,0.0,7,1,1,What film did alfred uhry contribute to?,[['dbo:writer']],['dbo:musicComposer'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:writer']],['dbo:musicComposer'],factoid,[[1148]]
185,0.0,0.0,0.0,6,1,1,what types of play is geist,[['dbp:modes']],['dbo:genre'],factoid,0.0,0.0,0.0,6,1,1,[['dbp:modes']],['dbo:genre'],factoid,[[265]]
186,0.0,0.0,0.0,8,1,1,what city in Italy is marlene kuntz from,[['dbo:hometown']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid,[[505]]
187,0.0,0.0,0.0,3,1,1,who wrote decadence,[['dbo:writer']],['dbo:author'],factoid,0.0,0.0,0.0,3,1,1,[['dbo:writer']],['dbo:author'],factoid,[[1148]]
188,0.0,0.0,0.0,10,1,1,Which universities are also known as the Tulane Green wave?,[['dbp:nickname']],['dbo:knownFor'],factoid,0.0,0.0,0.0,10,1,1,[['dbp:nickname']],['dbp:athletics'],factoid,[[19]]
189,0.0,0.0,0.0,9,1,1,who produced the adventures of tom thumb and thumbelina,[['dbp:studio']],['dbo:producer'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:studio']],['dbo:producer'],factoid,[[136]]
190,0.0,0.0,0.0,11,2,1,What is the common genere of Abhijit Kunte and Kasparov ?,"[['dbp:knownFor'], ['dbo:genre']]",['dbo:region'],factoid,0.0,0.0,0.0,11,2,1,"[['dbp:knownFor'], ['dbo:genre']]",['dbo:species'],factoid,"[[20], [5588]]"
191,0.0,0.0,0.0,10,1,1,In which company is Raymond Conner at an important position?,[['dbo:keyPerson']],['dbp:keyPeople'],factoid,0.0,0.0,0.0,10,1,1,[['dbo:keyPerson']],['dbp:keyPeople'],factoid,[[17]]
192,0.0,0.0,0.0,10,1,1,Who are the people whose phD advisor was Harry Harlow?,[['dbp:doctoralAdvisor']],['dbo:doctoralAdvisor'],factoid,0.0,0.0,0.0,10,1,1,[['dbp:doctoralAdvisor']],['dbo:doctoralAdvisor'],factoid,[[11]]
193,0.5,0.5,0.5,10,2,2,Who has fought in the conflicts around the Mississippi river?,"[['dbp:place'], ['dbp:combatant']]","['dbo:place', 'dbp:combatant']",factoid,0.0,0.0,0.0,10,2,1,"[['dbp:place'], ['dbp:combatant']]",['dbo:battle'],factoid,"[[10], [14]]"
194,0.0,0.0,0.0,9,1,1,What is a body of work by sean delaney,[['dbo:artist']],['dbo:writer'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:artist']],['dbo:author'],factoid,[[1147]]
195,0.0,0.0,0.0,11,2,1,What is the parent company of company which owns Sony Bank?,"[['dbp:parent'], ['dbo:parentCompany']]",['dbo:owningCompany'],factoid,0.0,0.0,0.0,11,2,1,"[['dbp:parent'], ['dbo:parentCompany']]",['dbp:owner'],factoid,"[[15], [11]]"
196,0.0,0.0,0.0,5,1,1,When was the Titanic completed?,[['dbo:completionDate']],['dbo:writer'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:completionDate']],['dbp:cities'],factoid,[[1]]
197,0.0,0.0,0.0,9,1,1,Where did the 2015 MLS All-Star Game take place?,[['dbp:city']],['dbp:place'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:city']],['dbo:league'],factoid,[[28]]
198,0.0,0.0,0.0,7,1,1,Which U.S. state has the abbreviation MN?,[['dbp:postalabbreviation']],['dbo:recordLabel'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:postalabbreviation']],['dbo:state'],factoid,[[1]]
199,0.0,0.0,0.0,9,1,1,Which type of structural syle is st peters church?,[['dbo:architecturalStyle']],['dbo:type'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:architecturalStyle']],['dbo:type'],factoid,[[145]]
200,0.0,0.0,0.0,7,1,1,What book did donald e. westlake write,[['dbo:notableWork']],['dbo:author'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:notableWork']],['dbo:author'],factoid,[[92]]
201,0.0,0.0,0.0,9,1,1,What are the mountains in the Sequoia National Park?,[['dbo:locatedInArea']],['dbo:mountainRange'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:locatedInArea']],['dbo:mountainRange'],factoid,[[1072]]
202,0.0,0.0,0.0,5,1,1,Where is rebecca harms from?,[['dbo:nationality']],['dbo:hometown'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:nationality']],['dbo:birthPlace'],factoid,[[266]]
203,0.0,0.0,0.0,8,2,1,Terry Pratchett has written about how many topics?,"[['dbp:author'], ['dbo:nonFictionSubject']]",['dbp:subject'],count,0.0,0.0,0.0,8,2,1,"[['dbp:author'], ['dbo:nonFictionSubject']]",['dbo:author'],count,"[[24], [14]]"
204,0.0,0.0,0.0,12,1,1,How many gold medals did Michael Phelps win at the 2008 Olympics?,[['dbo:goldMedalist']],['dbo:bronzeMedalist'],count,0.0,0.0,0.0,12,1,1,[['dbo:goldMedalist']],['dbo:award'],count,[[1]]
205,0.0,0.0,0.0,6,1,1,which continent is vatnajokull located in,[['dbo:location']],['dbo:country'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:location']],['dbo:country'],factoid,[[1670]]
206,0.0,0.0,0.0,8,1,1,Did Alexander Magleby study at the Dartmouth College?,[['dbo:university']],['dbo:institution'],boolean,0.0,0.0,0.0,8,1,1,[['dbo:university']],['dbo:almaMater'],boolean,[[10]]
207,0.0,0.0,0.0,7,1,1,plastic tree has an album titled what?,[['dbo:artist']],['dbo:type'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:artist']],['dbo:type'],factoid,[[1147]]
208,0.0,0.0,0.0,6,1,1,what country is cher (department) in?,[['dbo:isPartOf']],['dbo:location'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:isPartOf']],['dbo:country'],factoid,[[1891]]
209,0.0,0.0,0.0,7,1,1,What are some islands in the bahamas?,[['dbp:archipelago']],['dbo:artist'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:archipelago']],['dbo:location'],factoid,[[9]]
210,0.0,0.0,0.0,6,1,1,which film did siddiq barmak direct,[['dbo:editing']],['dbo:director'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:editing']],['dbo:director'],factoid,[[90]]
211,0.0,0.0,0.0,6,1,1,Is Sloth in the Chordate phylum?,[['dbp:phylum']],['dbo:phylum'],boolean,0.0,0.0,0.0,6,1,1,[['dbp:phylum']],['dbo:phylum'],boolean,[[4]]
212,0.0,0.0,0.0,7,1,1,what country is leonid andreyev originally from,[['dbo:nationality']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:nationality']],['dbo:birthPlace'],factoid,[[266]]
213,0.0,0.0,0.0,9,1,1,what type of creed is practiced by allen trovillion,[['dbo:religion']],['dbo:type'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:religion']],['dbp:religion'],factoid,[[257]]
214,0.0,0.0,0.0,8,1,1,Where did Jerry Tagge do his elementary schooling?,[['dbp:highSchool']],['dbo:education'],factoid,0.0,0.0,0.0,8,1,1,[['dbp:highSchool']],['dbo:sport'],factoid,[[8]]
215,0.5,0.5,0.5,13,2,2,How many TV shows are similar to the ones belonging to fantasy genre?,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count,0.5,0.5,0.5,13,2,2,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count,"[[16], [5588]]"
216,0.0,0.0,0.0,5,1,1,Where was liam watts born?,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,5,1,1,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,[[1526]]
217,0.0,0.0,0.0,7,1,1,which city did hans-walter heyne pass away,[['dbp:deathPlace']],['dbo:deathPlace'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:deathPlace']],['dbo:deathPlace'],factoid,[[178]]
218,0.5,0.5,0.5,10,2,2,what kind of games can I find for PC 9800?,"[['dbo:computingPlatform'], ['dbp:genre']]","['dbo:computingPlatform', 'dbo:genre']",factoid,0.0,0.0,0.0,10,2,1,"[['dbo:computingPlatform'], ['dbp:genre']]",['dbo:genre'],factoid,"[[18], [246]]"
219,0.0,0.0,0.0,9,1,1,where city in minnesota was catharine mackinnon  born,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,9,1,1,[['dbp:birthPlace']],['dbo:birthPlace'],factoid,[[1526]]
220,0.0,0.0,0.0,7,1,2,Who's a voice actor born in germany,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,0.0,0.0,0.0,7,1,2,[['dbo:occupation']],"['dbo:birthPlace', 'dbp:birthPlace']",factoid,[[629]]
221,0.0,0.0,0.0,14,2,1,In how many places are the tombs of people who died in Connecticut Colony?,"[['dbo:restingPlace'], ['dbp:placeOfDeath']]",['dbo:deathPlace'],count,0.0,0.0,0.0,14,2,1,"[['dbo:restingPlace'], ['dbp:placeOfDeath']]",['dbp:deathPlace'],count,"[[95], [32]]"
222,0.0,0.0,0.0,6,1,2,what country is asagiri located in,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid,0.0,0.0,0.0,6,1,2,[['dbo:region']],"['dbo:country', 'dbo:isPartOf']",factoid,[[1153]]
223,0.0,0.0,0.0,9,1,1,What is one of the songs james hetfield wote?,[['dbo:writer']],['dbo:artist'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:writer']],['dbo:artist'],factoid,[[1148]]
224,0.0,0.0,0.0,10,1,1,What is a basin country that jur river flows through,[['dbo:sourceCountry']],['dbo:country'],factoid,0.0,0.0,0.0,10,1,1,[['dbo:sourceCountry']],['dbo:country'],factoid,[[22]]
225,0.0,0.0,0.0,21,2,1,Where did the ultimate fighter: a champion will be crowned tonight and ultimate fighter: team rousey vs team tate take place?,"[['dbp:city'], ['dbp:city']]",['dbp:debutteam'],factoid,0.0,0.0,0.0,21,2,1,"[['dbp:city'], ['dbp:city']]",['dbo:locationCity'],factoid,"[[28], [28]]"
