,recall_left,precision_left,f1_left,word_count_left,rel_count_left,sys_relations_left,question,gold_relations_left,system_relations_left,question_type_left,recall_right,precision_right,f1_right,word_count_right,rel_count_right,sys_relations_right,gold_relations_right,system_relations_right,question_type_right
2139,0.5,1.0,0.6666666666666666,18,2,1, Name the city whose province is Metropolitan City of Venice and has leader as Luigi Brugnaro ?,"[['dbo:leaderName'], ['dbp:province']]",['dbp:province'],list,0.0,0.0,0.0,18,2,1,"[['dbo:leaderName'], ['dbp:province']]",['dbo:leader'],list
2167,1.0,1.0,1.0,8,1,1,the laws of scourge is what musical type,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:genre']],['dbo:type'],factoid
2173,0.5,1.0,0.6666666666666666,14,2,1,The pope whose shrine is in St Peter's Basilica was venerated in which sects?,"[['dbp:majorShrine'], ['dbp:veneratedIn']]",['dbp:veneratedIn'],list,0.0,0.0,0.0,14,2,1,"[['dbp:majorShrine'], ['dbp:veneratedIn']]",['dbp:religion'],list
2184,1.0,1.0,1.0,8,1,1,which city has northern pacific bridge number 9,[['dbo:locatedInArea']],['dbo:locatedInArea'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:locatedInArea']],['dbo:city'],factoid
2196,1.0,1.0,1.0,11,2,2,Which creation of Josh Friedman was portrayed in Terminator 2 ?,"[['dbo:portrayer'], ['dbp:creator']]","['dbo:portrayer', 'dbp:creator']",factoid,0.0,0.0,0.0,11,2,1,"[['dbo:portrayer'], ['dbp:creator']]",['dbo:creator'],factoid
2211,0.5,1.0,0.6666666666666666,17,2,1,With which musical artist is the music group which sung Mind Blowin' related to ?  ,"[['dbo:musicalArtist'], ['dbo:associatedMusicalArtist']]",['dbo:associatedMusicalArtist'],factoid,0.0,0.0,0.0,17,2,1,"[['dbo:musicalArtist'], ['dbo:associatedMusicalArtist']]",['dbp:artist'],factoid
2213,0.5,1.0,0.6666666666666666,13,2,1,Which is the common prospect team of Mikhail Pashnin and Robin kovacs ?,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]",['dbp:prospectTeam'],factoid,0.0,0.0,0.0,13,2,1,"[['dbp:prospectTeam'], ['dbo:prospectTeam']]",['dbp:draftTeam'],factoid
2222,1.0,1.0,1.0,8,1,1,Is Essex the Ceremonial County of West Tilbury?,[['dbo:ceremonialCounty']],['dbo:ceremonialCounty'],boolean,0.0,0.0,0.0,8,1,1,[['dbo:ceremonialCounty']],['dbo:capital'],boolean
2224,1.0,1.0,1.0,6,1,1,what country is liisa nevalainen from,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
2242,0.5,1.0,0.6666666666666666,10,2,1,How many different genres of games are produced by Blizzard?,"[['dbo:developer'], ['dbp:genre']]",['dbp:genre'],count,0.5,0.5,0.5,10,2,2,"[['dbo:developer'], ['dbp:genre']]","['dbo:genre', 'dbp:genre']",count
2253,1.0,1.0,1.0,5,1,1,what company owns grocery store,[['dbo:industry']],['dbo:industry'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:industry']],['dbo:owner'],factoid
2256,1.0,1.0,1.0,9,1,1,What is the automobile platform of Chiva bus ?,[['dbo:automobilePlatform']],['dbo:automobilePlatform'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:automobilePlatform']],['dbo:genre'],factoid
2266,1.0,1.0,1.0,7,1,1,what's a 2006 album by Bucky Pizzarelli?,[['dbo:type']],['dbo:type'],list,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],list
2299,1.0,1.0,1.0,6,1,1,Who is the mayor of Paris?,[['dbo:mayor']],['dbo:mayor'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:mayor']],['dbo:leaderName'],factoid
2335,0.5,0.5,0.5,10,2,2,Who has fought in the conflicts around the Mississippi river?,"[['dbp:place'], ['dbp:combatant']]","['dbo:place', 'dbp:combatant']",factoid,0.0,0.0,0.0,10,2,1,"[['dbp:place'], ['dbp:combatant']]",['dbo:battle'],factoid
2341,1.0,1.0,1.0,3,1,1,who wrote stepmom?,[['dbo:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,3,1,1,[['dbo:writer']],['dbo:author'],factoid
2365,1.0,1.0,1.0,12,1,1,What are some fictional characters whose voice is in the peanuts movie?,[['dbo:voice']],['dbo:voice'],factoid,0.0,0.0,0.0,12,1,1,[['dbo:voice']],['dbp:characters'],factoid
2370,0.5,1.0,0.6666666666666666,10,2,1,In which state can I find Burr Truss styled bridges?,"[['dbp:style'], ['dbo:state']]",['dbo:state'],factoid,0.0,0.0,0.0,10,2,1,"[['dbp:style'], ['dbo:state']]",['dbo:locatedInArea'],factoid
2391,1.0,1.0,1.0,8,1,1,what films has kelly reichardt been credited in,[['dbo:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:writer']],['dbo:musicComposer'],factoid
2412,0.5,1.0,0.6666666666666666,10,2,1,Which writer is famous for works written by Neil Gaiman?,"[['dbp:writers'], ['dbo:notableWork']]",['dbo:notableWork'],factoid,0.5,0.5,0.5,10,2,2,"[['dbp:writers'], ['dbo:notableWork']]","['dbo:author', 'dbo:notableWork']",factoid
2421,0.5,1.0,0.6666666666666666,13,2,1,"Through which important cities the does the river originating from the Duwamish, flow?","[['dbo:source'], ['dbo:city']]",['dbo:city'],factoid,0.0,0.0,0.0,13,2,1,"[['dbo:source'], ['dbo:city']]",['dbo:riverMouth'],factoid
2426,1.0,1.0,1.0,5,1,1,How tall is Michael Jordan?,[['dbo:height']],['dbo:height'],factoid,0.0,0.0,0.0,5,1,1,[['dbo:height']],['dbo:literaryGenre'],factoid
2462,1.0,1.0,1.0,6,1,1,what tv genre is barney miller,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:genre']],['dbp:genre'],factoid
2465,0.5,1.0,0.6666666666666666,18,2,1,Tell me the name of the Prime Time Entertainment Network's TV show whose Artist is Christopher Franke ?,"[['dbo:network'], ['dbp:artist']]",['dbp:artist'],list,0.0,0.0,0.0,18,2,1,"[['dbo:network'], ['dbp:artist']]",['dbp:themeMusicComposer'],list
2476,1.0,0.5,0.6666666666666666,7,1,2,what company produced the andromeda strain (film)?,[['dbo:distributor']],"['dbo:distributor', 'dbp:studio']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:distributor']],['dbp:studio'],factoid
2477,1.0,1.0,1.0,10,2,2,Name the sitcoms whose network's owning company is Chris-Craft Industries?,"[['dbo:network'], ['dbo:owningCompany']]","['dbo:network', 'dbo:owningCompany']",list,0.0,0.0,0.0,10,2,1,"[['dbo:network'], ['dbo:owningCompany']]",['dbp:company'],list
2518,1.0,1.0,1.0,10,1,1,Name an animated cartoon that played on Nickelodeon during 1998-2005,[['dbo:genre']],['dbo:genre'],list,0.0,0.0,0.0,10,1,1,[['dbo:genre']],['dbp:genre'],list
2540,1.0,1.0,1.0,6,1,1,which films did charlie chaplin direct,[['dbo:director']],['dbo:director'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:director']],['dbo:cinematography'],factoid
2575,0.5,1.0,0.6666666666666666,15,2,1,What is the largest city of the country which have an assembly of Plymouth Savoy?,"[['dbo:assembly'], ['dbo:largestCity']]",['dbo:largestCity'],factoid,0.0,0.0,0.0,15,2,1,"[['dbo:assembly'], ['dbo:largestCity']]",['dbo:capital'],factoid
2580,1.0,1.0,1.0,9,1,1,Does the hudson river flow into the lower manhatten?,[['dbo:mouthMountain']],['dbo:mouthMountain'],boolean,0.0,0.0,0.0,9,1,1,[['dbo:mouthMountain']],['dbo:riverMouth'],boolean
2599,1.0,1.0,1.0,7,1,1,What are some neighboring cities of cologny?,[['dbp:neighboringMunicipalities']],['dbp:neighboringMunicipalities'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:neighboringMunicipalities']],['dbo:nearestCity'],factoid
2609,1.0,1.0,1.0,7,1,1,which city in texas does kxan-tv services?,[['dbo:location']],['dbo:location'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:location']],['dbo:city'],factoid
2626,1.0,1.0,1.0,6,1,1,Is Fluidinfo written in PostgreSQL language?,[['dbp:programmingLanguage']],['dbp:programmingLanguage'],boolean,0.0,0.0,0.0,6,1,1,[['dbp:programmingLanguage']],['dbo:programmingLanguage'],boolean
2635,1.0,1.0,1.0,7,1,1,the invisible is what type of album?,[['dbo:genre']],['dbo:genre'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:genre']],['dbo:type'],factoid
2639,1.0,0.5,0.6666666666666666,7,1,2,What's a song written by jack johnson,[['dbo:artist']],"['dbo:artist', 'dbo:writer']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:artist']],['dbo:writer'],factoid
2649,0.5,0.5,0.5,13,2,2,How many TV shows are similar to the ones belonging to fantasy genre?,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count,0.5,0.5,0.5,13,2,2,"[['dbo:related'], ['dbo:genre']]","['dbo:genre', 'dbp:genre']",count
2661,1.0,1.0,1.0,12,1,1,Name the home ground of  2015 Fort Lauderdale Strikers season ?,[['dbo:ground']],['dbo:ground'],list,0.0,0.0,0.0,12,1,1,[['dbo:ground']],['dbo:formerTeam'],list
2667,1.0,1.0,1.0,9,1,1,where is the cape canaveral air force station based,[['dbo:location']],['dbo:location'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:location']],['dbo:country'],factoid
2681,1.0,1.0,1.0,8,1,1,what does walter f. george lake flow into?,[['dbo:outflow']],['dbo:outflow'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:outflow']],['dbo:riverMouth'],factoid
2699,0.5,0.5,0.5,10,2,2,what kind of games can I find for PC 9800?,"[['dbo:computingPlatform'], ['dbp:genre']]","['dbo:computingPlatform', 'dbo:genre']",factoid,0.0,0.0,0.0,10,2,1,"[['dbo:computingPlatform'], ['dbp:genre']]",['dbo:genre'],factoid
2725,0.5,1.0,0.6666666666666666,11,2,1,Where is the head quarters of the owner of Hamline Avenue?,"[['dbo:owner'], ['dbp:headquarters']]",['dbp:headquarters'],factoid,0.0,0.0,0.0,11,2,1,"[['dbo:owner'], ['dbp:headquarters']]",['dbp:owner'],factoid
2741,0.5,1.0,0.6666666666666666,10,2,1,Who are some cofounders of record labels with Frank Rogers?,"[['dbo:foundedBy'], ['dbp:founder']]",['dbp:founder'],factoid,0.0,0.0,0.0,10,2,1,"[['dbo:foundedBy'], ['dbp:founder']]",['dbp:label'],factoid
2764,1.0,1.0,1.0,8,1,1,where can the payette national forest be found,[['dbo:location']],['dbo:location'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:location']],['dbo:country'],factoid
2771,0.5,0.5,0.5,13,2,2,What is the war in which both K Fordice and P Fitzwallace fight?,"[['dbp:battles'], ['dbp:battles']]","['dbo:battle', 'dbp:battles']",factoid,0.0,0.0,0.0,13,2,1,"[['dbp:battles'], ['dbp:battles']]",['dbo:battle'],factoid
2796,1.0,1.0,1.0,9,1,1,How many bacterias are there whose division is Firmicutes?,[['dbo:division']],['dbo:division'],count,0.0,0.0,0.0,9,1,1,[['dbo:division']],['dbo:order'],count
2853,1.0,0.5,0.6666666666666666,7,1,2,Which state is mount washburn located in,[['dbo:locatedInArea']],"['dbo:isPartOf', 'dbo:locatedInArea']",factoid,0.0,0.0,0.0,7,1,2,[['dbo:locatedInArea']],"['dbo:country', 'dbo:isPartOf']",factoid
2860,0.5,1.0,0.6666666666666666,9,2,1,What are some awards given to the french people?,"[['dbo:stateOfOrigin'], ['dbp:awards']]",['dbp:awards'],factoid,0.0,0.0,0.0,9,2,1,"[['dbo:stateOfOrigin'], ['dbp:awards']]",['dbo:award'],factoid
2891,1.0,0.5,0.6666666666666666,5,1,2,Where is masse broberg from,[['dbo:hometown']],"['dbo:birthPlace', 'dbo:hometown']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:hometown']],['dbo:birthPlace'],factoid
2927,0.5,0.5,0.5,9,2,2,How many people hold important positions alongwith Donna Shalala?,"[['dbo:keyPerson'], ['dbp:keyPeople']]","['dbo:keyPerson', 'dbo:position']",count,0.0,0.0,0.0,9,2,1,"[['dbo:keyPerson'], ['dbp:keyPeople']]",['dbo:occupation'],count
2930,1.0,1.0,1.0,9,1,1,what film is the brave one (2007 film) by?,[['dbo:writer']],['dbo:writer'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:writer']],['dbo:director'],factoid
2943,1.0,0.5,0.6666666666666666,5,1,2,where did nick rhodes originate?,[['dbo:birthPlace']],"['dbo:birthPlace', 'dbo:hometown']",factoid,0.0,0.0,0.0,5,1,1,[['dbo:birthPlace']],['dbo:hometown'],factoid
2969,0.5,1.0,0.6666666666666666,6,2,1,Who owns a bridge in Boston?,"[['dbo:locatedInArea'], ['dbp:owner']]",['dbp:owner'],factoid,0.0,0.0,0.0,6,2,1,"[['dbo:locatedInArea'], ['dbp:owner']]",['dbo:owner'],factoid
2980,0.5,1.0,0.6666666666666666,18,2,1,List the driver of SA MArino Grand Prix is also the Pole driver of Canadian Grand Proix ?,"[['dbp:poleDriver'], ['dbp:firstDriver']]",['dbp:firstDriver'],list,0.0,0.0,0.0,18,2,1,"[['dbp:poleDriver'], ['dbp:firstDriver']]",['dbo:poleDriver'],list
2991,1.0,0.5,0.6666666666666666,7,1,2,which album was released by kenny burrell?,[['dbo:type']],"['dbo:artist', 'dbo:type']",factoid,0.0,0.0,0.0,7,1,1,[['dbo:type']],['dbo:artist'],factoid
2994,1.0,1.0,1.0,6,1,1,what is the nationality of sissi?,[['dbo:birthPlace']],['dbo:birthPlace'],factoid,0.0,0.0,0.0,6,1,1,[['dbo:birthPlace']],['dbo:nationality'],factoid
2997,1.0,1.0,1.0,7,1,1,what is an album by karl rove,[['dbo:artist']],['dbo:artist'],factoid,0.0,0.0,0.0,7,1,1,[['dbo:artist']],['dbo:type'],factoid
3006,1.0,1.0,1.0,9,1,1,What was the title of Joe Lovano's 21st album?,[['dbo:type']],['dbo:type'],factoid,0.0,0.0,0.0,9,1,1,[['dbo:type']],['dbo:artist'],factoid
3050,0.5,1.0,0.6666666666666666,11,2,1,Who served a vice president buried in United First Parish Church?,"[['dbp:restingplace'], ['dbo:vicePresident']]",['dbo:vicePresident'],factoid,0.0,0.0,0.0,11,2,1,"[['dbp:restingplace'], ['dbo:vicePresident']]",['dbo:restingPlace'],factoid
3066,1.0,1.0,1.0,8,1,1,To which senator did military unit VMF-155 belong?,[['dbo:militaryUnit']],['dbo:militaryUnit'],factoid,0.0,0.0,0.0,8,1,1,[['dbo:militaryUnit']],['dbo:militaryBranch'],factoid
3084,1.0,1.0,1.0,7,1,1,Which genre of tv program is lalabel?,[['dbp:genre']],['dbp:genre'],factoid,0.0,0.0,0.0,7,1,1,[['dbp:genre']],['dbo:genre'],factoid
